N	2gram	Vygotskiy__5	Dialekti
1	не есть	4	40
2	и не	6	30
3	и есть	5	19
4	а не	8	18
5	может быть	11	17
6	и т	7	17
7	ничего не	2	17
8	то что	37	16
9	и в	30	15
10	т д	3	15
11	как бы	19	14
12	так как	9	14
13	точки зрения	7	14
14	что это	8	13
15	это есть	3	13
16	того что	8	13
17	по себе	7	13
18	это не	3	12
19	прежде всего	4	11
20	и вот	2	11
21	в том	27	11
22	не может	9	11
23	ясно что	6	11
24	и все	4	11
25	в этом	14	11
26	в основе	7	10
27	потому что	23	10
28	том что	21	10
29	было бы	5	9
30	в виду	4	9
31	все это	2	9
32	мы не	3	9
33	и что	23	9
34	это и	2	9
35	то же	7	9
36	с точки	2	9
37	ни в	3	8
38	не в	8	8
39	это значит	2	8
40	что иное	2	8
41	иное как	2	8
42	не что	2	8
43	в себе	5	8
44	и о	3	8
45	не только	16	8
46	и это	8	8
47	что в	24	7
48	что именно	5	7
49	должна быть	2	7
50	и мы	16	7
51	что оно	6	7
52	что мы	11	7
53	что он	17	7
54	как и	6	7
55	и его	6	7
56	или в	6	7
57	только в	5	7
58	перед нами	2	6
59	так что	3	6
60	и тем	6	6
61	и даже	2	6
62	в результате	4	6
63	сказать что	9	6
64	вовсе не	3	6
65	если бы	11	6
66	в то	2	6
67	что и	3	6
68	как только	4	5
69	так и	3	5
70	в своем	6	5
71	есть то	2	5
72	на то	17	5
73	можно сказать	2	5
74	и можно	2	5
75	того чтобы	20	5
76	в ней	4	5
77	в нем	7	5
78	что она	6	5
79	но только	3	5
80	таким образом	20	5
81	именно в	6	5
82	и на	3	5
83	о том	10	5
84	мы имеем	8	5
85	с его	2	5
86	есть не	4	5
87	в сущности	12	5
88	в себя	2	5
89	если мы	16	5
90	для того	20	5
91	и для	6	5
92	той же	3	5
93	в каком	3	5
94	что все	6	4
95	и как	7	4
96	в этой	5	4
97	что они	5	4
98	один из	5	4
99	и уже	3	4
100	жизни и	6	4
101	но и	6	4
102	так же	13	4
103	само по	2	4
104	и с	2	4
105	той или	2	4
106	мы должны	3	4
107	в одном	2	4
108	с тем	8	4
109	не как	3	4
110	этом смысле	2	4
111	видим что	3	4
112	мы видим	8	4
113	еще не	5	4
114	как раз	13	4
115	в течение	2	4
116	бы в	5	4
117	хотя бы	3	4
118	в силу	3	4
119	в его	4	4
120	идет речь	3	4
121	что если	6	3
122	эти две	3	3
123	на этом	6	3
124	в свою	3	3
125	и если	6	3
126	и той	2	3
127	и следовательно	2	3
128	себя и	2	3
129	совершенно не	6	3
130	в словах	2	3
131	в их	3	3
132	отношения к	2	3
133	все эти	2	3
134	есть только	2	3
135	и наконец	3	3
136	с этим	2	3
137	даже и	2	3
138	что здесь	3	3
139	это будет	2	3
140	нет ни	2	3
141	но в	5	3
142	только не	5	3
143	и та	2	3
144	к этому	3	3
145	об этом	3	3
146	у нас	4	3
147	только о	2	3
148	когда она	3	3
149	мы уже	6	3
150	в своей	4	3
151	и потому	5	3
152	со стороны	3	3
153	говорит о	4	3
154	когда он	5	3
155	быть и	2	3
156	как в	3	3
157	одной и	2	3
158	из которых	4	3
159	в данном	3	3
160	и то	9	3
161	мы можем	7	3
162	могут быть	8	3
163	едва ли	2	3
164	от него	4	3
165	в противоположность	2	2
166	не могут	3	2
167	в частности	4	2
168	чувства и	5	2
169	в отношении	2	2
170	с этой	2	2
171	из этих	3	2
172	чем больше	3	2
173	вопрос о	3	2
174	показывает что	3	2
175	что на	3	2
176	но все	2	2
177	совершенно ясно	7	2
178	эти два	3	2
179	заключается в	8	2
180	такое понимание	2	2
181	не дает	2	2
182	что с	6	2
183	в нашей	2	2
184	при этом	8	2
185	мог бы	2	2
186	в самом	14	2
187	себе и	2	2
188	никогда не	9	2
189	в котором	2	2
190	был бы	5	2
191	чувстве и	2	2
192	но мы	2	2
193	с той	2	2
194	осуществляется в	2	2
195	из них	2	2
196	есть нечто	3	2
197	другой стороны	5	2
198	для этого	9	2
199	и только	3	2
200	от того	4	2
201	мы находим	2	2
202	во внимание	5	2
203	должно быть	2	2
204	и так	2	2
205	и когда	9	2
206	во всем	2	2
207	что даже	2	2
208	от одного	2	2
209	и ни	2	2
210	иметь в	3	2
211	показать как	4	2
212	как это	7	2
213	сам по	3	2
214	а как	2	2
215	при таком	3	2
216	в них	4	2
217	сравнению с	4	2
218	мы нашли	3	2
219	в ее	3	2
220	все же	7	2
221	в качестве	2	2
222	как вещь	2	2
223	видим в	2	2
224	никак не	6	2
225	два плана	2	2
226	что есть	2	2
227	себе не	2	2
228	по сравнению	4	2
229	во всех	2	2
230	и именно	4	2
231	вместе с	12	2
232	художественное произведение	5	2
233	мы только	2	2
234	мы хотим	2	2
235	находится в	2	2
236	того как	2	2
237	все равно	2	2
238	только что	4	2
239	что по	2	2
240	тем что	6	2
241	и при	2	2
242	как будто	6	2
243	и другое	2	2
244	что эта	4	2
245	в которой	3	2
246	отличие от	2	2
247	не имеем	2	2
248	не могли	4	2
249	ни один	2	2
