N	2gram	Voloshinov_2	Problemy
1	и не	19	31
2	и в	19	29
3	в его	5	24
4	может быть	28	24
5	а не	9	22
6	в этом	15	22
7	как бы	19	19
8	в нем	11	19
9	точки зрения	17	19
10	для него	9	18
11	не только	13	15
12	то что	4	15
13	не как	3	14
14	но и	10	14
15	и его	16	14
16	то же	16	14
17	рядом с	2	14
18	в пределах	10	13
19	с точки	13	13
20	как и	9	12
21	не может	18	12
22	таким образом	14	12
23	в самом	6	10
24	в то	8	10
25	только в	8	10
26	там где	2	10
27	с его	8	9
28	это не	4	9
29	все же	5	9
30	но не	2	9
31	же время	8	9
32	все эти	3	9
33	если бы	11	9
34	в своем	2	8
35	до конца	2	8
36	по себе	3	8
37	что он	4	8
38	что в	2	8
39	отношению к	8	8
40	в своей	3	8
41	по отношению	8	8
42	в том	7	8
43	прежде всего	7	7
44	вовсе не	11	7
45	а как	4	7
46	том что	10	7
47	не в	10	7
48	лишь как	2	7
49	за пределы	3	7
50	так и	10	7
51	в форме	5	7
52	и как	6	7
53	а в	3	7
54	с другими	3	7
55	и на	5	7
56	в себе	4	7
57	но в	7	7
58	точку зрения	2	6
59	в одной	2	6
60	выражение в	5	6
61	к нему	5	6
62	одним из	2	6
63	в единстве	4	6
64	как раз	4	6
65	самом деле	9	6
66	менее всего	3	6
67	так же	5	6
68	могут быть	3	6
69	его в	7	6
70	и потому	2	6
71	так как	3	6
72	перед нами	3	5
73	сознания и	3	5
74	должна быть	4	5
75	именно в	2	5
76	было бы	4	5
77	более того	6	5
78	зависимости от	2	5
79	еще не	3	5
80	в сущности	14	5
81	и о	2	5
82	у него	2	5
83	он не	3	5
84	в зависимости	2	5
85	мысли и	3	5
86	той же	3	5
87	на самом	7	5
88	во всяком	3	5
89	между тем	6	5
90	он и	2	5
91	и это	3	5
92	ничего не	4	5
93	или как	2	5
94	все то	2	4
95	из одного	4	4
96	является лишь	4	4
97	что и	3	4
98	и с	2	4
99	и следовательно	6	4
100	и самого	2	4
101	в процессе	18	4
102	не на	2	4
103	и для	7	4
104	не было	3	4
105	тем что	2	4
106	как мы	15	4
107	они не	2	4
108	должно быть	3	4
109	в основе	9	4
110	в этой	3	4
111	так сказать	14	4
112	как слово	5	3
113	уже в	2	3
114	для его	3	3
115	никогда не	7	3
116	они уже	2	3
117	с другой	3	3
118	на материале	3	3
119	ни в	6	3
120	одна из	7	3
121	и пр	25	3
122	лишь на	5	3
123	всяком случае	2	3
124	на почве	9	3
125	и до	3	3
126	бытия в	2	3
127	в их	5	3
128	тому что	4	3
129	как на	2	3
130	приводит к	2	3
131	и у	2	3
132	друг друга	2	3
133	и здесь	5	3
134	сказать что	4	3
135	но как	2	3
136	не знает	2	3
137	отношении к	5	3
138	далеко не	2	3
139	если же	2	3
140	бы в	4	3
141	отношения к	2	3
142	все его	2	3
143	самого начала	5	2
144	все время	2	2
145	связи с	13	2
146	его и	3	2
147	поэтому в	2	2
148	то ни	5	2
149	хотя бы	6	2
150	она является	3	2
151	но они	2	2
152	и от	3	2
153	идеологическое наполнение	2	2
154	в жизни	2	2
155	вопрос о	2	2
156	для понимания	3	2
157	его к	2	2
158	и ее	4	2
159	не есть	3	2
160	является для	2	2
161	жизни и	2	2
162	следовательно и	2	2
163	как целое	9	2
164	чужое слово	8	2
165	является не	5	2
166	бы то	4	2
167	при этом	9	2
168	ведь это	2	2
169	если б	3	2
170	бы он	3	2
171	о слове	4	2
172	конечно не	4	2
173	лишь там	2	2
174	идеологического творчества	2	2
175	они могут	2	2
176	оно ни	2	2
177	все те	4	2
178	до сих	3	2
179	в котором	3	2
180	какой бы	3	2
181	в большинстве	5	2
182	сих пор	3	2
183	мы уже	6	2
184	себя самого	2	2
185	ни было	6	2
186	в отношении	4	2
187	в контексте	5	2
188	и даже	2	2
189	нами в	3	2
190	или же	2	2
191	что оно	3	2
192	на языке	2	2
193	слово в	3	2
194	в той	5	2
195	здесь мы	3	2
196	в смысле	6	2
197	между ними	2	2
198	к другому	5	2
199	для других	3	2
200	конечно и	2	2
201	в данном	5	2
202	в ней	3	2
203	для себя	4	2
204	в истории	3	2
205	со всею	3	2
206	большинстве случаев	5	2
207	оно может	3	2
208	с этим	3	2
