N	2gram	Tiupa_Vved_1	DiskursI
1	в качестве	8	34
2	не только	20	28
3	в том	10	23
4	а не	15	22
5	то есть	8	20
6	том что	7	19
7	тогда как	10	19
8	может быть	18	17
9	представляет собой	15	17
10	и в	13	16
11	как и	11	16
12	в этом	21	15
13	еще не	7	14
14	но и	19	14
15	коммуникативного события	5	14
16	при этом	26	13
17	и т.п	9	12
18	прежде всего	7	11
19	но не	5	11
20	и не	12	11
21	по своей	3	11
22	с другой	5	10
23	как в	4	10
24	далеко не	4	10
25	в частности	13	9
26	состоит в	10	9
27	в нем	5	9
28	отношению к	7	9
29	одной стороны	5	9
30	по отношению	7	9
31	не может	7	9
32	с одной	5	9
33	а также	8	8
34	отнюдь не	7	8
35	своего рода	10	8
36	так и	8	8
37	о том	5	8
38	но в	6	8
39	в основе	3	7
40	художественного письма	7	7
41	в его	4	7
42	со стороны	5	7
43	то же	5	7
44	не было	2	7
45	в себе	5	7
46	только в	6	7
47	не в	6	7
48	в своем	5	6
49	пока еще	4	6
50	в рамках	4	5
51	к тому	6	5
52	или иной	3	5
53	можно сказать	4	5
54	тому же	4	5
55	в силу	2	5
56	коммуникативной ситуации	3	5
57	как бы	4	5
58	в котором	8	5
59	в своей	5	5
60	то что	6	5
61	во всех	2	5
62	коммуникативное событие	6	5
63	в составе	2	5
64	в отличие	2	5
65	а с	2	5
66	а в	6	5
67	сводится к	4	5
68	отличие от	2	5
69	и на	3	5
70	в данном	13	5
71	[...] в	2	5
72	что в	3	4
73	не является	3	4
74	в них	2	4
75	во втором	2	4
76	не как	2	4
77	и к	2	4
78	уже не	5	4
79	для него	3	4
80	в целом	3	4
81	же время	3	4
82	такого рода	16	4
83	в нарративном	2	4
84	по сути	2	4
85	отношение к	2	4
86	по своим	3	4
87	внимание на	3	4
88	лишь в	2	4
89	потому что	5	4
90	писал бахтин	2	4
91	могут быть	4	4
92	и т.д	5	4
93	дискурса как	2	4
94	как правило	6	4
95	из жизни	2	3
96	перед нами	6	3
97	первобытного человека	2	3
98	очевидным образом	2	3
99	однако в	4	3
100	нарративного дискурса	5	3
101	это не	6	3
102	по мысли	5	3
103	в одной	2	3
104	но при	5	3
105	вследствие этого	3	3
106	по себе	2	3
107	не сводится	4	3
108	человеческого сознания	2	3
109	что и	2	3
110	дискурс в	2	3
111	самого рассказывания	3	3
112	и того	2	3
113	рассказывания в	4	3
114	различного рода	3	3
115	свою очередь	4	3
116	времени и	7	3
117	по своему	2	3
118	в свою	4	3
119	в данной	2	3
120	в самом	2	3
121	имеет место	4	3
122	при всей	2	3
123	к ним	2	3
124	той или	3	3
125	картина мира	12	3
126	еще в	2	3
127	художественной словесности	2	3
128	один из	3	3
129	не с	3	3
130	на смену	2	3
131	все же	6	3
132	нарративный дискурс	2	3
133	в ходе	2	3
134	ли не	2	3
135	таким образом	4	3
136	события рассказывания	2	3
137	того что	6	3
138	другой стороны	2	3
139	являет собой	2	3
140	в своих	2	3
141	тем что	2	3
142	в то	4	3
143	тому как	2	3
144	также и	4	3
145	и составляет	3	3
146	в первом	2	3
147	мира в	8	3
148	слова в	2	2
149	в едином	3	2
150	но они	2	2
151	зависит от	2	2
152	главное действующее	2	2
153	однако и	2	2
154	изменение состояния	2	2
155	с человеком	2	2
156	не менее	4	2
157	события свидетель	2	2
158	никогда не	4	2
159	опыта в	4	2
160	о котором	2	2
161	между собой	2	2
162	в какой	4	2
163	событийности бытия	2	2
164	и все	4	2
165	одного из	3	2
166	к этому	2	2
167	имеем дело	3	2
168	не всегда	2	2
169	в литературе	2	2
170	об этом	4	2
171	к его	3	2
172	по выражению	2	2
173	как его	2	2
174	в соответствии	6	2
175	в пределах	2	2
176	есть в	2	2
177	более или	2	2
178	строго говоря	2	2
179	современная нарратология	4	2
180	и представляет	2	2
181	своей природе	2	2
182	в начале	3	2
183	действующее лицо	2	2
184	иначе говоря	6	2
185	в ряду	2	2
186	текста и	3	2
187	одним из	5	2
188	хотя и	7	2
189	частности в	2	2
190	будто бы	3	2
191	произведение в	2	2
192	например в	2	2
193	точка зрения	3	2
194	не могло	2	2
195	и тем	2	2
196	и судия	2	2
197	событийный статус	6	2
198	героя и	3	2
199	в е	2	2
200	в тексте	10	2
201	или менее	2	2
202	свидетель и	2	2
203	что же	3	2
204	данном случае	6	2
205	человеческого присутствия	3	2
206	приводит к	2	2
207	целый ряд	2	2
208	нарративная интрига	5	2
209	дело с	2	2
210	жизни в	4	2
211	первого и	2	2
212	сознания в	3	2
213	лицо события	2	2
214	как мы	3	2
215	котором он	2	2
216	том чтобы	2	2
217	свидетельствует о	4	2
218	исходя из	2	2
219	времени в	3	2
220	и по	3	2
221	текста в	3	2
222	и его	5	2
223	не следует	3	2
224	в рассказе	6	2
225	мы имеем	5	2
226	следует признать	4	2
227	подобно тому	2	2
228	что касается	5	2
229	соответствии с	6	2
230	к которому	2	2
231	могла бы	3	2
232	в речевой	2	2
233	автора в	5	2
234	и адресата	2	2
235	всей его	2	2
236	так сказать	2	2
237	едва ли	3	2
238	событие самого	2	2
239	о чем	2	2
