N	2gram	Losev_Vlad_1	Problemy
1	и в	31	46
2	то есть	3	40
3	и не	17	27
4	может быть	6	23
5	не может	6	19
6	в нем	4	17
7	в этом	14	16
8	не только	24	14
9	но и	19	12
10	как и	4	12
11	как мы	9	12
12	и на	3	11
13	точки зрения	2	11
14	не в	5	10
15	в том	11	9
16	в самом	2	9
17	и все	4	9
18	вовсе не	5	9
19	и к	6	9
20	в его	12	9
21	конечно не	2	8
22	и с	14	7
23	еще не	2	7
24	как раз	7	7
25	в себе	4	7
26	никогда не	9	6
27	ни в	2	6
28	но это	3	6
29	хотя и	4	6
30	к себе	2	6
31	о нем	7	6
32	но в	12	6
33	что он	12	6
34	что я	2	6
35	мы увидим	3	6
36	то же	6	6
37	все это	5	6
38	и он	3	6
39	и его	7	6
40	только в	9	6
41	же время	4	5
42	при этом	2	5
43	и сам	6	5
44	в котором	6	5
45	к нему	4	5
46	жизни и	5	5
47	в то	8	5
48	так как	8	5
49	в жизни	3	5
50	с его	11	5
51	у него	15	5
52	за пределы	3	5
53	о том	11	5
54	уже в	7	4
55	что в	14	4
56	можно сказать	6	4
57	да и	4	4
58	кроме того	7	4
59	таким образом	3	4
60	еще и	7	4
61	все эти	3	4
62	и других	2	4
63	потому что	11	4
64	он и	6	4
65	и здесь	3	4
66	во всем	4	4
67	как в	3	4
68	раз и	3	4
69	том что	14	4
70	но не	3	4
71	совершенно не	2	4
72	он не	10	4
73	все же	3	4
74	то что	18	4
75	так и	6	4
76	уже не	3	4
77	на себя	3	4
78	здесь не	3	4
79	в отношении	3	3
80	с другой	3	3
81	из этих	2	3
82	на то	5	3
83	к своему	3	3
84	мы и	4	3
85	в своем	4	3
86	более или	3	3
87	на этом	2	3
88	одним из	2	3
89	у меня	2	3
90	и для	2	3
91	отношение к	3	3
92	и до	2	3
93	другой стороны	3	3
94	жизнь в	2	3
95	и даже	15	3
96	также и	10	3
97	но он	5	3
98	но этот	3	3
99	в конце	9	3
100	как он	4	3
101	по существу	2	3
102	по своей	4	3
103	того же	6	3
104	и что	6	3
105	было бы	2	3
106	кажется что	2	3
107	мы уже	7	3
108	в своей	4	3
109	и о	2	3
110	никак не	4	3
111	что и	5	3
112	себя в	4	3
113	него в	2	3
114	на него	3	3
115	или менее	3	3
116	что же	5	3
117	только на	3	3
118	той же	2	3
119	жизнь и	3	3
120	значение для	2	3
121	тем что	2	3
122	в этой	4	3
123	и это	2	3
124	дело в	4	3
125	не менее	2	2
126	он сам	2	2
127	но на	3	2
128	время и	2	2
129	мысли и	4	2
130	на все	2	2
131	его к	2	2
132	к тому	3	2
133	для нас	4	2
134	мы будем	2	2
135	так что	10	2
136	и как	4	2
137	для него	7	2
138	в общем	3	2
139	но она	3	2
140	к жизни	2	2
141	то и	2	2
142	того и	2	2
143	не было	5	2
144	лишь в	2	2
145	свое время	6	2
146	и по	8	2
147	а в	9	2
148	в результате	2	2
149	сказать что	7	2
150	и так	3	2
151	о котором	2	2
152	что мы	2	2
153	он как	3	2
154	с ним	5	2
155	почти не	2	2
156	этом смысле	4	2
157	у нас	6	2
158	все что	2	2
159	указывает на	2	2
160	уже сказали	2	2
161	он уже	4	2
162	которую он	2	2
163	об этом	7	2
164	к ней	4	2
165	в свое	5	2
166	только к	3	2
167	нет и	2	2
168	когда он	5	2
169	вместе с	3	2
170	и через	3	2
171	что такое	2	2
172	на этот	6	2
173	хотя бы	2	2
174	ничего не	3	2
175	во всяком	2	2
