N	2gram	Bakhtin_Pr_2	Myshleni
1	в том	6	28
2	и в	43	28
3	то что	7	28
4	в этом	13	27
5	того что	2	24
6	не может	18	19
7	том что	2	19
8	таким образом	5	18
9	что он	13	18
10	только в	4	18
11	что в	4	17
12	не только	11	16
13	так же	2	15
14	может быть	23	13
15	сказать что	2	13
16	точки зрения	13	13
17	и не	29	11
18	как бы	22	11
19	в отношении	3	10
20	к тому	4	10
21	как мы	10	10
22	но и	14	10
23	по отношению	5	10
24	так как	4	10
25	но не	5	10
26	отношению к	5	10
27	с точки	8	10
28	между собой	2	9
29	было бы	5	9
30	в процессе	2	9
31	мы можем	2	9
32	никогда не	9	8
33	в самом	7	8
34	еще не	9	8
35	тем что	3	8
36	того же	3	7
37	если бы	3	7
38	в нем	12	7
39	в сущности	9	7
40	в своем	4	7
41	отношение к	2	7
42	он не	9	7
43	то же	8	7
44	между ними	4	7
45	можно было	3	7
46	там где	4	7
47	и к	3	6
48	так что	5	6
49	и как	2	6
50	и что	5	6
51	для него	8	6
52	в то	7	6
53	его в	3	6
54	как и	14	6
55	то время	2	6
56	так и	3	6
57	приводит к	6	6
58	как раз	4	6
59	связи между	3	6
60	мы не	4	6
61	не могут	4	5
62	это не	3	5
63	вопрос о	2	5
64	в пределах	16	5
65	друг с	4	5
66	время как	2	5
67	и на	10	5
68	и все	6	5
69	но в	10	5
70	речи и	4	5
71	эти отношения	2	5
72	том же	4	5
73	с другом	4	5
74	того как	2	5
75	могут быть	3	5
76	я не	4	4
77	на то	5	4
78	что на	2	4
79	не в	11	4
80	мы и	2	4
81	например в	2	4
82	на этот	4	4
83	целый ряд	2	4
84	с этим	2	4
85	в одной	3	4
86	и следовательно	3	4
87	в первом	2	4
88	к другому	5	4
89	к другу	2	4
90	что и	3	4
91	во всех	4	4
92	в той	5	4
93	той же	3	4
94	и то	2	4
95	в себе	5	4
96	в каждой	2	4
97	является как	2	3
98	из этих	2	3
99	в каждом	11	3
100	слов и	5	3
101	есть в	3	3
102	отличается от	2	3
103	до конца	4	3
104	при этом	6	3
105	хотя и	5	3
106	по мере	4	3
107	в целом	2	3
108	в их	3	3
109	и только	3	3
110	в своих	2	3
111	и здесь	3	3
112	бы в	5	3
113	с его	4	3
114	друг к	2	3
115	в них	4	3
116	лежит в	2	3
117	на фоне	5	3
118	по себе	11	3
119	отношение между	2	3
120	до сих	7	3
121	в его	10	3
122	его мысли	2	3
123	сих пор	7	3
124	как в	2	3
125	в себя	3	3
126	а не	7	3
127	что такое	2	3
128	и его	8	3
129	значение для	2	3
130	этот вопрос	4	3
131	ту же	2	3
132	не знает	3	3
133	отношении к	2	3
134	отношения к	2	3
135	не менее	3	2
136	он сам	3	2
137	но на	2	2
138	в этих	6	2
139	для этого	2	2
140	с другой	4	2
141	в конце	2	2
142	была бы	2	2
143	прежде всего	10	2
144	для нас	2	2
145	слово не	8	2
146	к определенному	2	2
147	но это	4	2
148	самом деле	5	2
149	к одному	6	2
150	и является	2	2
151	себе и	4	2
152	в котором	6	2
153	и др	2	2
154	себе что	2	2
155	могут оказаться	2	2
156	из них	2	2
157	если мы	2	2
158	все это	5	2
159	другой стороны	3	2
160	все эти	5	2
161	на том	2	2
162	и наконец	6	2
163	с ними	2	2
164	в которых	2	2
165	опирается на	2	2
166	но он	4	2
167	известно что	2	2
168	что у	2	2
169	с ним	3	2
170	у него	6	2
171	в такой	2	2
172	раз и	2	2
173	он с	3	2
174	в одном	12	2
175	этом смысле	2	2
176	у нас	2	2
177	по существу	3	2
178	более того	4	2
179	по своему	2	2
180	она не	3	2
181	мы уже	3	2
182	в своей	4	2
183	что если	3	2
184	этого слова	2	2
185	все же	3	2
186	когда он	3	2
187	ее в	2	2
188	мысли и	2	2
189	всем этим	2	2
190	только на	3	2
191	не на	4	2
192	нами в	2	2
193	а в	5	2
194	речи как	2	2
195	речь в	2	2
196	первостепенное значение	2	2
197	что я	6	2
198	в другом	7	2
