N	2gram	Vygotskiy__2	KulturaY
1	потому что	7	25
2	и в	15	23
3	не только	15	20
4	в том	33	19
5	в этом	19	18
6	и не	7	16
7	было бы	10	15
8	так как	4	15
9	может быть	9	15
10	точки зрения	26	14
11	если бы	8	12
12	в самом	11	12
13	все эти	3	12
14	том что	27	11
15	того чтобы	12	11
16	но в	6	11
17	что в	14	10
18	по себе	7	10
19	а не	3	10
20	вовсе не	6	9
21	вопрос о	5	9
22	в сущности	9	9
23	то что	20	9
24	самом деле	6	9
25	для того	10	9
26	хотя бы	4	9
27	можно было	5	9
28	не может	9	9
29	с другой	6	8
30	прежде всего	4	8
31	не в	8	8
32	иными словами	2	8
33	в качестве	4	8
34	и что	8	8
35	с точки	18	8
36	языка и	3	8
37	что это	6	7
38	в силу	2	7
39	все же	4	7
40	но и	10	7
41	с помощью	5	7
42	и с	4	7
43	это не	5	6
44	в этой	6	6
45	но не	3	6
46	речи в	6	6
47	то же	5	6
48	этот вопрос	5	6
49	ту же	2	6
50	что мы	9	6
51	не могут	2	5
52	что все	4	5
53	этом смысле	2	5
54	что он	12	5
55	об этом	3	5
56	по существу	5	5
57	тот же	7	5
58	несмотря на	4	5
59	в его	2	5
60	всяком случае	6	5
61	этого слова	3	5
62	должен быть	2	5
63	и тем	2	5
64	речь в	3	5
65	вместе с	6	5
66	что же	2	5
67	приводит к	5	5
68	все это	4	5
69	таким образом	14	5
70	там где	6	5
71	лишь в	3	5
72	целый ряд	2	5
73	как это	6	5
74	не следует	2	5
75	речи и	15	5
76	во всяком	7	5
77	само по	2	5
78	только в	4	5
79	зависимости от	6	5
80	также и	2	5
81	мы имеем	3	5
82	отнюдь не	2	4
83	в зависимости	6	4
84	в них	4	4
85	перед нами	2	4
86	к этому	4	4
87	бы и	3	4
88	на то	6	4
89	если мы	6	4
90	можно сказать	2	4
91	к тому	7	4
92	что на	2	4
93	мы знаем	7	4
94	для нас	4	4
95	ни в	2	4
96	но все	2	4
97	должно быть	2	4
98	или в	3	4
99	от того	2	4
100	как бы	7	4
101	на этой	2	4
102	со стороны	3	4
103	так же	4	4
104	в связи	6	4
105	не имеет	4	4
106	в данном	3	4
107	в результате	3	4
108	сказать что	6	4
109	могут быть	2	4
110	говорить о	2	4
111	ничего не	3	4
112	так и	8	4
113	чем в	2	3
114	уже в	5	3
115	нисколько не	2	3
116	не надо	3	3
117	казалось бы	8	3
118	у него	2	3
119	для этого	3	3
120	речи не	2	3
121	что оно	4	3
122	а также	2	3
123	о которых	3	3
124	того же	3	3
125	в первый	2	3
126	связи с	9	3
127	но для	2	3
128	он не	7	3
129	что и	2	3
130	в процессе	11	3
131	что она	3	3
132	как в	4	3
133	как раз	4	3
134	с этим	3	3
135	этом отношении	3	3
136	именно в	2	3
137	те же	3	3
138	как мы	6	3
139	того что	17	3
140	из которых	3	3
141	и по	3	3
142	вот почему	3	3
143	следует что	2	3
144	а в	4	3
145	и его	4	3
146	к вопросу	2	3
147	тем что	2	3
148	что можно	3	3
149	последнее время	5	3
150	от речи	4	3
151	указание на	4	3
152	и это	3	3
153	к этой	3	3
154	в виду	6	3
155	за собой	2	2
156	в отношении	6	2
157	только для	3	2
158	мы будем	3	2
159	и более	2	2
160	же как	2	2
161	речи но	3	2
162	и есть	2	2
163	в частности	6	2
164	никогда не	8	2
165	смысле этого	3	2
166	состоит в	3	2
167	что между	2	2
168	мысль и	2	2
169	что у	3	2
170	так называемых	2	2
171	с этой	2	2
172	и все	3	2
173	и до	3	2
174	и речь	2	2
175	на все	2	2
176	речи мы	4	2
177	его к	2	2
178	что они	3	2
179	мы могли	4	2
180	конечном счете	4	2
181	в самой	3	2
182	в другом	2	2
183	с одной	7	2
184	мне кажется	2	2
185	что если	2	2
186	очевидно что	3	2
187	смысле слова	5	2
188	но что	2	2
189	когда в	2	2
190	при этом	3	2
191	по поводу	4	2
192	таким же	3	2
193	указывает что	2	2
194	в конечном	4	2
195	и даже	5	2
196	речь идет	2	2
197	мы видели	6	2
198	по сравнению	5	2
199	в своей	4	2
200	на том	2	2
201	данном случае	3	2
202	для данного	2	2
203	в их	2	2
204	для обозначения	2	2
205	в своем	9	2
206	в отличие	3	2
207	того как	4	2
208	и для	2	2
209	все равно	2	2
210	на самом	3	2
211	как и	6	2
212	тем самым	3	2
213	под этим	2	2
214	на этот	6	2
215	той же	2	2
216	что для	3	2
217	в которых	3	2
218	от этого	2	2
219	однако и	2	2
220	и вообще	2	2
221	как у	2	2
222	мы должны	6	2
223	речи с	5	2
224	могли бы	4	2
225	заключается в	8	2
226	что эта	6	2
227	отличие от	3	2
228	не то	2	2
229	для данной	2	2
