N	2gram	Bakhtin_Fr_5	Myshleni
1	в том	10	33
2	том что	7	27
3	точки зрения	4	26
4	то что	2	20
5	в этом	14	19
6	с точки	2	18
7	того что	3	17
8	и в	45	15
9	не только	14	15
10	что в	12	14
11	таким образом	8	14
12	что он	6	12
13	того чтобы	6	12
14	и т.д	2	12
15	в самом	4	11
16	в целом	2	10
17	но и	10	10
18	было бы	2	10
19	для того	6	10
20	мы не	4	10
21	мы можем	2	10
22	в своем	11	9
23	может быть	2	9
24	не может	5	9
25	о том	4	9
26	в сущности	4	9
27	связи с	6	9
28	так и	6	8
29	не в	7	8
30	и что	2	8
31	к тому	2	7
32	и не	15	7
33	потому что	7	7
34	как бы	12	7
35	он не	6	7
36	и т.п	16	7
37	что это	2	6
38	в отношении	2	6
39	точку зрения	2	6
40	как мы	8	6
41	в этой	6	6
42	мы уже	4	6
43	мы видели	7	6
44	в связи	5	6
45	мы находим	4	6
46	сказать что	4	6
47	в истории	2	6
48	как он	3	6
49	как это	4	6
50	но в	14	6
51	вовсе не	8	6
52	и к	5	6
53	как и	10	6
54	вместе с	3	6
55	если мы	2	6
56	самом деле	5	6
57	на этот	3	6
58	что эта	2	6
59	там где	3	6
60	это не	3	5
61	и др	8	5
62	и их	5	5
63	с помощью	3	5
64	и даже	4	5
65	по существу	3	5
66	то же	11	5
67	можно было	4	5
68	независимо от	2	4
69	прежде всего	10	4
70	из этих	3	4
71	что все	2	4
72	по поводу	4	4
73	несмотря на	2	4
74	от его	3	4
75	все это	7	4
76	в них	6	4
77	не имеет	3	4
78	так же	8	4
79	а в	4	4
80	и с	10	4
81	в начале	2	4
82	так как	6	4
83	с его	7	4
84	для всех	3	4
85	к этому	2	4
86	все же	2	4
87	мы видим	5	4
88	в качестве	2	4
89	в своей	3	4
90	даже в	2	4
91	как в	3	4
92	как раз	5	4
93	хотя бы	2	4
94	и его	13	4
95	только в	4	4
96	в эту	2	4
97	том числе	4	3
98	только для	2	3
99	но на	3	3
100	во время	12	3
101	числе и	2	3
102	об этом	4	3
103	для него	3	3
104	при этом	2	3
105	в общем	4	3
106	но мы	2	3
107	и до	2	3
108	данном случае	2	3
109	и только	2	3
110	этом отношении	5	3
111	все эти	5	3
112	но эта	2	3
113	в самой	8	3
114	лишь в	2	3
115	в которых	3	3
116	в основе	4	3
117	с ним	5	3
118	и все	7	3
119	здесь и	5	3
120	с этим	4	3
121	уже говорили	2	3
122	но не	4	3
123	того же	3	3
124	одной из	5	3
125	в заключение	3	3
126	когда он	2	3
127	что она	3	3
128	на самом	5	3
129	а не	4	3
130	в данном	2	3
131	он в	2	3
132	в отличие	2	3
133	и это	4	3
134	отличие от	2	3
135	ничего не	4	3
136	не могут	2	2
137	же как	4	2
138	и есть	2	2
139	в ущерб	2	2
140	перед нами	4	2
141	на все	2	2
142	отрыве от	2	2
143	можно сказать	2	2
144	что на	3	2
145	ни в	3	2
146	и как	5	2
147	своей жизни	2	2
148	когда в	2	2
149	друг с	2	2
150	с ее	5	2
151	в первой	4	2
152	на том	2	2
153	от того	3	2
154	в их	4	2
155	мысль и	2	2
156	с это	2	2
157	говорить о	2	2
158	во все	2	2
159	же самое	2	2
160	также и	7	2
161	еще один	2	2
162	мира и	8	2
163	а также	4	2
164	больше чем	2	2
165	в одном	3	2
166	от этого	2	2
167	с которой	2	2
168	нисколько не	3	2
169	уже и	2	2
170	у него	4	2
171	он должен	2	2
172	не могло	3	2
173	связь с	3	2
174	именно в	3	2
175	гете в	5	2
176	том же	2	2
177	к ней	2	2
178	в его	13	2
179	нет и	2	2
180	должен быть	2	2
181	что и	7	2
182	раз в	2	2
183	во всех	13	2
184	и для	3	2
185	в течение	3	2
186	в себя	5	2
187	жизни он	3	2
188	той же	4	2
189	другом месте	2	2
190	нас в	2	2
191	в другом	3	2
192	и вообще	2	2
193	ту же	2	2
194	с другом	2	2
195	на эту	2	2
196	самого автора	2	2
197	заметить что	2	2
