N	2gram	Voloshinov_1	Myslijsy
1	потому что	4	52
2	и в	15	39
3	может быть	13	27
4	в том	4	26
5	только в	6	25
6	что в	6	22
7	не может	13	22
8	а не	2	21
9	так как	9	21
10	не только	5	21
11	в нем	4	20
12	но и	4	20
13	и не	16	18
14	том что	5	16
15	не в	4	15
16	в этом	13	15
17	если бы	3	14
18	отношению к	9	13
19	так и	10	13
20	по отношению	11	13
21	в себе	4	13
22	таким образом	21	13
23	было бы	6	12
24	в душе	13	11
25	в человеке	5	10
26	мы не	4	10
27	по себе	2	10
28	а потому	2	10
29	то что	10	10
30	как в	3	10
31	и что	3	10
32	могут быть	6	9
33	как и	6	9
34	мысли и	4	9
35	душевной жизни	6	9
36	но в	9	9
37	в одном	3	8
38	но не	5	8
39	вместе с	4	8
40	со стороны	2	8
41	того что	2	8
42	точки зрения	13	8
43	должно быть	2	7
44	на язык	2	7
45	в ней	5	7
46	в истории	3	7
47	в нас	2	7
48	с этим	6	7
49	должны быть	3	7
50	это не	2	7
51	в этих	2	7
52	же с	2	7
53	не менее	3	6
54	тем не	2	6
55	еще не	7	6
56	как бы	11	6
57	что и	2	6
58	все же	5	6
59	то же	7	6
60	при этом	7	6
61	и по	5	6
62	в каком	3	6
63	для всех	2	5
64	вовсе не	2	5
65	но это	2	5
66	и потому	8	5
67	что при	2	5
68	которые мы	2	5
69	в его	9	5
70	в первом	2	5
71	во всех	8	5
72	а в	6	5
73	и для	2	5
74	во втором	3	5
75	и его	15	5
76	в таком	3	5
77	не следует	2	5
78	между тем	2	5
79	возможно только	2	5
80	не могут	3	4
81	никогда не	7	4
82	прежде всего	11	4
83	в свою	2	4
84	мы видели	5	4
85	самого себя	2	4
86	же время	5	4
87	для него	5	4
88	к тому	4	4
89	от того	3	4
90	увидим что	4	4
91	в своих	4	4
92	не было	4	4
93	и даже	2	4
94	в более	3	4
95	из этих	4	4
96	в то	6	4
97	что мы	2	4
98	слова и	2	4
99	бы в	2	4
100	что это	3	3
101	тому что	3	3
102	оно не	2	3
103	в жизни	5	3
104	что все	5	3
105	думать что	2	3
106	самого начала	5	3
107	с самого	7	3
108	в этой	5	3
109	оно и	6	3
110	в своем	2	3
111	если мы	5	3
112	мы увидим	4	3
113	она не	2	3
114	по поводу	2	3
115	только на	2	3
116	в своей	9	3
117	явлений и	2	3
118	в состоянии	2	3
119	в самом	6	3
120	на него	4	3
121	по мнению	6	3
122	как на	3	3
123	той же	2	3
124	с ним	12	3
125	и то	2	3
126	сказать что	6	3
127	во всяком	4	3
128	одно из	3	3
129	он не	4	3
130	и при	3	3
131	в сознании	3	3
132	с точки	10	3
133	мы должны	7	3
134	и все	4	3
135	до сознания	4	3
136	и с	7	3
137	не существует	3	2
138	и есть	2	2
139	все они	2	2
140	вывести из	2	2
141	нуждается в	2	2
142	он должен	2	2
143	стремление к	2	2
144	на все	2	2
145	связь с	4	2
146	в собственном	2	2
147	не можем	3	2
148	но если	2	2
149	как мы	10	2
150	в г	3	2
151	жизни и	5	2
152	к сознанию	2	2
153	уже не	5	2
154	следовательно и	2	2
155	у нас	3	2
156	но все	2	2
157	все что	9	2
158	только то	3	2
159	для них	3	2
160	и может	4	2
161	того чтобы	2	2
162	них не	2	2
163	за пределы	2	2
164	и о	3	2
165	одним из	3	2
166	к другим	2	2
167	к ней	2	2
168	чтобы не	2	2
169	не нуждается	2	2
170	с ее	3	2
171	в целом	2	2
172	но эти	2	2
173	из этого	2	2
174	что же	4	2
175	на основании	2	2
176	для этого	4	2
177	ничего общего	2	2
178	и только	4	2
179	из основных	2	2
180	что оно	2	2
181	еще более	2	2
182	из того	2	2
183	в течение	2	2
184	хотя бы	7	2
185	в таких	3	2
186	все то	2	2
187	дело в	2	2
188	таком случае	2	2
189	связанное с	2	2
190	так сказать	3	2
191	но вместе	2	2
192	жизни человека	12	2
193	из него	2	2
194	мы можем	12	2
