N	2gram	Losev_Prob_2	VLabPisa
1	таким образом	4	27
2	в этом	17	26
3	и в	35	25
4	и т	6	24
5	не только	24	22
6	может быть	18	21
7	хотя бы	12	20
8	и не	37	19
9	не может	13	17
10	в его	7	15
11	т д	6	15
12	прежде всего	11	13
13	в том	12	13
14	в частности	5	12
15	все это	4	12
16	с другой	6	11
17	не могут	4	10
18	в качестве	2	10
19	о том	18	10
20	по этому	3	9
21	об этом	2	9
22	что в	11	9
23	и др	2	9
24	но и	16	9
25	то же	5	9
26	все эти	7	8
27	в своем	4	8
28	другой стороны	5	8
29	из этих	3	7
30	как и	5	7
31	том что	19	7
32	было бы	8	7
33	во всех	2	7
34	вместе с	2	7
35	этому поводу	2	7
36	не было	3	7
37	а не	10	7
38	в себе	5	6
39	это и	3	6
40	то что	38	6
41	более или	4	6
42	в зависимости	2	6
43	так и	7	6
44	или менее	4	6
45	бы и	7	6
46	их в	4	6
47	в то	6	6
48	в результате	4	5
49	думается что	2	5
50	тому что	3	5
51	все же	8	5
52	и при	2	5
53	зависимости от	2	5
54	связи с	5	5
55	и есть	4	5
56	как бы	4	5
57	один из	3	5
58	в их	3	5
59	сказать что	24	5
60	только в	14	5
61	не в	2	5
62	не является	7	5
63	в плане	2	5
64	к тому	3	4
65	перед нами	2	4
66	в целом	3	4
67	что все	6	4
68	что он	4	4
69	можно сказать	6	4
70	одна из	3	4
71	в нашей	3	4
72	в самом	5	4
73	даже в	2	4
74	как раз	8	4
75	в них	2	4
76	в связи	5	4
77	в этой	9	4
78	это только	3	4
79	утверждать что	2	4
80	и к	3	3
81	всех этих	4	3
82	и ее	2	3
83	с тем	3	3
84	и как	4	3
85	даже и	18	3
86	и от	3	3
87	в конце	7	3
88	у нас	18	3
89	не столь	2	3
90	что они	3	3
91	но как	6	3
92	как о	3	3
93	или в	2	3
94	по поводу	2	3
95	с этим	5	3
96	что не	5	3
97	значительной мере	3	3
98	далеко не	4	3
99	в виду	8	3
100	нет и	3	3
101	его в	3	3
102	что и	2	3
103	и их	3	3
104	этой области	3	3
105	сводится к	2	3
106	что без	2	3
107	в значительной	3	3
108	того что	12	3
109	и по	3	3
110	так же	5	3
111	в слове	3	3
112	никак не	11	3
113	как на	2	3
114	точки зрения	2	3
115	она не	3	3
116	является не	2	3
117	бы в	3	3
118	не менее	13	2
119	том числе	2	2
120	он сам	3	2
121	только не	3	2
122	можно ли	6	2
123	но даже	3	2
124	отличается от	2	2
125	эта теория	4	2
126	по крайней	6	2
127	к сожалению	6	2
128	что многие	2	2
129	с нею	2	2
130	вовсе не	37	2
131	роль в	2	2
132	по себе	8	2
133	стороны и	4	2
134	только о	8	2
135	или иной	5	2
136	что при	4	2
137	крайней мере	6	2
138	частности в	2	2
139	ли это	2	2
140	до сих	4	2
141	но не	4	2
142	числе и	2	2
143	смысле слова	7	2
144	в системе	2	2
145	еще не	10	2
146	одной стороны	5	2
147	мысль о	2	2
148	же самое	6	2
149	для того	3	2
150	о своем	2	2
151	в общем	4	2
152	то это	3	2
153	если бы	4	2
154	ни с	2	2
155	в науке	3	2
156	точном смысле	2	2
157	в ней	2	2
158	что она	4	2
159	оно является	2	2
160	конце концов	7	2
161	относится к	6	2
162	и даже	11	2
163	не вполне	4	2
164	всяком случае	10	2
165	и этот	3	2
166	отнюдь не	5	2
167	что для	3	2
168	при помощи	8	2
169	только то	3	2
170	сих пор	4	2
171	даже не	3	2
172	вообще и	2	2
173	бы не	3	2
174	а в	4	2
175	еще и	5	2
176	с одной	5	2
177	что оно	2	2
178	чтобы не	2	2
179	заключается в	4	2
180	того чтобы	2	2
181	из которых	2	2
182	что такое	18	2
183	и для	6	2
184	можно было	5	2
185	с другими	5	2
186	между собою	4	2
187	тому как	3	2
188	в своих	3	2
189	также и	12	2
190	пока еще	9	2
191	во всяком	13	2
192	хотя и	3	2
193	лишь в	3	2
194	не о	6	2
195	он не	2	2
196	подобно тому	2	2
197	говорить о	10	2
198	самого себя	2	2
199	что мы	14	2
200	того или	7	2
201	от его	2	2
202	на это	2	2
203	будто бы	5	2
204	которые в	2	2
205	в области	6	2
206	тогда когда	3	2
207	о чем	6	2
208	но в	6	2
209	значит что	4	2
