N	2gram	Propp_Morf_1	Myshleni
1	в том	6	28
2	и в	13	28
3	то что	8	28
4	в этом	14	27
5	того что	3	24
6	потому что	3	22
7	не может	14	19
8	том что	4	19
9	таким образом	21	18
10	что он	4	18
11	только в	2	18
12	что в	8	17
13	не только	4	16
14	так же	3	15
15	может быть	52	13
16	сказать что	2	13
17	точки зрения	2	13
18	тому что	4	11
19	и не	12	11
20	как бы	3	11
21	что мы	2	11
22	к тому	4	10
23	как мы	6	10
24	но и	4	10
25	от того	3	10
26	по отношению	4	10
27	так как	16	10
28	но не	4	10
29	отношению к	4	10
30	того чтобы	3	10
31	с точки	2	10
32	между собой	4	9
33	было бы	3	9
34	мы можем	2	9
35	еще не	3	8
36	для того	2	8
37	тем что	4	8
38	если бы	2	7
39	в сущности	3	7
40	мы видим	13	7
41	он не	3	7
42	то же	7	7
43	можно было	2	7
44	там где	5	7
45	в которой	3	7
46	и к	4	6
47	и как	5	6
48	и что	2	6
49	не имеет	2	6
50	в то	3	6
51	его в	2	6
52	как и	3	6
53	то время	3	6
54	можно сказать	2	6
55	так и	6	6
56	приводит к	2	6
57	мы не	8	6
58	не могут	4	5
59	это не	6	5
60	вопрос о	7	5
61	в пределах	3	5
62	и тем	2	5
63	время как	3	5
64	но в	2	5
65	с тем	2	5
66	то в	3	5
67	показать что	4	5
68	того как	2	5
69	могут быть	16	5
70	в этой	2	5
71	в частности	2	4
72	в нашем	3	4
73	на то	2	4
74	не в	3	4
75	на этом	3	4
76	например в	2	4
77	но если	7	4
78	целый ряд	3	4
79	с этим	11	4
80	друг друга	3	4
81	в первом	3	4
82	мы имеем	9	4
83	он должен	2	4
84	ясно что	5	4
85	в качестве	5	4
86	что при	2	4
87	к другу	2	4
88	оно не	2	4
89	что и	7	4
90	во всех	4	4
91	независимо от	3	3
92	а по	3	3
93	в ходе	4	3
94	как это	3	3
95	совершается в	2	3
96	на его	4	3
97	хотя и	3	3
98	в ином	2	3
99	но мы	3	3
100	в целом	3	3
101	во втором	3	3
102	и по	2	3
103	и здесь	5	3
104	но как	2	3
105	начинается с	3	3
106	с его	2	3
107	друг к	2	3
108	первом случае	3	3
109	тем и	2	3
110	это и	2	3
111	связи с	10	3
112	мы должны	3	3
113	не по	2	3
114	один из	5	3
115	как в	3	3
116	а не	11	3
117	что такое	3	3
118	этот вопрос	2	3
119	представляет собой	17	3
120	ту же	2	3
121	с того	3	3
122	представляют собой	11	3
123	не менее	5	2
124	на вопрос	2	2
125	и другие	6	2
126	возникает вопрос	2	2
127	в этих	13	2
128	с другой	8	2
129	раньше чем	3	2
130	прежде всего	9	2
131	для нас	2	2
132	но это	6	2
133	самом деле	4	2
134	несмотря на	4	2
135	так если	2	2
136	и др	10	2
137	из них	3	2
138	если мы	5	2
139	другой стороны	4	2
140	в связи	9	2
141	образом мы	5	2
142	все эти	2	2
143	в других	3	2
144	может существовать	3	2
145	в которых	2	2
146	для каждой	2	2
147	состоит в	2	2
148	он может	2	2
149	на котором	3	2
150	и вызывает	3	2
151	не с	2	2
152	увидим ниже	5	2
153	этом случае	8	2
154	у нас	2	2
155	по существу	12	2
156	по своему	2	2
157	идет по	2	2
158	животных и	3	2
159	она не	2	2
160	означает что	2	2
161	как таковое	2	2
162	все же	7	2
163	не на	2	2
164	а и	3	2
165	нами в	2	2
166	а в	7	2
167	перейти к	2	2
168	только что	2	2
169	что функции	3	2
170	эти функции	2	2
171	не хватает	3	2
172	в другом	2	2
173	что они	2	2
174	что эта	2	2
