N	2gram	Tiupa_Hudo_2	DiskursI
1	в качестве	4	34
2	не только	11	28
3	в том	15	23
4	а не	14	22
5	том что	19	19
6	тогда как	7	19
7	может быть	8	17
8	и в	28	16
9	как и	11	16
10	в этом	13	15
11	еще не	3	14
12	но и	9	14
13	при этом	11	13
14	прежде всего	3	11
15	но не	4	11
16	и не	18	11
17	с другой	3	10
18	как в	5	10
19	в частности	7	9
20	состоит в	7	9
21	в нем	3	9
22	отношению к	7	9
23	одной стороны	3	9
24	по отношению	7	9
25	не может	4	9
26	с одной	3	9
27	а также	2	8
28	отнюдь не	2	8
29	своего рода	16	8
30	так и	8	8
31	о том	12	8
32	но в	2	8
33	в основе	2	7
34	в его	11	7
35	со стороны	3	7
36	то же	6	7
37	не было	6	7
38	роль в	2	7
39	в себе	9	7
40	только в	4	7
41	не в	13	7
42	в своем	5	6
43	пока еще	3	6
44	к тому	7	5
45	или иной	2	5
46	можно сказать	6	5
47	тому же	2	5
48	как бы	5	5
49	в котором	6	5
50	в своей	6	5
51	то что	6	5
52	а с	3	5
53	а в	6	5
54	сводится к	6	5
55	и на	3	5
56	в данном	2	5
57	[...] в	2	5
58	с его	5	4
59	что в	5	4
60	не является	2	4
61	в них	3	4
62	для себя	6	4
63	во втором	2	4
64	не как	2	4
65	и к	2	4
66	что он	8	4
67	уже не	10	4
68	для него	5	4
69	же время	4	4
70	одной из	3	4
71	и о	4	4
72	отношение к	2	4
73	внимание на	3	4
74	лишь в	2	4
75	что не	2	4
76	потому что	2	4
77	между тем	8	4
78	и т.д	2	4
79	перед нами	11	3
80	однако в	2	3
81	столь же	3	3
82	это не	6	3
83	но при	3	3
84	как уже	2	3
85	что и	4	3
86	в ее	18	3
87	они и	2	3
88	различия между	2	3
89	в самом	5	3
90	один из	2	3
91	не с	2	3
92	хотя бы	2	3
93	все же	2	3
94	из них	2	3
95	в строгом	2	3
96	именно в	2	3
97	являет собой	2	3
98	сказать что	2	3
99	тем что	6	3
100	точки зрения	2	3
101	к той	2	3
102	в то	6	3
103	тому как	4	3
104	и составляет	2	3
105	в первом	2	3
106	зрения на	2	3
107	однако и	2	2
108	не менее	5	2
109	а о	2	2
110	никогда не	5	2
111	мысли о	2	2
112	к себе	3	2
113	и все	7	2
114	в одном	3	2
115	на ее	3	2
116	не более	2	2
117	ему в	2	2
118	об этом	7	2
119	в г	2	2
120	в соответствии	3	2
121	точкой зрения	2	2
122	воспринимающего сознания	2	2
123	на этом	2	2
124	в принципе	2	2
125	в ряду	2	2
126	никого не	2	2
127	о нем	2	2
128	говорили о	2	2
129	будто бы	3	2
130	оно не	2	2
131	с ее	5	2
132	а по	2	2
133	того или	2	2
134	себя в	8	2
135	героя и	3	2
136	дело не	2	2
137	в тексте	5	2
138	что же	2	2
139	данном случае	2	2
140	мысли и	2	2
141	приводит к	2	2
142	дело с	2	2
143	жизни в	7	2
144	и было	2	2
145	человека в	4	2
146	как мы	2	2
147	более чем	2	2
148	и он	3	2
149	и его	5	2
150	или в	3	2
151	в рассказе	21	2
152	писателя в	2	2
153	подобно тому	4	2
154	на себя	3	2
155	характер и	2	2
156	и ее	3	2
157	соответствии с	3	2
158	в другом	2	2
159	что даже	2	2
160	могла бы	2	2
161	же самое	3	2
162	в этой	5	2
163	ей в	2	2
164	едва ли	3	2
165	о чем	8	2
166	это было	2	2
