N	2gram	Berdyaev_M_1	Problemy
1	и в	28	35
2	из подполья	10	35
3	как бы	2	31
4	и не	11	27
5	что он	10	24
6	в его	9	21
7	но в	7	19
8	не может	28	18
9	как и	5	18
10	о себе	3	17
11	в нем	13	16
12	то есть	3	16
13	с самим	2	15
14	и все	10	15
15	но и	25	14
16	для него	11	14
17	может быть	30	14
18	все это	6	14
19	и его	9	14
20	в этом	20	14
21	человека из	2	13
22	к нему	7	13
23	он не	24	13
24	у достоевского	42	12
25	прежде всего	10	12
26	и с	3	12
27	и к	2	12
28	в то	2	11
29	не в	16	10
30	не только	29	10
31	то что	5	10
32	себя и	3	8
33	о мире	2	8
34	потому что	16	8
35	все же	2	8
36	и для	2	8
37	лишь в	6	7
38	а в	4	7
39	точки зрения	4	7
40	творчестве достоевского	4	7
41	с ним	2	7
42	с его	3	7
43	себе и	2	7
44	отношению к	2	7
45	отношении к	2	7
46	он сам	6	6
47	что в	10	6
48	к тому	3	6
49	и что	2	6
50	отношение к	4	6
51	в самом	11	6
52	и на	6	6
53	не знает	4	6
54	от него	4	6
55	но не	8	6
56	по отношению	2	6
57	только в	6	6
58	в конце	7	5
59	в том	6	5
60	его с	2	5
61	он и	2	5
62	как в	2	5
63	в себе	7	5
64	на протяжении	2	5
65	и это	12	5
66	никогда не	14	4
67	в мире	10	4
68	его мысль	2	4
69	до конца	14	4
70	и вот	3	4
71	но он	9	4
72	обращен к	4	4
73	его в	3	4
74	так как	3	4
75	бы в	2	4
76	человек и	6	4
77	я бы	2	4
78	у него	17	4
79	в них	4	4
80	по своему	2	4
81	ивана карамазова	7	4
82	еще в	2	4
83	нет и	5	4
84	в своей	15	4
85	в той	2	4
86	а не	25	4
87	и у	2	4
88	тем что	4	4
89	он в	2	4
90	как будто	2	4
91	в творчестве	10	4
92	все его	3	4
93	он знает	2	3
94	за собой	2	3
95	уже в	4	3
96	и от	2	3
97	в братьях	3	3
98	высшей степени	2	3
99	о своей	2	3
100	нет в	4	3
101	в него	3	3
102	в виду	2	3
103	все эти	2	3
104	записок из	5	3
105	не мог	3	3
106	братьях карамазовых	3	3
107	того что	7	3
108	должно быть	3	3
109	это не	5	3
110	сказать что	2	3
111	и во	2	3
112	даже и	2	3
113	в начале	2	3
114	в высшей	2	3
115	человека с	2	3
116	в котором	8	3
117	с тем	9	3
118	него и	2	3
119	эти слова	2	3
120	не как	4	3
121	с этим	3	3
122	в ее	3	3
123	это и	4	3
124	том что	3	3
125	к концу	4	3
126	достоевского нет	5	3
127	достоевского это	2	3
128	было бы	10	3
129	достоевского очень	2	3
130	за пределы	4	3
131	он уже	6	3
132	конце концов	2	3
133	сам не	2	3
134	достоевского в	9	3
135	что и	4	3
136	героев достоевского	2	3
137	когда он	3	3
138	уже не	4	3
139	ничего не	3	3
140	в этих	4	2
141	вообще не	2	2
142	с этой	4	2
143	и мир	2	2
144	не знал	4	2
145	переходит в	15	2
146	вопрос о	2	2
147	на этом	3	2
148	всю жизнь	4	2
149	мог бы	4	2
150	время как	2	2
151	тому чтобы	2	2
152	я хотел	2	2
153	в своем	10	2
154	человека как	2	2
155	достоевского и	10	2
156	я хочу	3	2
157	и по	4	2
158	есть только	2	2
159	особенно в	3	2
160	увидим что	4	2
161	в которых	4	2
162	в ней	15	2
163	к ней	4	2
164	для достоевского	5	2
165	по своей	2	2
166	проникает в	2	2
167	о том	2	2
168	как он	2	2
169	а как	2	2
170	в этот	2	2
171	будто бы	3	2
172	в жизни	3	2
173	с собой	3	2
174	не хочет	2	2
175	достоевского как	2	2
176	мы увидим	3	2
177	конечно не	3	2
178	о нем	2	2
179	и этот	4	2
180	себя в	3	2
181	вместе с	6	2
182	этот процесс	3	2
183	бы и	3	2
184	тему о	4	2
185	приводит к	2	2
186	бы не	2	2
187	чтобы не	2	2
188	на этот	2	2
189	и он	12	2
190	и как	2	2
191	хотя бы	3	2
192	иван карамазов	8	2
193	в которой	6	2
194	у человека	5	2
