N	2gram	Bakhtin_Fr_3	Problema
1	и не	13	28
2	то есть	18	27
3	не только	13	24
4	только в	3	23
5	вовсе не	12	21
6	в том	8	20
7	и в	40	20
8	ни в	4	17
9	все эти	8	16
10	смысле слова	4	15
11	то что	5	15
12	потому что	2	15
13	у нас	4	14
14	было бы	4	14
15	той или	2	14
16	но и	11	14
17	точки зрения	2	14
18	или иной	2	13
19	также и	4	13
20	даже и	2	13
21	в нашем	4	12
22	в себе	3	12
23	том что	4	12
24	прежде всего	16	11
25	не менее	2	10
26	так и	3	10
27	и его	17	10
28	может быть	9	9
29	все это	4	9
30	и даже	4	9
31	в этом	15	9
32	если бы	3	8
33	что он	2	8
34	таким образом	10	8
35	в той	6	8
36	и все	9	8
37	но в	8	8
38	с другой	2	7
39	это не	2	7
40	еще не	3	7
41	такого рода	3	7
42	мы не	2	7
43	и потому	4	7
44	то же	7	7
45	именно в	2	7
46	а не	5	7
47	сказать что	3	7
48	и с	8	7
49	в ней	4	7
50	здесь не	3	7
51	хотя бы	2	7
52	об этом	3	6
53	всех этих	3	6
54	и от	3	6
55	а также	4	6
56	как и	11	6
57	но это	3	6
58	при этом	3	6
59	в виду	7	6
60	в данном	4	6
61	но не	2	5
62	на самом	3	5
63	в нем	5	5
64	здесь в	4	5
65	можно сказать	2	5
66	в ее	3	5
67	и если	2	5
68	и о	4	5
69	жизни и	4	5
70	вместе с	3	5
71	данном случае	2	5
72	как в	3	5
73	не может	3	5
74	в них	9	5
75	так как	4	5
76	и очень	2	5
77	в этих	6	5
78	о том	4	5
79	уже в	2	4
80	времени и	2	4
81	и есть	3	4
82	и для	5	4
83	и во	4	4
84	в одном	7	4
85	и ее	2	4
86	это и	2	4
87	в этой	3	4
88	кроме того	3	4
89	одной из	2	4
90	в своей	6	4
91	никак не	3	4
92	как бы	3	4
93	во всех	6	4
94	с этим	2	4
95	в разных	2	4
96	а в	3	4
97	и наконец	3	4
98	можно было	3	4
99	как раз	5	4
100	в то	6	4
101	в связи	5	3
102	в условиях	2	3
103	и к	3	3
104	как мы	10	3
105	он был	3	3
106	для него	5	3
107	здесь мы	2	3
108	и как	3	3
109	но все	3	3
110	это есть	2	3
111	в начале	3	3
112	связи с	6	3
113	в истории	4	3
114	конечно не	2	3
115	вплоть до	3	3
116	же и	3	3
117	в его	13	3
118	и этот	2	3
119	не так	3	3
120	здесь нет	2	3
121	только для	3	3
122	что и	3	3
123	что в	12	3
124	другими словами	3	3
125	дело не	3	3
126	в своем	7	3
127	не было	5	3
128	еще и	2	3
129	и сама	2	3
130	самом деле	3	3
131	для того	3	3
132	к нему	2	3
133	тут же	2	3
134	и на	8	3
135	тем что	3	3
136	из них	4	3
137	но как	2	3
138	в другом	3	3
139	из этого	2	3
140	в области	4	3
141	как о	2	3
142	до того	2	2
143	в частности	3	2
144	для этого	3	2
145	в корне	2	2
146	в конце	3	2
147	он с	2	2
148	не раз	2	2
149	в литературе	5	2
150	с его	3	2
151	они и	2	2
152	но именно	3	2
153	со всеми	5	2
154	весь этот	3	2
155	на его	2	2
156	в самом	6	2
157	по преимуществу	2	2
158	свидетельствует о	2	2
159	он не	9	2
160	в котором	2	2
161	все же	2	2
162	не к	2	2
163	только на	4	2
164	и прежде	3	2
165	мы находим	3	2
166	того чтобы	4	2
167	в других	3	2
168	образ и	2	2
169	в значительной	3	2
170	xix века	4	2
171	во всем	3	2
172	во все	3	2
173	далеко не	2	2
174	не понимает	3	2
175	и это	2	2
176	дело в	2	2
177	в которой	2	2
178	того же	2	2
179	под руководством	2	2
180	еще более	4	2
