N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	29
2	то есть	5	21
3	таким образом	10	20
4	и не	9	16
5	в этой	5	13
6	как и	6	12
7	но в	4	12
8	так и	6	11
9	и на	5	11
10	в этом	8	11
11	то же	7	10
12	в романе	15	10
13	в то	10	10
14	не только	13	10
15	вовсе не	2	9
16	в конце	6	9
17	но и	8	9
18	все эти	4	9
19	и с	8	9
20	его в	3	9
21	же время	7	8
22	прежде всего	8	8
23	в его	10	8
24	и его	9	8
25	как бы	11	8
26	так же	5	7
27	в том	8	7
28	так как	3	7
29	из них	2	6
30	своего рода	3	6
31	у него	6	5
32	это не	7	5
33	в кн	3	5
34	в нем	3	5
35	в своей	6	5
36	и по	2	5
37	рядом с	2	5
38	только для	2	4
39	в образе	3	4
40	в литературе	2	4
41	что он	6	4
42	но это	5	4
43	еще не	5	4
44	и есть	2	4
45	и др	3	4
46	один из	3	4
47	то что	3	4
48	все это	6	4
49	с другой	2	4
50	тем что	3	4
51	в которой	2	4
52	в плане	3	4
53	все время	2	3
54	в частности	2	3
55	превращается в	3	3
56	что у	4	3
57	в ее	2	3
58	а затем	3	3
59	все же	5	3
60	том что	4	3
61	в дальнейшем	4	3
62	мы видим	4	3
63	такой же	2	3
64	и сам	5	3
65	известной мере	2	3
66	по преимуществу	2	3
67	он не	3	3
68	другой стороны	2	3
69	в известной	4	3
70	при этом	8	3
71	и других	2	3
72	в году	16	3
73	там же	9	3
74	и даже	5	3
75	особенно в	2	3
76	роль в	2	3
77	с ними	2	3
78	не случайно	2	3
79	в себе	3	3
80	в чем	4	3
81	это был	3	2
82	место в	3	2
83	уже в	2	2
84	бы не	2	2
85	к этому	3	2
86	жизни в	3	2
87	быть может	3	2
88	со своими	2	2
89	одной из	3	2
90	из этого	2	2
91	соответствии с	4	2
92	что я	2	2
93	что они	4	2
94	именно в	6	2
95	но не	5	2
96	как известно	2	2
97	не может	7	2
98	года и	4	2
99	и мы	3	2
100	на его	4	2
101	может быть	8	2
102	том же	2	2
103	хотя и	4	2
104	никогда не	11	2
105	уже не	3	2
106	в котором	3	2
107	себя в	2	2
108	но эти	2	2
109	его и	2	2
110	как в	4	2
111	в ту	2	2
112	в их	3	2
113	всякого рода	2	2
114	и у	2	2
115	и наконец	2	2
116	не столько	2	2
117	друг друга	2	2
118	в своих	3	2
119	их в	2	2
120	в основе	2	2
121	в одной	3	2
122	только в	2	2
123	о том	5	2
124	и это	3	2
125	нет ничего	3	2
126	так сказать	2	2
127	с ним	3	2
128	к которому	2	2
129	же не	2	2
