N	2gram	Losev_Dial_1	Problemy
1	и в	18	34
2	и не	30	29
3	как бы	11	27
4	что он	11	23
5	в его	3	22
6	может быть	17	19
7	в нем	16	19
8	не может	12	19
9	и все	3	19
10	как и	2	18
11	но в	6	16
12	все это	11	16
13	в этом	12	16
14	и с	5	15
15	прежде всего	10	15
16	что я	3	15
17	он не	3	15
18	то же	10	14
19	к нему	8	14
20	самом деле	3	13
21	для него	2	13
22	т е	25	12
23	но и	7	12
24	же время	4	12
25	потому что	14	12
26	в то	6	12
27	вовсе не	7	11
28	то что	13	11
29	на самом	3	11
30	не только	13	10
31	в отношении	5	9
32	не в	6	9
33	а не	14	9
34	никогда не	9	8
35	в самом	3	8
36	и т	21	8
37	так же	4	8
38	точки зрения	17	8
39	с ним	6	8
40	что же	3	8
41	и для	2	8
42	в другом	2	8
43	я не	5	7
44	что в	13	7
45	и даже	13	7
46	отношении к	3	7
47	все же	5	7
48	как мы	4	7
49	что не	7	7
50	что они	3	6
51	отношение к	5	6
52	стремится к	2	6
53	не знает	2	6
54	с ними	2	6
55	от него	4	6
56	так и	9	6
57	т п	2	6
58	в себе	11	6
59	только в	3	6
60	он сам	5	5
61	что это	11	5
62	это я	4	5
63	это не	9	5
64	и от	2	5
65	в конце	4	5
66	себе самом	2	5
67	к тому	4	5
68	так что	15	5
69	но все	3	5
70	и что	12	5
71	того что	2	5
72	всяком случае	2	5
73	себе и	2	5
74	из них	2	5
75	и вот	6	5
76	а в	5	5
77	и так	2	5
78	он и	2	5
79	мы должны	5	5
80	даже в	3	5
81	что и	3	5
82	и у	2	5
83	хотя бы	6	5
84	во всяком	4	5
85	в чем	6	5
86	друг другу	3	4
87	с другой	6	4
88	ни было	2	4
89	ни в	15	4
90	да и	6	4
91	но это	8	4
92	на этом	2	4
93	не о	4	4
94	его с	3	4
95	все эти	2	4
96	даже и	3	4
97	но как	2	4
98	так как	11	4
99	если бы	12	4
100	как раз	4	4
101	этом смысле	3	4
102	но не	4	4
103	еще не	2	4
104	бы и	2	4
105	как в	2	4
106	только на	3	4
107	все равно	3	4
108	в мире	2	4
109	с точки	12	4
110	с другими	2	4
111	в виде	2	4
112	и вы	3	4
113	я в	2	4
114	и это	2	4
115	ничего не	17	4
116	не менее	2	3
117	для этого	2	3
118	но так	2	3
119	в каждом	2	3
120	в том	9	3
121	такой же	2	3
122	тут не	4	3
123	хотя и	4	3
124	в него	2	3
125	в виду	5	3
126	в котором	4	3
127	есть только	5	3
128	жизни и	3	3
129	другой стороны	4	3
130	должно быть	3	3
131	в ней	3	3
132	нуждается в	3	3
133	говорить о	5	3
134	во всем	2	3
135	как он	4	3
136	конце концов	3	3
137	бы в	3	3
138	сознания и	3	3
139	не как	2	3
140	по крайней	4	3
141	раз и	2	3
142	и другого	2	3
143	по себе	25	3
144	том что	9	3
145	не могу	4	3
146	как можно	2	3
147	крайней мере	4	3
148	в своей	2	3
149	к самому	2	3
150	только что	3	3
151	а с	2	3
152	и как	7	3
153	и то	9	3
154	только с	3	3
155	это было	2	3
156	не было	6	2
157	сама по	8	2
158	и внешнего	6	2
159	тому что	3	2
160	с этой	2	2
161	та же	3	2
162	эти последние	2	2
163	а просто	2	2
164	вопрос о	2	2
165	на всю	4	2
166	или иной	3	2
167	мы и	2	2
168	мне не	2	2
169	мог бы	2	2
170	что такое	10	2
171	же и	2	2
172	не является	3	2
173	один из	3	2
174	отличается от	2	2
175	в своем	5	2
176	т д	19	2
177	же он	2	2
178	что оно	5	2
179	но только	3	2
180	и тут	3	2
181	в которых	2	2
182	с этим	2	2
183	той или	7	2
184	что даже	2	2
185	о том	4	2
186	почти все	2	2
187	сказать что	10	2
188	как она	7	2
189	нет ни	2	2
190	нисколько не	4	2
191	всех этих	3	2
192	отнюдь не	9	2
193	были бы	2	2
194	в них	3	2
195	он есть	4	2
196	не с	5	2
197	точек зрения	3	2
198	говорит о	5	2
199	это и	4	2
200	то в	7	2
201	ли это	3	2
202	было бы	12	2
203	мы увидим	2	2
204	конечно не	3	2
205	к ней	4	2
206	внутреннего и	9	2
207	и потому	3	2
208	быть и	4	2
209	тому же	2	2
210	жизнь и	3	2
211	еще более	3	2
212	но с	3	2
213	уже не	2	2
214	и он	5	2
215	и об	4	2
216	не то	6	2
217	и почти	3	2
218	и вообще	4	2
219	если и	2	2
220	о чем	2	2
