N	2gram	Voloshinov_1	FransuaR
1	и в	16	56
2	в его	4	18
3	таким образом	9	17
4	все эти	5	15
5	в этом	9	14
6	в том	3	13
7	так и	4	13
8	и его	8	12
9	в этих	3	11
10	как бы	5	11
11	и т.п	2	11
12	в них	2	11
13	то же	2	11
14	еще не	5	10
15	мы уже	2	10
16	только в	4	9
17	в самом	2	9
18	но и	4	9
19	и не	4	9
20	том что	3	8
21	по своему	2	8
22	не только	7	8
23	и др	3	8
24	в нем	4	8
25	во всех	3	8
26	сих пор	3	8
27	и их	4	8
28	все это	4	8
29	и даже	4	8
30	до сих	3	8
31	и с	8	8
32	в частности	2	7
33	у него	2	7
34	в большинстве	3	7
35	как мы	4	7
36	и на	4	7
37	прежде всего	9	6
38	мы видим	2	6
39	в этой	4	6
40	точки зрения	8	6
41	и все	4	6
42	большинстве случаев	3	6
43	но в	4	6
44	с его	7	5
45	никогда не	2	5
46	в пределах	2	5
47	с ее	4	5
48	как и	2	5
49	есть и	2	5
50	он не	2	5
51	один из	2	5
52	что в	3	5
53	во время	3	5
54	они не	2	5
55	в области	3	5
56	что это	2	4
57	и ее	4	4
58	и к	6	4
59	конечно не	6	4
60	за пределы	2	4
61	и потому	3	4
62	при этом	6	4
63	и других	2	4
64	в основе	3	4
65	их в	3	4
66	ту же	2	4
67	о том	2	4
68	так как	4	4
69	может быть	17	3
70	и о	2	3
71	что и	2	3
72	то что	3	3
73	не на	2	3
74	на них	2	3
75	с помощью	2	3
76	в систему	2	3
77	и наконец	4	3
78	сказать что	7	3
79	по всему	2	2
80	в одном	3	2
81	на самом	4	2
82	к этому	2	2
83	что он	2	2
84	можно сказать	4	2
85	ни было	2	2
86	ни в	5	2
87	и как	3	2
88	но это	2	2
89	совсем не	2	2
90	а на	2	2
91	момент в	2	2
92	для него	6	2
93	с их	3	2
94	было бы	2	2
95	а в	3	2
96	к ним	2	2
97	между ними	3	2
98	что на	2	2
99	не стали	2	2
100	на две	3	2
101	в развитии	2	2
102	в своей	2	2
103	вместе с	3	2
104	самом деле	6	2
105	только на	3	2
106	во всей	2	2
107	так же	2	2
108	не может	8	2
109	в каком	2	2
110	и для	2	2
111	с точки	6	2
112	все остальные	2	2
113	его в	4	2
114	мы не	2	2
115	между собою	2	2
116	с этой	2	2
117	мира и	3	2
118	с ним	2	2
