N	2gram	Tiupa_Hudo_2	Myshleni
1	точки зрения	2	26
2	в том	15	24
3	и в	28	23
4	том что	19	21
5	с точки	2	18
6	того чтобы	4	17
7	то что	6	17
8	в этом	13	17
9	так же	3	16
10	не только	11	16
11	для того	4	15
12	что в	5	14
13	может быть	8	14
14	но и	9	14
15	как и	11	14
16	в его	11	14
17	не может	4	12
18	как бы	5	11
19	сказать что	2	11
20	с другой	3	10
21	прежде всего	3	10
22	в качестве	4	9
23	одной стороны	3	9
24	не является	2	9
25	и не	18	9
26	между тем	8	9
27	и с	6	9
28	вместе с	2	9
29	с одной	3	8
30	и на	3	8
31	в основе	2	8
32	то же	6	8
33	как уже	2	7
34	в этой	5	7
35	в самом	5	7
36	по отношению	7	7
37	в то	6	7
38	что он	8	7
39	отношению к	7	7
40	и ее	3	7
41	в другом	2	7
42	все время	3	6
43	столь же	3	6
44	же как	2	6
45	все это	3	6
46	именно в	2	6
47	лишь в	2	6
48	потому что	2	6
49	о том	12	6
50	мысли и	2	6
51	и его	5	6
52	тем что	6	6
53	в себе	9	6
54	только в	4	6
55	тому что	4	5
56	перед нами	11	5
57	можно сказать	6	5
58	и все	7	5
59	если бы	6	5
60	но в	2	5
61	он не	4	5
62	так и	8	5
63	как мы	2	5
64	тем самым	2	5
65	и т.д	2	5
66	но не	4	4
67	что все	3	4
68	со всей	2	4
69	не в	13	4
70	при этом	11	4
71	что она	7	4
72	в котором	6	4
73	ее на	2	4
74	не столько	2	4
75	с его	5	4
76	в одном	3	4
77	и к	2	4
78	было бы	3	4
79	к тому	7	4
80	для себя	6	4
81	в своей	6	4
82	сих пор	2	4
83	как в	5	4
84	приводит к	2	4
85	как раз	4	4
86	а с	3	4
87	хотя бы	2	4
88	как на	2	4
89	до сих	2	4
90	только для	2	3
91	я не	7	3
92	что это	5	3
93	в своем	5	3
94	и от	2	3
95	из этих	2	3
96	что они	4	3
97	который в	2	3
98	то и	4	3
99	вовсе не	2	3
100	приходит к	2	3
101	же самое	3	3
102	как он	3	3
103	превращается в	4	3
104	об этом	7	3
105	она не	5	3
106	не могу	3	3
107	человека и	3	3
108	все же	2	3
109	самом деле	3	3
110	а не	14	3
111	можно было	3	3
112	и то	2	3
113	и это	3	3
114	ответ на	2	3
115	ничего не	5	3
116	в частности	7	2
117	никогда не	5	2
118	в нашем	2	2
119	что у	3	2
120	на этом	2	2
121	же время	4	2
122	для него	5	2
123	о чем	8	2
124	с такой	2	2
125	несмотря на	3	2
126	вслед за	4	2
127	один из	2	2
128	не с	2	2
129	жизни и	6	2
130	данном случае	2	2
131	той же	2	2
132	бы и	4	2
133	а в	6	2
134	одно из	5	2
135	нуждается в	2	2
136	говорить о	2	2
137	в первом	2	2
138	в этих	3	2
139	как это	7	2
140	как видим	2	2
141	в них	3	2
142	в состоянии	3	2
143	с собой	2	2
144	в ее	18	2
145	на пороге	2	2
146	но тем	2	2
147	на ее	3	2
148	на него	3	2
149	того как	2	2
150	в двух	2	2
151	уже не	10	2
152	между ними	2	2
153	с другими	3	2
154	в данном	2	2
155	в виде	2	2
156	едва ли	3	2
157	что говорит	2	2
