N	2gram	Tiupa_Anal_2	formyVre
1	и в	16	46
2	в этом	18	22
3	прежде всего	3	14
4	вовсе не	2	13
5	и его	4	12
6	только в	4	11
7	не только	16	11
8	во всех	4	11
9	в том	12	10
10	как бы	10	10
11	точки зрения	4	10
12	то есть	9	10
13	но в	6	10
14	у него	4	9
15	не в	4	9
16	вместе с	2	9
17	но и	12	9
18	и не	12	9
19	и для	2	9
20	как и	14	8
21	в его	2	8
22	то же	4	8
23	с точки	2	8
24	из них	3	8
25	в одном	2	7
26	может быть	6	7
27	то что	7	7
28	так и	15	7
29	в эпизоде	10	7
30	времени в	4	7
31	и на	6	7
32	никогда не	3	6
33	и во	2	6
34	и все	3	6
35	при этом	10	6
36	как мы	3	6
37	здесь в	2	6
38	еще не	2	6
39	его в	2	6
40	все это	4	6
41	те же	2	6
42	в частности	16	5
43	в своем	4	5
44	по существу	2	5
45	в пределах	9	5
46	в то	2	5
47	но не	4	5
48	он не	2	5
49	что в	2	5
50	место в	3	4
51	отнюдь не	8	4
52	же время	2	4
53	с ним	2	4
54	том что	12	4
55	так что	3	4
56	в котором	2	4
57	в мире	6	4
58	и их	2	4
59	как в	4	4
60	отношения к	2	4
61	еще более	2	4
62	а не	10	4
63	и он	2	4
64	в себе	7	4
65	о том	7	4
66	и смерть	2	4
67	о чем	2	3
68	борьба с	3	3
69	того же	4	3
70	к этому	2	3
71	как уже	3	3
72	к тому	7	3
73	ему в	3	3
74	а затем	2	3
75	в борьбе	2	3
76	в качестве	11	3
77	для него	4	3
78	имеет место	4	3
79	хотя и	4	3
80	а также	7	3
81	что на	3	3
82	что и	3	3
83	всего в	2	3
84	во времени	2	3
85	таким образом	2	3
86	в их	3	3
87	уже не	4	3
88	того что	2	3
89	и даже	9	3
90	а в	3	3
91	роль в	2	3
92	на основе	2	3
93	тем что	3	3
94	на протяжении	2	3
95	в этих	2	3
96	на этом	4	2
97	не был	3	2
98	говорить о	6	2
99	на котором	2	2
100	с другой	6	2
101	романа в	3	2
102	что все	2	2
103	по себе	2	2
104	или иной	3	2
105	можно сказать	4	2
106	но эта	2	2
107	о его	4	2
108	он был	2	2
109	не мог	3	2
110	именно в	3	2
111	в этой	9	2
112	все что	2	2
113	при описании	2	2
114	она не	2	2
115	было бы	3	2
116	картины мира	2	2
117	и к	5	2
118	в аспекте	4	2
119	в сущности	4	2
120	жизни но	2	2
121	один из	2	2
122	строго говоря	2	2
123	этом случае	4	2
124	и до	2	2
125	и т.п	8	2
126	борьбе с	2	2
127	не может	4	2
128	эту жизнь	2	2
129	этом отношении	3	2
130	с одной	5	2
131	в двух	2	2
132	в себя	4	2
133	лишь в	9	2
134	так же	2	2
135	особенно в	7	2
136	в данном	8	2
137	автора и	3	2
138	мы имеем	3	2
139	могут быть	10	2
140	не знает	3	2
141	в поэзии	2	2
142	в конце	4	2
143	как это	6	2
