N	2gram	Medvedev_F_2	Analitik
1	литературного произведения	3	41
2	в качестве	2	31
3	может быть	23	29
4	в том	11	27
5	не может	14	22
6	и не	20	21
7	и в	38	18
8	а не	6	17
9	но и	13	17
10	отнюдь не	8	15
11	не только	9	15
12	не в	15	14
13	как и	9	13
14	в его	10	13
15	в этом	27	13
16	том что	2	12
17	при этом	9	12
18	произведения в	2	11
19	состоит в	2	11
20	но не	2	10
21	произведение искусства	2	9
22	то же	6	9
23	а в	6	9
24	в то	5	9
25	не есть	3	8
26	в той	2	8
27	но в	4	8
28	к тому	4	7
29	тем самым	2	7
30	произведения как	2	7
31	времени и	2	6
32	это не	2	6
33	прежде всего	15	6
34	же время	5	6
35	в самом	16	6
36	в сущности	4	6
37	то что	6	6
38	в своей	7	6
39	в отличие	2	6
40	отличие от	2	6
41	в основе	5	6
42	точки зрения	8	6
43	только в	6	6
44	художественного произведения	6	5
45	и как	3	5
46	в этой	6	5
47	что в	7	5
48	как бы	4	5
49	в целом	3	5
50	художественное произведение	2	5
51	в их	6	5
52	сводится к	5	5
53	лишь в	7	5
54	и его	21	5
55	между тем	2	5
56	и на	3	5
57	того что	3	4
58	и более	2	4
59	истории литературы	6	4
60	могут быть	6	4
61	столь же	2	4
62	с другой	3	4
63	по себе	7	4
64	ни в	2	4
65	в широком	2	4
66	для того	3	4
67	в области	3	4
68	как предмет	2	4
69	все же	8	4
70	вместе с	6	4
71	так и	8	4
72	именно в	5	4
73	уже не	7	4
74	с точки	7	4
75	с другими	10	4
76	не следует	4	4
77	с ним	2	4
78	место в	3	3
79	смысла и	2	3
80	не могут	7	3
81	с его	11	3
82	однако не	3	3
83	то ни	2	3
84	хотя бы	6	3
85	и все	3	3
86	или иного	5	3
87	в нем	13	3
88	и к	4	3
89	что он	5	3
90	и т	14	3
91	о литературе	3	3
92	что не	4	3
93	он не	6	3
94	в котором	2	3
95	если в	3	3
96	даже в	2	3
97	что и	8	3
98	не будет	2	3
99	а именно	2	3
100	смысл и	2	3
101	таким образом	20	3
102	того чтобы	3	3
103	того или	4	3
104	к нему	3	3
105	в таком	2	3
106	между двумя	2	3
107	т п	9	3
108	более того	5	3
109	вопроса о	2	3
110	произведения искусства	2	3
111	в художественном	2	3
112	подхода к	2	3
113	если бы	5	3
114	образом не	2	2
115	и то	2	2
116	смысла в	3	2
117	на фоне	4	2
118	никогда не	2	2
119	все эти	6	2
120	для этого	2	2
121	в какой	3	2
122	не столько	4	2
123	установкой на	2	2
124	не является	3	2
125	из этих	3	2
126	не просто	2	2
127	была бы	3	2
128	вовсе не	11	2
129	что именно	2	2
130	а как	3	2
131	в искусстве	2	2
132	то в	2	2
133	такой же	3	2
134	должно быть	2	2
135	отношение к	2	2
136	для него	7	2
137	в пределах	12	2
138	было бы	6	2
139	и о	2	2
140	совпадает с	2	2
141	не о	4	2
142	и смыслом	2	2
143	одного из	3	2
144	к предмету	3	2
145	сами по	2	2
146	науки о	2	2
147	широком смысле	2	2
148	один из	2	2
149	не к	2	2
150	из них	4	2
151	в процессе	9	2
152	и до	3	2
153	со стороны	2	2
154	что же	5	2
155	другой стороны	4	2
156	здесь не	4	2
157	как к	3	2
158	на этом	2	2
159	этом отношении	7	2
160	на самом	3	2
161	самом деле	8	2
162	едва ли	2	2
163	и по	2	2
164	следует что	3	2
165	особенно в	3	2
166	роль в	3	2
167	как мы	7	2
168	каждый из	3	2
169	и восприятия	2	2
170	при помощи	2	2
171	в первом	7	2
172	так как	4	2
173	потому что	2	2
174	в которой	2	2
175	и с	9	2
