N	2gram	Tiupa_Hudo_2	Dialekti
1	т е	2	46
2	и не	18	30
3	а не	14	18
4	может быть	8	17
5	и т	4	17
6	ничего не	5	17
7	то что	6	16
8	и в	28	15
9	т д	2	15
10	как бы	5	14
11	точки зрения	2	14
12	что это	5	13
13	это не	6	12
14	прежде всего	3	11
15	в том	15	11
16	не может	4	11
17	говорить о	2	11
18	и все	7	11
19	в этом	13	11
20	с ее	5	10
21	в основе	2	10
22	личности и	2	10
23	потому что	2	10
24	том что	19	10
25	было бы	3	9
26	все это	3	9
27	то же	6	9
28	уже не	10	9
29	с точки	2	9
30	не в	13	8
31	в себе	9	8
32	и о	4	8
33	не только	11	8
34	и ее	3	8
35	и это	3	8
36	что в	5	7
37	что он	8	7
38	как и	11	7
39	и его	5	7
40	или в	3	7
41	только в	4	7
42	перед нами	11	6
43	же время	4	6
44	сказать что	2	6
45	вовсе не	2	6
46	если бы	6	6
47	в то	6	6
48	что и	4	6
49	нет ничего	2	6
50	как только	3	5
51	я не	7	5
52	так и	8	5
53	в своем	5	5
54	можно сказать	6	5
55	как же	2	5
56	того чтобы	4	5
57	в ней	3	5
58	в нем	3	5
59	что она	7	5
60	именно в	2	5
61	и на	3	5
62	о том	12	5
63	с его	5	5
64	личности в	3	5
65	в жизни	8	5
66	то в	4	5
67	что я	2	5
68	для того	4	5
69	и для	2	5
70	той же	2	5
71	что все	3	4
72	в этой	5	4
73	что они	4	4
74	один из	2	4
75	и уже	4	4
76	жизни и	6	4
77	ни с	2	4
78	но и	9	4
79	так же	3	4
80	с ними	3	4
81	и с	6	4
82	в одном	3	4
83	отнюдь не	2	4
84	не как	2	4
85	она не	5	4
86	еще не	3	4
87	как раз	4	4
88	хотя бы	2	4
89	тому как	4	4
90	в его	11	4
91	подобно тому	4	4
92	только для	2	3
93	та же	2	3
94	на этом	2	3
95	тем самым	2	3
96	себя и	2	3
97	ни о	3	3
98	и об	2	3
99	с ним	7	3
100	но в	2	3
101	только не	2	3
102	об этом	7	3
103	личности с	2	3
104	есть и	3	3
105	мы уже	3	3
106	в своей	6	3
107	со стороны	3	3
108	говорит о	4	3
109	бы и	4	3
110	как в	5	3
111	чего не	2	3
112	она в	2	3
113	что не	2	3
114	в данном	2	3
115	и то	2	3
116	в виде	2	3
117	едва ли	3	3
118	не менее	5	2
119	в человеке	3	2
120	прежде чем	2	2
121	в частности	7	2
122	из этих	2	2
123	человека и	3	2
124	что на	3	2
125	да и	5	2
126	как о	3	2
127	когда же	2	2
128	при этом	11	2
129	в самом	5	2
130	никогда не	5	2
131	в котором	6	2
132	из них	2	2
133	не по	2	2
134	то и	4	2
135	и только	2	2
136	именно так	2	2
137	не было	6	2
138	лишь в	2	2
139	самое что	2	2
140	же и	2	2
141	что даже	2	2
142	того или	2	2
143	и тех	3	2
144	как это	7	2
145	тоже не	2	2
146	том как	2	2
147	а как	2	2
148	однако в	2	2
149	в них	3	2
150	что было	3	2
151	в ее	18	2
152	все же	2	2
153	со всей	2	2
154	не будет	2	2
155	в качестве	4	2
156	все что	3	2
157	но именно	2	2
158	одной из	3	2
159	о нем	2	2
160	для нее	4	2
161	оно не	2	2
162	тем не	4	2
163	себя в	8	2
164	вместе с	2	2
165	что же	2	2
166	и тогда	2	2
167	бы не	3	2
168	того как	2	2
169	тем что	6	2
170	что личность	2	2
171	как будто	4	2
172	это было	2	2
