N	2gram	Propp_Isto_1	RusskieA
1	и в	28	36
2	не только	12	22
3	что в	12	19
4	том что	7	19
5	в том	9	17
6	т е	10	17
7	но и	10	16
8	так как	6	15
9	во время	3	14
10	и другие	4	13
11	в этом	8	12
12	это не	7	10
13	как мы	3	10
14	как и	4	10
15	и т	25	10
16	вместе с	6	10
17	и на	4	10
18	потому что	4	10
19	об этом	4	9
20	т д	22	9
21	а в	7	9
22	с тем	4	8
23	мы увидим	10	8
24	из них	3	8
25	может быть	25	8
26	один из	4	8
27	и по	3	8
28	о том	9	8
29	как это	3	8
30	что они	5	7
31	что и	6	7
32	так и	9	7
33	между тем	2	7
34	представляют собой	6	7
35	и не	9	6
36	для нас	13	6
37	так например	6	6
38	при этом	3	6
39	уже не	3	6
40	таким образом	8	6
41	мы не	10	6
42	все это	4	6
43	в виде	2	6
44	то что	9	6
45	видно что	6	6
46	будто бы	3	6
47	показывает что	3	5
48	все же	10	5
49	как будто	4	5
50	как бы	2	5
51	во многих	2	5
52	этого обычая	3	5
53	как в	2	5
54	там же	2	5
55	того как	3	5
56	к этому	2	4
57	как уже	2	4
58	в тех	2	4
59	к тому	6	4
60	по существу	5	4
61	представляет собой	4	4
62	одна из	2	4
63	еще не	7	4
64	связи с	4	4
65	не совсем	3	4
66	еще в	2	4
67	и др	7	4
68	во всех	2	4
69	в некоторых	2	4
70	и их	3	4
71	в их	3	4
72	так в	4	4
73	не может	15	4
74	в связи	4	4
75	а с	2	4
76	мы имеем	13	4
77	и что	10	4
78	того что	4	4
79	что этот	2	4
80	но это	4	4
81	а иногда	2	4
82	тем что	3	4
83	только в	11	4
84	не менее	6	3
85	что это	8	3
86	по этому	2	3
87	связанные с	2	3
88	в этих	7	3
89	в качестве	5	3
90	в своем	5	3
91	но все	4	3
92	но они	2	3
93	в одном	5	3
94	увидим ниже	2	3
95	тем не	6	3
96	этого обряда	5	3
97	вывод что	2	3
98	на этом	3	3
99	не можем	3	3
100	в целях	3	3
101	как правило	4	3
102	к ним	4	3
103	в основном	2	3
104	не с	3	3
105	или на	3	3
106	не будем	5	3
107	приводит к	2	3
108	в середине	2	3
109	то же	12	3
110	всякого рода	2	3
111	на этот	2	3
112	так же	7	3
113	ничего не	2	3
114	их в	5	3
115	в области	2	3
116	этот обряд	2	3
117	что от	2	2
118	борьбы с	2	2
119	всех этих	2	2
120	в частности	2	2
121	могут быть	4	2
122	его и	2	2
123	между собой	4	2
124	не означает	2	2
125	только для	2	2
126	с этим	4	2
127	и потому	2	2
128	в образе	3	2
129	не просто	3	2
130	их не	2	2
131	значение и	2	2
132	в круг	2	2
133	в нем	2	2
134	детей и	4	2
135	нас не	3	2
136	так что	4	2
137	и как	2	2
138	в дальнейшем	5	2
139	мы видим	11	2
140	в силу	5	2
141	но не	5	2
142	в большинстве	4	2
143	означает что	4	2
144	когда он	6	2
145	например в	5	2
146	составные части	2	2
147	связь между	3	2
148	в ней	7	2
149	в его	5	2
150	в доме	2	2
151	и с	4	2
152	в целом	2	2
153	его как	2	2
154	с ней	2	2
155	обрядами и	3	2
156	что она	5	2
157	находится в	4	2
158	в свете	2	2
159	для этого	3	2
160	не на	2	2
161	этому поводу	2	2
162	в особенности	2	2
163	показывают что	5	2
164	должны были	2	2
165	все эти	4	2
166	в какой	3	2
167	а не	15	2
168	и пр	4	2
169	с религией	3	2
170	и для	4	2
171	с ним	2	2
172	воздействовать на	2	2
173	или в	5	2
174	в древней	2	2
175	этот вопрос	7	2
176	это время	2	2
177	и здесь	7	2
178	но в	8	2
179	мы должны	13	2
180	как он	2	2
181	там где	4	2
182	большинстве случаев	4	2
183	которые можно	2	2
184	в золотой	2	2
185	же не	3	2
