N	2gram	Tiupa_Lite_3	Problema
1	то есть	5	39
2	то что	12	38
3	и не	22	37
4	и в	16	35
5	не только	14	24
6	том что	8	19
7	о том	6	18
8	может быть	12	18
9	у нас	2	18
10	в этом	14	17
11	но и	14	16
12	такого рода	10	15
13	только в	7	14
14	не менее	2	13
15	потому что	3	13
16	не может	8	13
17	в том	12	12
18	того что	9	12
19	что в	2	11
20	прежде всего	3	11
21	и даже	2	11
22	и с	2	10
23	еще не	6	10
24	а не	12	10
25	в данном	4	10
26	в этой	8	9
27	едва ли	3	9
28	для себя	2	9
29	уже не	3	8
30	было бы	2	8
31	по себе	2	8
32	как раз	2	8
33	все же	2	8
34	в конце	2	7
35	в его	6	7
36	так и	9	7
37	бы и	3	7
38	тем самым	7	7
39	с другой	6	6
40	можно сказать	2	6
41	мы и	2	6
42	о чем	3	6
43	так или	2	6
44	а именно	5	6
45	в то	9	6
46	на то	2	6
47	же самое	2	6
48	и для	4	6
49	или иначе	2	6
50	но в	3	6
51	как будто	4	6
52	и вовсе	2	6
53	в области	3	6
54	в частности	11	5
55	или иной	2	5
56	в самом	3	5
57	той или	2	5
58	отнюдь не	3	5
59	данном случае	4	5
60	с одной	4	5
61	так же	2	5
62	и на	2	5
63	как и	5	5
64	связи с	2	5
65	но уже	3	5
66	то же	9	5
67	как мы	2	5
68	одной стороны	4	5
69	что не	2	5
70	другой стороны	2	5
71	в себе	6	5
72	еще и	2	5
73	для меня	2	5
74	не говоря	4	4
75	и как	3	4
76	как бы	8	4
77	не вполне	2	4
78	говоря уже	4	4
79	и тем	3	4
80	и только	2	4
81	а в	5	4
82	уже о	3	4
83	на свете	2	4
84	тем что	2	4
85	если бы	2	4
86	все еще	3	4
87	что он	5	4
88	стороны и	2	4
89	но не	4	4
90	если не	2	4
91	самом деле	3	4
92	далеко не	2	4
93	вопрос о	2	3
94	к тому	6	3
95	несмотря на	2	3
96	и если	4	3
97	хотя и	4	3
98	один из	2	3
99	то это	2	3
100	в целом	5	3
101	то ни	2	3
102	при этом	15	3
103	лишь в	5	3
104	и наконец	3	3
105	не знает	2	3
106	в своих	2	3
107	в основе	5	3
108	могли бы	2	3
109	его в	2	3
110	это будет	2	3
111	с которой	2	3
112	к предмету	2	3
113	в случае	2	3
114	и к	3	3
115	оно не	2	3
116	внимание на	2	3
117	для того	2	3
118	в слове	3	3
119	тому как	3	3
120	быть только	2	3
121	как о	2	3
122	том числе	3	2
123	свое место	3	2
124	не в	10	2
125	знает что	2	2
126	числе и	2	2
127	и сам	2	2
128	бы то	2	2
129	ни с	2	2
130	в советской	2	2
131	даже в	4	2
132	должно быть	4	2
133	как на	3	2
134	она и	2	2
135	точки зрения	7	2
136	сознания и	2	2
137	и при	2	2
138	представляет собой	2	2
139	в качестве	5	2
140	и а	3	2
141	о нем	2	2
142	а также	4	2
143	еще в	3	2
144	что и	2	2
145	во всех	2	2
146	вместе с	5	2
147	совершенно не	3	2
148	входит в	4	2
149	того чтобы	2	2
150	той же	3	2
151	подобно тому	2	2
152	и ее	2	2
153	здесь не	2	2
154	здесь как	2	2
155	собой но	2	2
156	если это	2	2
