N	2gram	Bakhtin_Pr_5	Istorich
1	и в	35	24
2	что он	24	21
3	не только	10	21
4	может быть	14	14
5	не может	18	14
6	в этих	2	13
7	что в	6	13
8	как в	5	12
9	в этом	14	12
10	но и	14	11
11	это не	3	10
12	у него	4	10
13	том что	3	10
14	а в	7	10
15	и что	6	10
16	с другой	4	9
17	не в	10	9
18	все же	8	9
19	о том	2	9
20	потому что	8	9
21	еще не	7	8
22	что и	3	8
23	все это	14	8
24	другой стороны	3	8
25	то же	15	8
26	а не	4	8
27	или в	2	8
28	так как	4	8
29	с собой	2	7
30	в том	5	7
31	мы видели	2	7
32	во всех	3	7
33	то что	10	7
34	вместе с	2	7
35	к нему	13	7
36	таким образом	7	7
37	тем что	4	6
38	всех этих	2	6
39	с этой	2	6
40	как и	18	6
41	так же	7	6
42	но не	6	6
43	мы увидим	2	6
44	в нем	16	6
45	он не	13	6
46	и все	15	6
47	того что	3	6
48	во время	5	6
49	только в	6	6
50	как он	2	6
51	что это	4	6
52	не менее	2	5
53	отношение к	6	5
54	так и	8	5
55	в чем	4	5
56	с ним	7	5
57	ничего не	3	5
58	героя и	10	5
59	там где	7	5
60	но в	19	5
61	на вопрос	2	4
62	никогда не	4	4
63	что у	6	4
64	и говорит	3	4
65	вовсе не	7	4
66	но все	4	4
67	при этом	2	4
68	одной из	2	4
69	мы уже	8	4
70	своего рода	2	4
71	со своим	2	4
72	как бы	31	4
73	и не	27	4
74	так в	2	4
75	точки зрения	7	4
76	мы должны	3	4
77	мы можем	2	4
78	уже в	3	3
79	с его	7	3
80	обращается к	2	3
81	в них	4	3
82	вступает в	2	3
83	не знаю	2	3
84	вопрос о	2	3
85	так что	5	3
86	в дальнейшем	2	3
87	что они	6	3
88	него и	3	3
89	кажется что	2	3
90	например в	2	3
91	себе и	7	3
92	его в	4	3
93	когда он	3	3
94	как мы	8	3
95	она в	2	3
96	и наконец	7	3
97	и даже	5	3
98	и он	2	3
99	и по	2	3
100	и его	14	3
101	но это	6	3
102	не случайно	2	3
103	хотя и	2	3
104	он дает	2	3
105	к себе	18	3
106	от него	6	3
107	которой он	3	3
108	в конце	5	3
109	герой не	2	3
110	что вы	2	2
111	его за	4	2
112	тому что	2	2
113	вообще не	2	2
114	та же	4	2
115	и так	4	2
116	и от	3	2
117	не знал	2	2
118	лежит в	2	2
119	этого не	3	2
120	прежде всего	12	2
121	в то	11	2
122	мы знаем	2	2
123	ни в	2	2
124	в ее	3	2
125	без всякого	2	2
126	знаю что	2	2
127	что его	2	2
128	говорит о	2	2
129	такое же	2	2
130	в форме	3	2
131	тот же	4	2
132	было бы	3	2
133	когда она	2	2
134	на его	4	2
135	в самом	6	2
136	но для	2	2
137	к ней	2	2
138	в котором	3	2
139	еще один	2	2
140	ее как	3	2
141	на него	5	2
142	но конечно	2	2
143	по которому	2	2
144	им в	2	2
145	уже не	3	2
146	не просто	2	2
147	но эта	2	2
148	это как	3	2
149	что не	4	2
150	и у	4	2
151	на этот	2	2
152	в которой	2	2
153	друг друга	2	2
154	увидим что	2	2
155	время как	2	2
156	героя но	2	2
157	сказать что	3	2
158	из них	3	2
159	в одной	3	2
160	он в	4	2
161	с этим	3	2
162	но он	4	2
163	и на	6	2
164	сохраняется и	2	2
165	во всем	4	2
166	только на	4	2
167	все эти	3	2
168	и это	5	2
169	конечно не	2	2
170	все его	4	2
