N	3gram	Losev_Dial_1	Myslijsy
1	в том что	7	16
2	то же время	4	5
3	по крайней мере	4	5
4	и то же	4	5
5	сам по себе	6	5
6	в то же	4	5
7	одно и то	4	5
8	не есть ни	6	4
9	с другой стороны	4	4
10	по себе а	2	4
11	само по себе	5	3
12	до сих пор	2	3
13	более или менее	3	3
14	и т д	19	3
15	с одной стороны	2	3
16	что он не	2	3
17	не может быть	3	3
18	потому что он	3	3
19	потому что и	2	2
20	можно сказать что	3	2
21	только потому что	3	2
22	к тому что	2	2
23	с этой стороны	2	2
24	в этом отношении	2	2
25	сама по себе	8	2
26	то что я	2	2
27	и т п	2	2
