N	2gram	Bakhtin_Pr_1	Dialekti
1	т е	21	46
2	не есть	2	40
3	и не	31	30
4	и есть	2	19
5	а не	22	18
6	может быть	24	17
7	и т	4	17
8	ничего не	5	17
9	то что	15	16
10	и в	29	15
11	как бы	19	14
12	так как	6	14
13	точки зрения	19	14
14	по себе	8	13
15	это не	9	12
16	прежде всего	7	11
17	в том	8	11
18	не может	12	11
19	в этом	22	11
20	в основе	4	10
21	потому что	8	10
22	том что	7	10
23	было бы	5	9
24	все это	6	9
25	и что	2	9
26	это и	5	9
27	то же	14	9
28	уже не	13	9
29	и пр	3	9
30	с точки	13	9
31	ни в	3	8
32	не в	7	8
33	в себе	7	8
34	и о	5	8
35	не только	15	8
36	и ее	2	8
37	и это	5	8
38	что в	8	7
39	должна быть	5	7
40	что оно	2	7
41	он есть	4	7
42	что он	8	7
43	как и	12	7
44	и его	14	7
45	только в	10	7
46	перед нами	5	6
47	так что	2	6
48	же время	9	6
49	и даже	2	6
50	в результате	4	6
51	сказать что	3	6
52	вовсе не	7	6
53	если бы	9	6
54	в то	10	6
55	что и	4	6
56	я не	3	5
57	так и	7	5
58	в своем	8	5
59	есть то	3	5
60	как таковой	2	5
61	как же	4	5
62	в ней	2	5
63	на себе	2	5
64	в нем	19	5
65	что она	6	5
66	в свете	4	5
67	таким образом	12	5
68	именно в	5	5
69	и на	7	5
70	выйти за	2	5
71	с его	9	5
72	личности в	4	5
73	в жизни	2	5
74	в смысле	2	5
75	в сущности	5	5
76	в себя	3	5
77	и для	4	5
78	той же	5	5
79	мир и	5	4
80	и как	7	4
81	но это	4	4
82	в этой	4	4
83	один из	2	4
84	и уже	2	4
85	жизни и	2	4
86	но и	14	4
87	так же	6	4
88	само по	3	4
89	и с	4	4
90	не о	2	4
91	мы должны	3	4
92	лишь как	7	4
93	в одном	10	4
94	не как	14	4
95	этом смысле	10	4
96	мы видим	2	4
97	то ни	2	4
98	с их	5	4
99	она не	7	4
100	еще не	5	4
101	как раз	6	4
102	бы в	3	4
103	хотя бы	2	4
104	тому как	3	4
105	в его	24	4
106	подобно тому	3	4
107	и нет	2	3
108	и следовательно	4	3
109	себя и	2	3
110	в их	3	3
111	отношения к	3	3
112	все эти	9	3
113	и наконец	4	3
114	с этим	2	3
115	в истории	2	3
116	с ним	5	3
117	себя как	2	3
118	нет ни	2	3
119	но в	7	3
120	сознания и	5	3
121	в один	2	3
122	же что	5	3
123	так чтобы	4	3
124	есть и	2	3
125	мы уже	2	3
126	за пределы	7	3
127	в своей	8	3
128	и потому	6	3
129	бы и	4	3
130	как в	6	3
131	из которых	2	3
132	в данном	2	3
133	могут быть	6	3
134	в противоположность	2	2
135	не могут	6	2
136	в человеке	3	2
137	в отношении	2	2
138	она является	2	2
139	с этой	2	2
140	вопрос о	2	2
141	слово о	7	2
142	его как	4	2
143	но все	5	2
144	не дает	3	2
145	и идеи	2	2
146	кроме того	3	2
147	при этом	2	2
148	в самом	10	2
149	себе и	3	2
150	совпадает с	2	2
151	никогда не	3	2
152	в котором	2	2
153	был бы	6	2
154	у достоевского	16	2
155	из возможных	2	2
156	другой стороны	3	2
157	то и	2	2
158	не было	4	2
159	от того	4	2
160	идеи в	9	2
161	должно быть	4	2
162	же и	2	2
163	но как	3	2
164	е в	2	2
165	тоже не	2	2
166	но они	2	2
167	а как	7	2
168	нисколько не	2	2
169	тем или	2	2
170	однако в	2	2
171	в них	3	2
172	и во	2	2
173	что было	4	2
174	все же	9	2
175	е не	2	2
176	все что	3	2
177	но именно	3	2
178	конечно не	2	2
179	никак не	2	2
180	не значит	4	2
181	о нем	9	2
182	оно не	3	2
183	как не	8	2
184	что же	4	2
185	находится в	2	2
186	во всей	2	2
187	и слово	3	2
188	то чем	3	2
189	во всяком	5	2
190	тем что	4	2
191	всей его	2	2
192	как будто	3	2
193	отношении к	3	2
194	в которой	2	2
195	ни один	3	2
