N	2gram	Voloshinov_2	Dialekti
1	не есть	3	54
2	и не	19	27
3	а не	9	26
4	точки зрения	17	25
5	и в	19	24
6	не только	13	23
7	по себе	3	20
8	не может	18	19
9	ничего не	4	17
10	это –	9	16
11	допустим что	2	16
12	в таком	7	14
13	то что	4	14
14	с точки	13	14
15	может быть	28	13
16	таким образом	14	13
17	и даже	2	13
18	что он	4	13
19	вовсе не	11	13
20	что это	2	12
21	того что	4	12
22	не имеет	3	11
23	отнюдь не	8	10
24	таком случае	3	10
25	не существует	3	10
26	в сущности	14	10
27	ни в	6	9
28	но и	10	9
29	учение о	3	8
30	прежде всего	7	8
31	и как	6	8
32	том что	10	8
33	в этом	15	8
34	в виде	2	8
35	если же	2	8
36	что в	2	7
37	никогда не	7	7
38	но что	2	7
39	в самом	6	7
40	другими словами	2	7
41	в особенности	2	7
42	что оно	3	7
43	даже и	2	7
44	как и	9	7
45	только на	4	7
46	как раз	4	7
47	– не	6	7
48	иное как	2	6
49	должна быть	4	6
50	и с	2	6
51	о том	3	6
52	так как	3	6
53	если бы	11	6
54	– в	4	6
55	и все	6	6
56	что и	3	6
57	– это	4	6
58	не на	2	6
59	то же	16	6
60	самом деле	9	6
61	и пр	25	6
62	в том	7	5
63	жизни и	2	5
64	и его	16	5
65	как на	2	5
66	в то	8	5
67	по крайней	2	5
68	вопрос о	2	5
69	одно и	3	5
70	было бы	4	5
71	он не	3	5
72	крайней мере	2	5
73	так и	10	5
74	и тогда	2	5
75	что не	2	5
76	мы не	2	5
77	только в	8	5
78	тому что	4	4
79	с другой	3	4
80	это не	4	4
81	или иной	5	4
82	к тому	6	4
83	как о	2	4
84	хотя бы	6	4
85	так же	5	4
86	сказать что	4	4
87	сознания и	3	4
88	у нас	3	4
89	– и	5	4
90	в истории	3	4
91	конечно не	4	4
92	это будет	2	4
93	только что	3	4
94	и то	3	4
95	и это	3	4
96	для него	9	4
97	перед нами	3	3
98	не было	3	3
99	все же	5	3
100	все время	2	3
101	за пределы	3	3
102	в своем	2	3
103	в одной	2	3
104	и от	3	3
105	мы знаем	2	3
106	не в	10	3
107	же время	8	3
108	одной стороны	3	3
109	в основе	9	3
110	тем более	5	3
111	в нем	11	3
112	это было	2	3
113	– как	5	3
114	с одной	3	3
115	все эти	3	3
116	того или	2	3
117	должно быть	3	3
118	друг друга	2	3
119	коем случае	2	3
120	и на	5	3
121	с этим	3	3
122	именно как	2	3
123	он и	2	3
124	мы уже	6	3
125	как целое	9	3
126	тем что	2	3
127	в коем	2	3
128	на то	4	3
129	зависимости от	2	3
130	одна из	7	3
131	и о	2	3
132	не будет	3	3
133	как бы	19	3
134	быть и	6	3
135	и прежде	2	3
136	или же	2	3
137	для того	6	3
138	должны быть	2	3
139	к нему	5	3
140	той же	3	3
141	в слове	4	3
142	это же	2	3
143	в каком	3	3
144	и ее	4	3
145	не знает	2	3
146	слово –	5	2
147	целое не	2	2
148	– вот	5	2
149	в смысле	6	2
150	тому же	2	2
151	лишь как	2	2
152	еще не	3	2
153	при этом	9	2
154	но для	2	2
155	и следовательно	6	2
156	той или	4	2
157	и является	2	2
158	всяком случае	2	2
159	совершенно не	5	2
160	и тем	4	2
161	исходит из	3	2
162	себя самого	2	2
163	не имеют	3	2
164	конечно –	2	2
165	именно в	2	2
166	они не	2	2
167	а в	3	2
168	ее от	2	2
169	и формы	3	2
170	в ней	3	2
171	для себя	4	2
172	и здесь	5	2
173	и потому	2	2
174	бы в	4	2
175	слово в	3	2
176	но в	7	2
177	но они	2	2
178	с его	8	2
179	у него	2	2
180	в зависимости	2	2
181	в их	5	2
182	или иного	2	2
183	но как	2	2
184	но не	2	2
185	ведь это	2	2
186	от своего	2	2
187	себя в	2	2
188	все –	2	2
189	бытия в	2	2
190	следовательно и	2	2
191	как мы	15	2
192	и у	2	2
193	и он	2	2
194	целое и	2	2
195	и для	7	2
196	или в	2	2
197	в данном	5	2
198	бы то	4	2
199	во всяком	3	2
200	могут быть	3	2
201	в себе	4	2
202	в его	5	2
