N	3gram	Voloshinov_2	Problema
1	в том что	6	9
2	той или иной	4	8
3	то же самое	5	7
4	в связи с	7	7
5	во всяком случае	2	6
6	по крайней мере	2	5
7	не может быть	10	5
8	в таком случае	3	4
9	в то же	8	4
10	бы то ни	4	4
11	и то же	3	4
12	на самом же	3	4
13	самом же деле	3	4
14	не было бы	2	3
15	то ни было	4	3
16	одно и то	3	3
17	о том что	3	3
18	того или иного	2	3
19	может быть и	5	3
20	в той или	3	2
21	у нас не	2	2
22	с точки зрения	13	2
23	отнюдь не является	2	2
24	вовсе не является	3	2
25	прав в том	2	2
26	в отличие от	3	2
27	как мы видели	3	2
28	до сих пор	3	2
29	на самом деле	4	2
30	но и в	2	2
