N	2gram	Tiupa_Disk_2	Narrotol
1	не только	10	26
2	а не	14	17
3	представляет собой	11	16
4	но и	11	15
5	тогда как	11	15
6	в том	8	14
7	при этом	17	14
8	в качестве	16	14
9	и не	15	14
10	том что	10	13
11	и в	16	13
12	в этом	16	13
13	состоит в	16	12
14	такого рода	9	12
15	в частности	12	11
16	только в	3	11
17	может быть	16	10
18	в данном	7	10
19	своего рода	10	9
20	так и	9	9
21	сводится к	2	9
22	а в	2	9
23	то есть	12	9
24	картина мира	4	8
25	то что	5	8
26	в себе	19	8
27	в тексте	3	8
28	не может	9	8
29	не в	3	8
30	коммуникативного события	5	8
31	не сводится	4	7
32	иначе говоря	3	7
33	в рамках	7	6
34	никогда не	2	6
35	в своем	5	6
36	прежде всего	7	6
37	можно сказать	3	6
38	в его	3	6
39	и т.п	12	6
40	коммуникативное событие	3	6
41	данном случае	6	6
42	со стороны	10	6
43	жизни в	3	6
44	героя в	5	6
45	все же	6	6
46	как бы	4	6
47	а также	8	6
48	но в	11	6
49	место в	2	5
50	по мысли	6	5
51	точки зрения	4	5
52	не столько	3	5
53	себе самому	2	5
54	что он	2	5
55	одной стороны	4	5
56	он не	3	5
57	в котором	3	5
58	в нем	7	5
59	отношению к	4	5
60	как в	8	5
61	по отношению	4	5
62	в отличие	12	5
63	с одной	4	5
64	в той	2	5
65	тем самым	6	5
66	с другой	5	5
67	отличие от	12	5
68	в то	5	5
69	я в	5	5
70	далеко не	2	5
71	о том	4	5
72	перед нами	3	4
73	не менее	7	4
74	отнюдь не	6	4
75	в модальности	2	4
76	как и	16	4
77	времени и	2	4
78	что в	5	4
79	для него	5	4
80	при всей	7	4
81	не является	4	4
82	не к	2	4
83	жизни и	3	4
84	в своей	6	4
85	то же	6	4
86	уже не	3	4
87	в мире	11	4
88	в рассказе	4	4
89	следует признать	3	4
90	в другом	3	4
91	в этой	4	4
92	и все	3	4
93	в себя	2	4
94	мира в	3	4
95	но при	2	4
96	с его	6	3
97	по большей	2	3
98	мы имеем	2	3
99	это не	3	3
100	пока еще	2	3
101	или иного	2	3
102	большей части	2	3
103	или иной	3	3
104	и того	3	3
105	в соответствии	2	3
106	а к	2	3
107	соответствии с	3	3
108	но не	7	3
109	же время	5	3
110	к его	4	3
111	той или	3	3
112	для себя	2	3
113	в целом	2	3
114	внутренней речи	3	3
115	все эти	3	3
116	и для	2	3
117	и его	3	3
118	этом отношении	4	3
119	не следует	3	3
120	между тем	2	3
121	по своей	6	3
122	мира и	4	3
123	чеховского письма	2	2
124	в принципе	2	2
125	же как	2	2
126	ивана иваныча	2	2
127	очевидным образом	3	2
128	можно назвать	4	2
129	о чем	2	2
130	по словам	2	2
131	одно из	4	2
132	личности в	2	2
133	восходит к	3	2
134	а потом	2	2
135	столь же	3	2
136	из этих	3	2
137	в футляре	2	2
138	и другого	2	2
139	как уже	2	2
140	вследствие этого	2	2
141	нарративную интригу	2	2
142	художественного письма	7	2
143	но одновременно	3	2
144	к своему	2	2
145	в строгом	3	2
146	и адресата	2	2
147	присутствия в	3	2
148	должна быть	2	2
149	отношения между	2	2
150	еще не	6	2
151	чеховского творчества	2	2
152	мысль о	3	2
153	картины мира	7	2
154	со своим	2	2
155	персонажей и	2	2
156	интерес к	2	2
157	ни для	4	2
158	в обоих	2	2
159	о любви	2	2
160	с таким	2	2
161	что и	2	2
162	себя в	6	2
163	нового времени	5	2
164	жизнью и	2	2
165	за которым	2	2
166	а с	5	2
167	именно в	2	2
168	и состоит	2	2
169	в концовке	2	2
170	более чем	2	2
171	собственно и	2	2
172	с точки	2	2
173	всякий раз	2	2
174	как на	3	2
175	той же	2	2
176	роль в	4	2
177	ведет к	3	2
178	тому как	2	2
179	но это	3	2
180	в результате	2	2
181	себя с	2	2
182	в ней	2	2
183	подобно тому	2	2
184	в своих	6	2
185	всей своей	3	2
186	говорить о	2	2
187	картину мира	4	2
188	здесь не	2	2
189	потому что	4	2
190	в области	2	2
191	картине мира	2	2
