N	2gram	Losev_Dial_1	EvropaiC
1	в том	9	31
2	и в	18	24
3	том что	9	20
4	все эти	2	19
5	не может	12	18
6	то что	13	17
7	может быть	17	15
8	все же	5	15
9	точки зрения	17	13
10	в своем	5	12
11	до сих	2	12
12	сих пор	2	12
13	самом деле	3	12
14	в этом	12	12
15	все это	11	11
16	с этим	2	11
17	как бы	11	10
18	так и	9	10
19	на то	5	9
20	как и	2	9
21	что в	13	9
22	не в	6	8
23	в самом	3	8
24	так же	4	8
25	если бы	12	8
26	и все	3	8
27	ясно что	8	8
28	идет речь	2	8
29	с точки	12	8
30	не менее	2	7
31	для этого	2	7
32	к тому	4	7
33	но и	7	7
34	и не	30	7
35	и что	12	7
36	из этих	2	7
37	о том	4	7
38	что он	11	7
39	о которых	2	7
40	или менее	3	7
41	на самом	3	7
42	для того	2	7
43	более или	3	7
44	должна быть	3	6
45	с другой	6	6
46	так что	15	6
47	несмотря на	10	6
48	отличается от	2	6
49	того что	2	6
50	при чем	2	6
51	что касается	2	6
52	так как	11	6
53	с ним	6	6
54	в сознании	3	6
55	и при	2	6
56	еще не	2	6
57	что и	3	6
58	в мире	2	6
59	у них	3	6
60	мы можем	4	6
61	только в	3	6
62	именно в	2	5
63	что это	11	5
64	и от	2	5
65	тому же	2	5
66	и их	2	5
67	другой стороны	4	5
68	и с	5	5
69	потому что	14	5
70	между собою	2	5
71	но в	6	5
72	ничем не	3	5
73	сравнению с	2	5
74	к этому	2	5
75	большею частью	2	5
76	в то	6	5
77	бороться с	2	5
78	в его	3	5
79	не только	13	5
80	по сравнению	2	5
81	быть и	4	5
82	и для	2	5
83	но все	3	5
84	в себе	11	5
85	тех кто	2	4
86	никогда не	9	4
87	та же	3	4
88	в конце	4	4
89	из того	2	4
90	в дальнейшем	5	4
91	это есть	9	4
92	что как	2	4
93	хотя и	4	4
94	отношение к	5	4
95	из них	2	4
96	в их	3	4
97	должно быть	3	4
98	и то	9	4
99	всех этих	3	4
100	в одну	3	4
101	мы должны	5	4
102	он не	3	4
103	конце концов	3	4
104	не есть	40	4
105	что эта	4	4
106	совершенно не	8	4
107	то же	10	4
108	а с	2	4
109	и сейчас	2	4
110	если мы	2	4
111	и у	2	4
112	хотя бы	6	4
113	в виде	2	4
114	состоит из	3	4
115	а лишь	3	3
116	что их	2	3
117	же как	2	3
118	с одной	2	3
119	в этих	5	3
120	вопрос о	2	3
121	как у	2	3
122	уже и	3	3
123	в нем	16	3
124	в разных	3	3
125	что оно	5	3
126	а в	5	3
127	это не	9	3
128	историческую эпоху	2	3
129	и потому	3	3
130	бы в	3	3
131	прежде всего	10	3
132	во всем	2	3
133	от него	4	3
134	и может	2	3
135	конечно не	3	3
136	что если	2	3
137	даже в	3	3
138	только что	3	3
139	даже если	3	3
140	на земле	2	3
141	жизнь и	3	3
142	в данном	3	3
143	очень много	3	3
144	тем более	2	3
145	и вообще	4	3
146	ничего общего	4	3
147	и это	2	3
148	не то	6	3
149	сказали что	2	3
150	в частности	2	2
151	тому что	3	2
152	точку зрения	3	2
153	но так	2	2
154	и говорить	2	2
155	с этой	2	2
156	как мы	4	2
157	для него	2	2
158	мы и	2	2
159	такой же	2	2
160	что они	3	2
161	это может	2	2
162	на этом	2	2
163	же время	4	2
164	одной стороны	2	2
165	к нему	8	2
166	к ним	2	2
167	в ней	3	2
168	но если	5	2
169	в виду	5	2
170	всяком случае	2	2
171	в котором	4	2
172	другими словами	2	2
173	образом и	2	2
174	что она	7	2
175	то и	2	2
176	что для	3	2
177	и состоит	2	2
178	ни было	2	2
179	с ними	2	2
180	в которых	2	2
181	и так	2	2
182	но как	2	2
183	говорить о	5	2
184	не было	6	2
185	также и	7	2
186	это конечно	2	2
187	во всяком	4	2
188	в основе	3	2
189	говорить что	2	2
190	и более	4	2
191	отнюдь не	9	2
192	друг к	2	2
193	в них	3	2
194	гораздо более	3	2
195	вовсе не	7	2
196	при условии	3	2
197	только тогда	2	2
198	то в	7	2
199	но не	4	2
200	только то	4	2
201	она не	6	2
202	было бы	12	2
203	жизни и	3	2
204	и из	3	2
205	на себе	3	2
206	никто не	2	2
207	общего с	5	2
208	очень мало	2	2
209	как не	2	2
210	к другу	2	2
211	что же	3	2
212	почти все	2	2
213	что под	2	2
214	но с	3	2
215	ко всему	2	2
216	и где	2	2
217	в другом	2	2
218	не знает	2	2
219	если это	2	2
