N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	45
2	и не	18	15
3	не только	11	14
4	в этом	13	14
5	но в	2	14
6	в его	11	13
7	и его	5	13
8	как бы	5	12
9	что в	5	12
10	в своем	5	11
11	то же	6	11
12	в то	6	11
13	прежде всего	3	10
14	в том	15	10
15	в нем	3	10
16	но и	9	10
17	как и	11	10
18	и с	6	10
19	же время	4	9
20	вовсе не	2	8
21	как мы	2	8
22	в ней	3	8
23	жизни и	6	8
24	так же	3	8
25	с его	5	7
26	том что	19	7
27	не в	13	7
28	что и	4	7
29	все это	3	7
30	потому что	2	7
31	и все	7	7
32	что он	8	6
33	в этой	5	6
34	он не	4	6
35	здесь не	2	6
36	так и	8	6
37	мысли и	2	6
38	того чтобы	4	6
39	для того	4	6
40	в них	3	6
41	есть и	3	5
42	с ним	7	5
43	и к	2	5
44	одной из	3	5
45	на этом	2	5
46	с ее	5	5
47	как раз	4	5
48	не может	4	5
49	самом деле	3	5
50	и у	2	5
51	и на	3	5
52	его в	2	5
53	перед нами	11	4
54	же как	2	4
55	об этом	7	4
56	все они	3	4
57	характерно что	3	4
58	и от	2	4
59	у него	5	4
60	тому же	2	4
61	но не	4	4
62	ничего не	5	4
63	по поводу	3	4
64	своего рода	16	4
65	в самом	5	4
66	и о	4	4
67	мы уже	3	4
68	а также	2	4
69	а не	14	4
70	как на	2	4
71	а в	6	4
72	той же	2	4
73	можно было	3	4
74	сказать что	2	4
75	в основе	2	4
76	точки зрения	2	4
77	только в	4	4
78	о том	12	4
79	и это	3	4
80	зрения на	2	4
81	как это	7	4
82	это было	2	4
83	не менее	5	3
84	и другие	5	3
85	как в	5	3
86	это не	6	3
87	из этих	2	3
88	в одном	3	3
89	от страха	2	3
90	что на	3	3
91	для него	5	3
92	в своей	6	3
93	до сих	2	3
94	вместе с	2	3
95	сих пор	2	3
96	что она	7	3
97	этой связи	2	3
98	не было	6	3
99	еще и	2	3
100	именно в	2	3
101	жизни он	2	3
102	и он	3	3
103	и для	2	3
104	нуждается в	2	3
105	в другом	2	3
106	как он	3	3
107	о чем	8	3
108	он знает	2	2
109	только для	2	2
110	на фоне	3	2
111	себя и	2	2
112	жизни в	7	2
113	говорить о	2	2
114	превращается в	4	2
115	хотя бы	2	2
116	что все	3	2
117	в духе	2	2
118	можно сказать	6	2
119	к тому	7	2
120	ли он	2	2
121	в г	2	2
122	раз в	3	2
123	когда в	3	2
124	своей жизни	4	2
125	то что	6	2
126	они и	2	2
127	нельзя было	2	2
128	в качестве	4	2
129	у нее	10	2
130	но именно	2	2
131	было бы	3	2
132	что это	5	2
133	несмотря на	3	2
134	к ней	2	2
135	может быть	8	2
136	она говорит	2	2
137	в церкви	2	2
138	если в	2	2
139	один из	2	2
140	все же	2	2
141	во второй	2	2
142	на него	3	2
143	данном случае	2	2
144	и только	2	2
145	при этом	11	2
146	чтобы не	3	2
147	лишь в	2	2
148	с точки	2	2
149	к нему	3	2
150	рядом с	5	2
151	роль в	2	2
152	в данном	2	2
153	не столько	2	2
154	между тем	8	2
155	одно из	5	2
156	в городе	4	2
157	же самое	3	2
158	и т.д	2	2
159	том как	2	2
