N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	29	36
2	не только	15	22
3	что в	8	19
4	том что	7	19
5	в том	8	17
6	т е	21	17
7	но и	14	16
8	так как	6	15
9	в этом	22	12
10	это не	9	10
11	как мы	4	10
12	как и	12	10
13	и т	4	10
14	и на	7	10
15	потому что	8	10
16	а в	7	9
17	может быть	24	8
18	один из	2	8
19	е в	2	8
20	что и	4	7
21	так и	7	7
22	между тем	5	7
23	и не	31	6
24	при этом	2	6
25	в них	3	6
26	уже не	13	6
27	таким образом	12	6
28	все это	6	6
29	то что	15	6
30	все же	9	5
31	как будто	3	5
32	как бы	19	5
33	и у	3	5
34	в которых	2	5
35	одно из	2	5
36	как в	6	5
37	тому что	3	4
38	по существу	3	4
39	одна из	3	4
40	еще не	5	4
41	связи с	2	4
42	и др	5	4
43	в их	3	4
44	в россии	2	4
45	не может	12	4
46	входит в	7	4
47	и что	2	4
48	но это	4	4
49	тем что	4	4
50	только в	10	4
51	в своем	8	3
52	но все	5	3
53	но они	2	3
54	таким же	3	3
55	в одном	10	3
56	от них	2	3
57	и к	2	3
58	несмотря на	6	3
59	но эти	2	3
60	приводит к	3	3
61	то же	14	3
62	с точки	13	3
63	на этот	2	3
64	хозяин и	2	3
65	так же	6	3
66	ничего не	5	3
67	их в	4	3
68	точки зрения	19	3
69	как например	2	3
70	далеко не	3	3
71	не было	4	2
72	всех этих	2	2
73	могут быть	6	2
74	его и	2	2
75	к другому	2	2
76	с этим	2	2
77	и потому	6	2
78	в каждом	8	2
79	его к	2	2
80	в нем	19	2
81	у него	5	2
82	в жизни	2	2
83	так что	2	2
84	и как	7	2
85	мы видим	2	2
86	но не	9	2
87	в большинстве	2	2
88	последний день	2	2
89	на западе	2	2
90	до конца	8	2
91	она не	7	2
92	только у	3	2
93	чем в	2	2
94	например в	3	2
95	в ней	2	2
96	в его	24	2
97	не значит	4	2
98	как можно	2	2
99	и с	4	2
100	в целом	6	2
101	как не	8	2
102	его как	4	2
103	и до	3	2
104	в последний	2	2
105	что она	6	2
106	находится в	2	2
107	в свете	4	2
108	не на	4	2
109	все эти	9	2
110	на самом	5	2
111	а не	22	2
112	и пр	3	2
113	и для	4	2
114	с ним	5	2
115	в своих	3	2
116	этот вопрос	2	2
117	должна была	4	2
118	себя и	2	2
119	на себя	2	2
120	и здесь	3	2
121	но в	7	2
122	мы должны	3	2
123	в один	2	2
124	там где	10	2
125	большинстве случаев	2	2
126	же не	2	2
