N	2gram	Vygotskiy__6	VLabPisa
1	таким образом	18	27
2	в этом	27	26
3	и в	28	25
4	не только	16	22
5	может быть	13	21
6	и не	11	19
7	не может	19	17
8	в его	3	15
9	в процессе	9	14
10	прежде всего	2	13
11	в том	28	13
12	этом отношении	3	13
13	в частности	4	12
14	все это	2	12
15	как это	3	12
16	с другой	2	11
17	в силу	17	11
18	из них	2	11
19	не могут	5	10
20	в качестве	4	10
21	что в	17	9
22	для него	6	9
23	и др	2	9
24	но и	10	9
25	то же	7	9
26	все эти	2	8
27	в своем	7	8
28	другой стороны	2	8
29	могут быть	5	8
30	из этих	3	7
31	как и	6	7
32	том что	19	7
33	было бы	9	7
34	отношению к	10	7
35	во всех	4	7
36	вместе с	7	7
37	по отношению	10	7
38	а не	3	7
39	у него	2	6
40	это не	5	6
41	в себе	4	6
42	это и	3	6
43	то что	28	6
44	том же	5	6
45	в нем	7	6
46	в зависимости	5	6
47	так и	6	6
48	и его	3	6
49	в то	6	6
50	думается что	5	5
51	тому что	11	5
52	все же	2	5
53	зависимости от	5	5
54	очевидно что	3	5
55	в пределах	5	5
56	связи с	3	5
57	одним из	2	5
58	как бы	11	5
59	один из	3	5
60	в их	3	5
61	приводит к	6	5
62	на основе	4	5
63	сказать что	13	5
64	только в	18	5
65	не в	4	5
66	в плане	3	5
67	к тому	10	4
68	никогда не	8	4
69	в одном	2	4
70	в целом	3	4
71	что все	5	4
72	что он	18	4
73	с его	3	4
74	можно сказать	6	4
75	в своей	2	4
76	в нашей	3	4
77	в самом	8	4
78	когда он	2	4
79	как раз	6	4
80	в них	3	4
81	в связи	2	4
82	вот почему	2	4
83	с ними	2	4
84	в этой	5	4
85	и к	6	3
86	с тем	5	3
87	и как	6	3
88	и от	2	3
89	в конце	2	3
90	только что	2	3
91	мы знаем	4	3
92	у нас	2	3
93	по существу	2	3
94	мы видели	8	3
95	что они	2	3
96	видели что	3	3
97	но как	3	3
98	это мы	3	3
99	с этим	4	3
100	например в	4	3
101	значительной мере	2	3
102	в котором	2	3
103	его в	6	3
104	что и	4	3
105	ее в	2	3
106	именно в	4	3
107	образом в	3	3
108	этот вопрос	3	3
109	этой области	2	3
110	в значительной	2	3
111	того что	24	3
112	и по	3	3
113	так же	15	3
114	в которых	2	3
115	как на	3	3
116	моментов в	2	3
117	точки зрения	13	3
118	она не	2	3
119	является не	2	3
120	бы в	3	3
121	том как	2	3
122	не менее	2	2
123	на вопрос	2	2
124	с более	2	2
125	он сам	2	2
126	в каждом	3	2
127	зависит от	3	2
128	только не	3	2
129	восприятия и	3	2
130	и непосредственно	2	2
131	отличается от	3	2
132	по себе	3	2
133	показывает что	7	2
134	что при	4	2
135	силу чего	4	2
136	до сих	3	2
137	но не	10	2
138	как известно	7	2
139	в пользу	2	2
140	в системе	3	2
141	еще не	8	2
142	же самое	6	2
143	для того	8	2
144	если бы	7	2
145	мы имеем	4	2
146	всего сказанного	2	2
147	действительность в	2	2
148	относится к	4	2
149	он может	2	2
150	только то	3	2
151	каждой из	2	2
152	не по	3	2
153	сих пор	3	2
154	от того	10	2
155	а в	2	2
156	что оно	7	2
157	но с	2	2
158	одном и	3	2
159	нам остается	2	2
160	заключается в	7	2
161	того чтобы	10	2
162	что такое	3	2
163	и памяти	3	2
164	между ними	7	2
165	мышления в	5	2
166	у них	2	2
167	можно было	7	2
168	с другими	2	2
169	и том	2	2
170	в своих	3	2
171	хотя и	3	2
172	знаем что	4	2
173	он не	7	2
174	они не	4	2
175	к его	2	2
176	в другом	2	2
177	ту же	3	2
178	что мы	11	2
179	могут не	2	2
180	которые в	4	2
181	в чем	6	2
182	в которой	7	2
183	в области	6	2
184	же как	6	2
185	тогда когда	6	2
186	в сознании	4	2
187	но в	5	2
