N	2gram	Voloshinov_1	RusskieA
1	и в	19	36
2	не только	8	22
3	что в	4	19
4	том что	3	19
5	в том	6	17
6	но и	8	16
7	так как	2	15
8	в этом	16	12
9	как мы	13	10
10	как и	12	10
11	и на	4	10
12	а в	4	9
13	у нас	2	8
14	из них	3	8
15	может быть	26	8
16	о том	2	8
17	что и	2	7
18	так и	11	7
19	и других	2	7
20	между тем	3	7
21	и не	26	6
22	при этом	8	6
23	таким образом	17	6
24	мы не	6	6
25	все это	3	6
26	не имеет	3	6
27	то что	8	6
28	этом случае	3	5
29	все же	8	5
30	как бы	15	5
31	как в	4	5
32	в эти	2	4
33	тому что	2	4
34	из этих	2	4
35	к этому	5	4
36	к тому	2	4
37	одна из	2	4
38	еще не	4	4
39	связи с	11	4
40	и др	2	4
41	во всех	7	4
42	и их	2	4
43	не может	24	4
44	в связи	7	4
45	входит в	5	4
46	того что	3	4
47	тем что	2	4
48	только в	9	4
49	не менее	4	3
50	для них	2	3
51	в качестве	2	3
52	в своем	2	3
53	но все	3	3
54	в свою	2	3
55	и к	3	3
56	тем не	2	3
57	в целях	3	3
58	только на	4	3
59	в основном	6	3
60	в настоящее	6	3
61	не будем	4	3
62	то же	7	3
63	с точки	20	3
64	на этот	3	3
65	так же	7	3
66	и те	7	3
67	ничего не	6	3
68	точки зрения	34	3
69	настоящее время	6	3
70	далеко не	4	3
71	этого слова	2	3
72	связаны с	2	3
73	в области	3	3
74	не было	3	2
75	и более	2	2
76	независимо от	2	2
77	в частности	2	2
78	могут быть	2	2
79	переход от	4	2
80	в нашем	2	2
81	между собой	2	2
82	к другому	3	2
83	с этим	4	2
84	и потому	5	2
85	в каждом	7	2
86	не просто	2	2
87	его к	2	2
88	в нем	10	2
89	и как	3	2
90	в дальнейшем	3	2
91	свою очередь	2	2
92	они и	2	2
93	быть и	3	2
94	в большинстве	3	2
95	до конца	5	2
96	она не	2	2
97	отнюдь не	6	2
98	имеет место	2	2
99	в ней	4	2
100	в его	6	2
101	подойти к	2	2
102	какой степени	2	2
103	и с	2	2
104	на этой	2	2
105	все эти	7	2
106	в какой	3	2
107	на самом	3	2
108	а не	7	2
109	и пр	12	2
110	направления в	4	2
111	и для	11	2
112	или в	2	2
113	в своих	2	2
114	этот вопрос	5	2
115	мы можем	2	2
116	между двумя	3	2
117	и здесь	6	2
118	но в	7	2
119	ничего общего	5	2
120	мы должны	3	2
121	как он	2	2
122	там где	2	2
123	большинстве случаев	3	2
