N	2gram	Potebnia_M_3	KulturaY
1	и т	5	39
2	потому что	46	25
3	т п	2	24
4	и в	30	23
5	не только	21	20
6	в том	32	19
7	в этом	10	18
8	и не	15	16
9	было бы	9	15
10	так как	13	15
11	может быть	28	15
12	т д	3	14
13	точки зрения	2	14
14	если бы	12	12
15	в самом	8	12
16	том что	18	11
17	того чтобы	3	11
18	в области	2	11
19	что в	17	10
20	по себе	16	10
21	в языке	7	10
22	а не	15	10
23	вовсе не	7	9
24	то что	18	9
25	самом деле	2	9
26	для того	4	9
27	не может	6	9
28	с другой	7	8
29	прежде всего	3	8
30	не в	15	8
31	только потому	3	8
32	уже не	6	8
33	и что	10	8
34	языка и	2	8
35	что это	4	7
36	не менее	5	7
37	в силу	3	7
38	все же	2	7
39	но и	19	7
40	другой стороны	4	7
41	и с	2	7
42	слова в	7	6
43	по крайней	5	6
44	крайней мере	5	6
45	в этой	2	6
46	но не	7	6
47	что не	8	6
48	в речи	2	6
49	тем не	3	6
50	то же	23	6
51	слово это	2	6
52	между тем	9	6
53	и на	3	6
54	что мы	8	6
55	не могут	5	5
56	что все	3	5
57	что он	6	5
58	об этом	2	5
59	еще не	5	5
60	несмотря на	2	5
61	в его	4	5
62	этого слова	11	5
63	один из	4	5
64	и тем	5	5
65	слова и	5	5
66	вместе с	12	5
67	что же	2	5
68	все это	4	5
69	таким образом	14	5
70	там где	3	5
71	целый ряд	2	5
72	и то	8	5
73	не следует	5	5
74	само по	3	5
75	только в	21	5
76	была бы	4	4
77	в них	5	4
78	перед нами	2	4
79	к этому	3	4
80	на то	2	4
81	можно сказать	3	4
82	к тому	7	4
83	но только	2	4
84	для нас	20	4
85	ни в	2	4
86	но все	2	4
87	что я	5	4
88	должно быть	5	4
89	или в	3	4
90	от того	8	4
91	как бы	3	4
92	в нем	9	4
93	со стороны	3	4
94	так же	3	4
95	это слово	4	4
96	не было	4	4
97	и о	2	4
98	не имеет	6	4
99	сказать что	5	4
100	могут быть	3	4
101	в каком	5	4
102	говорить о	3	4
103	в то	10	4
104	в разговоре	2	4
105	так и	11	4
106	уже в	5	3
107	у него	2	3
108	что слово	7	3
109	точно так	12	3
110	этого не	3	3
111	же время	5	3
112	что оно	11	3
113	а только	3	3
114	то для	2	3
115	же в	2	3
116	это и	2	3
117	но это	6	3
118	в большей	2	3
119	связи с	2	3
120	никак не	3	3
121	в ней	8	3
122	он не	4	3
123	что и	13	3
124	не все	4	3
125	что она	3	3
126	как в	10	3
127	так в	2	3
128	в форме	2	3
129	с этим	6	3
130	то и	6	3
131	этом отношении	2	3
132	не знает	3	3
133	именно в	3	3
134	те же	6	3
135	как мы	7	3
136	того что	18	3
137	что такое	2	3
138	и по	4	3
139	то или	2	3
140	а в	12	3
141	и его	4	3
142	слов в	2	3
143	слова не	2	3
144	тем что	7	3
145	языка в	5	3
146	на это	4	3
147	указание на	2	3
148	и это	4	3
149	есть в	3	3
150	с тем	7	2
151	себе не	4	2
152	это в	2	2
153	и есть	3	2
154	смысле этого	7	2
155	свое место	2	2
156	оно не	4	2
157	с этой	2	2
158	не как	2	2
159	и от	4	2
160	и все	3	2
161	быть не	2	2
162	и до	2	2
163	на все	2	2
164	представить себе	3	2
165	не всегда	2	2
166	язык не	2	2
167	его к	2	2
168	что они	2	2
169	то тем	3	2
170	и потому	4	2
171	но слово	3	2
172	с одной	7	2
173	свою очередь	3	2
174	очевидно что	5	2
175	но что	2	2
176	в свою	3	2
177	когда в	2	2
178	она не	2	2
179	при этом	3	2
180	по поводу	4	2
181	и если	2	2
182	к слову	2	2
183	привести в	2	2
184	же и	3	2
185	бы например	2	2
186	в свое	2	2
187	и даже	2	2
188	так или	2	2
189	был бы	2	2
190	к нему	3	2
191	мы видели	4	2
192	в своей	2	2
193	не говоря	3	2
194	есть вместе	2	2
195	в их	2	2
196	и следовательно	3	2
197	в своем	5	2
198	в основании	2	2
199	которое было	2	2
200	или же	4	2
201	того как	4	2
202	все равно	4	2
203	как и	10	2
204	образом в	3	2
205	в буквальном	2	2
206	но оно	6	2
207	тем самым	7	2
208	тем же	4	2
209	дает нам	3	2
210	той же	2	2
211	что для	4	2
212	в которых	2	2
213	быть только	4	2
214	от этого	2	2
215	и вообще	3	2
216	могла бы	2	2
217	мы должны	4	2
218	что эта	2	2
219	ответ на	3	2
220	иметь в	2	2
221	то не	2	2
222	не то	3	2
223	только как	5	2
