N	2gram	Bakhtin_fo_1	Narrotol
1	не только	9	32
2	может быть	11	25
3	но и	8	23
4	в качестве	3	21
5	и не	14	20
6	и в	50	19
7	то есть	33	19
8	в том	9	18
9	в этом	25	17
10	в частности	6	14
11	том что	4	14
12	не в	5	14
13	а не	3	12
14	то что	6	11
15	а в	3	11
16	не может	6	10
17	точки зрения	5	10
18	при этом	3	9
19	так и	12	9
20	в его	13	9
21	с другой	2	8
22	не является	2	8
23	во времени	3	8
24	и т.п	4	8
25	в себе	3	8
26	времени и	10	7
27	как и	8	7
28	еще не	5	7
29	к тому	3	7
30	а также	2	7
31	все же	6	7
32	как в	6	7
33	по отношению	3	7
34	с одной	3	7
35	одной стороны	2	7
36	том числе	4	6
37	с его	9	6
38	отношению к	5	6
39	но не	5	6
40	именно в	3	6
41	в той	4	6
42	но в	10	6
43	и как	10	5
44	отнюдь не	5	5
45	по себе	2	5
46	или иной	2	5
47	тому же	2	5
48	в форме	3	5
49	уже не	2	5
50	и его	16	5
51	в данном	2	5
52	в основе	5	5
53	между двумя	6	5
54	в отличие	2	5
55	к себе	4	5
56	отличие от	2	5
57	далеко не	2	5
58	мира в	3	5
59	точку зрения	2	4
60	во втором	2	4
61	прежде всего	15	4
62	в пространстве	5	4
63	в нем	24	4
64	у него	6	4
65	что не	3	4
66	то же	11	4
67	же в	3	4
68	да и	3	4
69	но все	5	4
70	же время	9	4
71	было бы	2	4
72	связи с	6	4
73	имеет место	3	4
74	одной из	3	4
75	той или	2	4
76	как бы	2	4
77	хотя бы	2	4
78	в особенности	9	4
79	те же	2	4
80	числе и	2	4
81	сказать что	3	4
82	только в	4	4
83	героя и	7	4
84	здесь не	4	4
85	и с	4	4
86	жизни в	8	3
87	же как	2	3
88	что в	5	3
89	могут быть	5	3
90	никогда не	2	3
91	уже в	2	3
92	в свою	2	3
93	ни в	8	3
94	в присутствии	4	3
95	одна из	2	3
96	в сущности	3	3
97	хотя и	3	3
98	в ней	4	3
99	он не	5	3
100	и даже	2	3
101	один из	3	3
102	с ее	6	3
103	жизни и	8	3
104	в ее	6	3
105	не обязательно	2	3
106	даже не	2	3
107	этом отношении	3	3
108	как мы	14	3
109	и на	8	3
110	тем что	2	3
111	не о	2	3
112	на себя	2	3
113	в то	9	3
114	не являются	2	2
115	на другой	2	2
116	себя и	3	2
117	между собой	4	2
118	в своем	4	2
119	оно не	2	2
120	здесь и	2	2
121	не как	2	2
122	не могло	5	2
123	другой день	2	2
124	в литературе	16	2
125	совершенно иной	3	2
126	по существу	12	2
127	есть в	2	2
128	о своей	2	2
129	между ними	3	2
130	в значительной	2	2
131	для него	2	2
132	в пределах	5	2
133	например в	6	2
134	наряду с	5	2
135	к другому	2	2
136	и потому	3	2
137	и др	9	2
138	нет и	2	2
139	не имеет	4	2
140	его жизни	8	2
141	время в	6	2
142	эпизоды в	2	2
143	и до	5	2
144	отношение к	2	2
145	во всей	3	2
146	так же	6	2
147	как раз	13	2
148	в связи	5	2
149	отношения к	3	2
150	не было	7	2
151	все эти	9	2
152	человека в	17	2
153	в классическом	3	2
154	совершенно не	2	2
155	они не	3	2
156	что мы	2	2
157	времени в	7	2
158	и для	4	2
159	с точки	2	2
160	это не	6	2
161	роль в	9	2
162	в таком	3	2
163	или в	3	2
164	в результате	6	2
165	одно из	3	2
166	всей его	2	2
167	и ее	3	2
168	здесь совершенно	2	2
169	все то	2	2
170	и все	6	2
171	жизни но	5	2
172	его в	3	2
173	ничего не	9	2
