N	2gram	Losev_Prob_5	Problemy
1	и в	30	46
2	то есть	21	40
3	и не	12	27
4	может быть	7	23
5	как бы	6	19
6	не может	5	19
7	в нем	6	17
8	в этом	17	16
9	не только	18	14
10	но и	13	12
11	как и	7	12
12	как мы	2	12
13	и на	6	11
14	точки зрения	10	11
15	в одном	3	11
16	а не	5	11
17	не в	7	10
18	прежде всего	6	9
19	в том	12	9
20	в самом	5	9
21	и все	9	9
22	вовсе не	8	9
23	и к	4	9
24	в его	12	9
25	с точки	8	9
26	до сих	2	8
27	конечно не	2	8
28	сих пор	2	8
29	или в	4	8
30	и с	5	7
31	по себе	2	7
32	еще не	3	7
33	как раз	5	7
34	в себе	4	7
35	никогда не	7	6
36	ни в	4	6
37	есть в	2	6
38	хотя и	8	6
39	но в	9	6
40	что он	7	6
41	то же	2	6
42	и он	4	6
43	и его	6	6
44	только в	9	6
45	это не	2	5
46	о себе	2	5
47	при этом	4	5
48	и сам	4	5
49	в котором	2	5
50	к нему	3	5
51	жизни и	2	5
52	по отношению	2	5
53	мы находим	7	5
54	в самой	3	5
55	в то	4	5
56	так как	6	5
57	у него	11	5
58	о том	12	5
59	отношению к	2	5
60	том числе	2	4
61	уже в	2	4
62	что в	5	4
63	можно сказать	6	4
64	да и	2	4
65	и нет	2	4
66	кроме того	2	4
67	в виду	3	4
68	таким образом	13	4
69	еще и	4	4
70	все эти	2	4
71	людей и	13	4
72	потому что	13	4
73	он и	5	4
74	мы не	2	4
75	мы можем	5	4
76	как в	2	4
77	раз и	2	4
78	том что	17	4
79	но не	7	4
80	он не	3	4
81	все же	9	4
82	то что	18	4
83	так и	7	4
84	уже не	6	4
85	самом деле	2	4
86	здесь не	7	4
87	и другие	3	3
88	в отношении	3	3
89	с другой	6	3
90	человека и	4	3
91	не могут	2	3
92	на то	2	3
93	мы и	2	3
94	в своем	11	3
95	но для	2	3
96	преступления и	2	3
97	и для	6	3
98	не к	2	3
99	отношение к	2	3
100	и их	5	3
101	и до	2	3
102	другой стороны	6	3
103	так же	5	3
104	и только	2	3
105	с помощью	2	3
106	жизнь в	3	3
107	и даже	14	3
108	также и	12	3
109	но он	5	3
110	в конце	8	3
111	мы имеем	2	3
112	по существу	2	3
113	по своей	2	3
114	того же	4	3
115	и что	6	3
116	было бы	4	3
117	в своей	22	3
118	и о	5	3
119	никак не	8	3
120	что и	6	3
121	на него	2	3
122	еще более	3	3
123	тем же	3	3
124	жизнь и	3	3
125	тем что	2	3
126	в этой	10	3
127	далеко не	4	3
128	дело в	2	3
129	не менее	5	2
130	если только	2	2
131	он сам	3	2
132	только и	3	2
133	в одной	2	2
134	от них	2	2
135	к тому	2	2
136	все время	3	2
137	все в	3	2
138	для нас	10	2
139	без всякого	2	2
140	мы будем	2	2
141	так что	11	2
142	и как	6	2
143	но все	4	2
144	в античной	2	2
145	смысле слова	3	2
146	в большей	2	2
147	и является	2	2
148	и тем	3	2
149	людей в	5	2
150	в первой	2	2
151	то и	2	2
152	в других	3	2
153	они не	2	2
154	а в	6	2
155	не входит	2	2
156	в результате	7	2
157	сказать что	9	2
158	о котором	3	2
159	с ним	3	2
160	между тем	2	2
161	поэтому и	2	2
162	находим в	2	2
163	здесь конечно	2	2
164	в духе	3	2
165	этом смысле	3	2
166	раз в	2	2
167	у нас	7	2
168	все что	2	2
169	указывает на	3	2
170	здесь в	2	2
171	в заключение	2	2
172	об этом	4	2
173	когда он	2	2
174	вместе с	7	2
175	при всем	2	2
176	бы не	3	2
177	себе а	2	2
178	или к	2	2
179	и они	2	2
180	хотя бы	2	2
181	можно было	2	2
182	ничего не	2	2
183	в атмосфере	2	2
184	в данном	2	2
185	тем как	2	2
186	во всяком	2	2
187	от этого	3	2
188	в другом	3	2
189	остается на	2	2
190	того как	5	2
