N	2gram	Propp_Isto_3	Morfolog
1	может быть	11	52
2	и т	16	49
3	т д	15	47
4	и пр	11	40
5	волшебного средства	2	21
6	таким образом	10	20
7	в сказке	50	19
8	представляет собой	3	17
9	не может	4	17
10	т е	16	16
11	в этих	11	16
12	могут быть	5	15
13	с этим	8	14
14	этих случаях	7	14
15	и в	22	13
16	в этом	17	13
17	и др	2	12
18	так как	7	12
19	мы видим	8	11
20	связи с	6	11
21	видим что	4	10
22	представляют собой	4	10
23	прежде всего	3	9
24	не всегда	4	9
25	этом случае	5	9
26	так и	2	9
27	в связи	3	9
28	из дома	2	9
29	то же	6	9
30	и не	12	9
31	а не	6	9
32	мы имеем	19	9
33	с другой	7	8
34	а затем	3	8
35	что и	9	8
36	при помощи	3	8
37	вопрос о	2	7
38	в тех	2	7
39	в качестве	2	7
40	в лес	12	7
41	все же	5	7
42	имеем в	4	7
43	это не	6	6
44	этот случай	8	6
45	и здесь	7	6
46	в том	9	6
47	но не	7	6
48	а также	2	6
49	а в	6	6
50	во время	6	6
51	не менее	5	5
52	здесь можно	6	5
53	и другие	4	5
54	мы увидим	3	5
55	далеко не	3	5
56	не все	6	5
57	один из	5	5
58	то что	7	5
59	сюда же	2	5
60	образом мы	2	5
61	или в	11	5
62	потому что	3	5
63	что в	15	4
64	и как	3	4
65	раньше чем	3	4
66	вовсе не	2	4
67	очень часто	3	4
68	увидим ниже	3	4
69	тем не	5	4
70	отношению к	2	4
71	было бы	3	4
72	на его	3	4
73	не только	14	4
74	то это	2	4
75	в некоторых	5	4
76	как в	2	4
77	как мы	8	4
78	другой стороны	7	4
79	так же	3	4
80	по отношению	2	4
81	как и	3	4
82	там где	7	4
83	следующим образом	3	4
84	то мы	2	4
85	хотя и	2	4
86	тем что	4	4
87	точки зрения	2	4
88	видно что	2	4
89	на этом	4	4
90	его в	3	4
91	а если	3	4
92	ничего не	6	4
93	в других	4	4
94	связана с	3	3
95	независимо от	2	3
96	если бы	6	3
97	а то	2	3
98	вступают в	2	3
99	с собой	2	3
100	же в	2	3
101	том что	8	3
102	но все	2	3
103	но это	3	3
104	что они	8	3
105	в целом	3	3
106	в пределах	4	3
107	он не	5	3
108	случай мы	2	3
109	обращаются с	2	3
110	ни в	2	3
111	но и	12	3
112	отправляется в	2	3
113	целый ряд	3	3
114	на самом	2	3
115	к нему	5	3
116	и для	2	3
117	друг друга	6	3
118	прибывает домой	2	3
119	мы можем	6	3
120	из них	7	3
121	и ее	3	3
122	в то	2	3
123	мы должны	7	3
124	с того	2	3
125	из приведенных	3	3
126	но в	10	3
127	затем уже	2	2
128	лес и	3	2
129	и более	2	2
130	с тем	2	2
131	в лесу	26	2
132	в виде	2	2
133	в частности	5	2
134	его и	4	2
135	можно установить	5	2
136	точно так	2	2
137	состоит в	3	2
138	к этому	7	2
139	что он	9	2
140	утверждать что	2	2
141	можно сказать	2	2
142	и к	3	2
143	ином царстве	2	2
144	не с	2	2
145	в нее	2	2
146	поставить вопрос	2	2
147	только в	4	2
148	от него	2	2
149	на дороге	2	2
150	они и	3	2
151	есть и	5	2
152	то время	2	2
153	когда герой	2	2
154	одной стороны	2	2
155	у нее	2	2
156	но есть	2	2
157	что некоторые	3	2
158	мы уже	6	2
159	никто не	2	2
160	лесной избушки	2	2
161	что сказка	5	2
162	герой бежит	3	2
163	в ином	6	2
164	следует за	2	2
165	же можно	2	2
166	дома в	8	2
167	нарушение запрета	4	2
168	герой в	2	2
169	быть и	3	2
170	с одной	2	2
171	все эти	4	2
172	женится на	6	2
173	перейти к	2	2
174	три ночи	3	2
175	и что	2	2
176	того что	5	2
177	уже не	7	2
178	этим же	2	2
179	не имеет	2	2
180	после чего	10	2
181	и его	4	2
182	и сказка	2	2
183	этот вопрос	2	2
184	в другом	2	2
185	сказке о	4	2
186	или не	2	2
187	или по	5	2
188	мужа в	3	2
189	о том	3	2
190	из дому	3	2
191	здесь не	3	2
192	большинстве случаев	2	2
193	одна из	2	2
194	сказать что	3	2
195	как это	4	2
196	время как	2	2
