N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	24
2	не только	16	21
3	и т	28	17
4	т д	5	16
5	может быть	14	14
6	не может	14	14
7	в этих	2	13
8	как в	8	12
9	в этом	12	12
10	и здесь	3	12
11	но и	16	11
12	это не	6	10
13	у него	3	10
14	том что	2	10
15	а в	6	10
16	мы видим	2	10
17	с другой	5	9
18	не в	7	9
19	все же	7	9
20	о том	3	9
21	потому что	2	9
22	еще не	4	8
23	все это	5	8
24	другой стороны	4	8
25	то же	14	8
26	а не	15	8
27	или в	8	8
28	так как	3	8
29	один из	4	7
30	в том	3	7
31	одна из	2	7
32	во всех	17	7
33	к нему	5	7
34	таким образом	9	7
35	всех этих	4	6
36	с этой	3	6
37	для нас	2	6
38	как и	4	6
39	так же	2	6
40	но не	2	6
41	в нем	30	6
42	он не	3	6
43	и все	4	6
44	того что	3	6
45	только в	6	6
46	одной стороны	4	5
47	отношение к	7	5
48	дело не	2	5
49	так и	11	5
50	с одной	4	5
51	с ним	7	5
52	ничего не	4	5
53	там где	4	5
54	но в	8	5
55	никогда не	3	4
56	вовсе не	7	4
57	он может	2	4
58	по существу	3	4
59	при этом	6	4
60	одной из	3	4
61	мы уже	2	4
62	со своим	5	4
63	же как	2	4
64	как бы	12	4
65	ли он	4	4
66	в их	4	4
67	и не	16	4
68	в других	3	4
69	мы не	2	4
70	так в	2	4
71	точки зрения	16	4
72	в данном	3	4
73	с его	4	3
74	в другой	2	3
75	из одного	2	3
76	в качестве	3	3
77	в них	6	3
78	так что	2	3
79	что они	2	3
80	кроме того	4	3
81	например в	2	3
82	эта форма	3	3
83	его в	3	3
84	с ней	2	3
85	сих пор	2	3
86	данном случае	3	3
87	по своим	6	3
88	как мы	8	3
89	и наконец	4	3
90	и даже	6	3
91	и по	2	3
92	и его	14	3
93	хотя и	2	3
94	из этих	3	3
95	связи с	2	3
96	и этим	3	3
97	как только	3	2
98	перед нами	4	2
99	и там	3	2
100	в прямой	2	2
101	но по	2	2
102	тому что	2	2
103	того же	6	2
104	вообще не	3	2
105	или даже	2	2
106	и от	4	2
107	лежит в	4	2
108	но здесь	3	2
109	к этому	2	2
110	прежде всего	8	2
111	не могут	3	2
112	вместе со	2	2
113	и ее	3	2
114	в то	14	2
115	в ее	2	2
116	связанные с	3	2
117	то время	2	2
118	она не	3	2
119	было бы	3	2
120	на его	8	2
121	в самом	5	2
122	и эта	2	2
123	но оно	3	2
124	и о	2	2
125	в основном	3	2
126	в котором	2	2
127	и др	14	2
128	и тем	2	2
129	на ту	2	2
130	на том	2	2
131	связь с	2	2
132	здесь не	2	2
133	уже не	2	2
134	нами в	2	2
135	в особенности	8	2
136	характерно что	2	2
137	и у	2	2
138	в которой	4	2
139	друг друга	3	2
140	время как	2	2
141	почти всегда	3	2
142	не его	2	2
143	сказать что	2	2
144	в основе	5	2
145	из них	3	2
146	он в	5	2
147	с этим	3	2
148	но он	2	2
149	и на	14	2
150	только на	2	2
151	все эти	9	2
152	конечно не	3	2
153	все его	4	2
154	до сих	2	2
155	не видят	2	2
