N	3gram	Tiupa_Hudo_1	TeoriaLi
1	по отношению к	9	8
2	в отличие от	7	7
3	я в мире	6	7
4	кадров внутреннего зрения	3	7
5	то же время	5	6
6	присутствия я в	5	6
7	в то же	5	6
8	в том что	7	6
9	так и не	4	5
10	присутствия в мире	6	5
11	не сводится к	5	5
12	роли в миропорядке	4	5
13	того или иного	3	5
14	порядка в душе	4	4
15	состоит в том	5	4
16	более или менее	5	4
17	в конечном счете	5	4
18	эстетическое отношение к	3	3
19	можно сказать что	3	3
20	той или иной	4	3
21	в свою очередь	2	3
22	читателя зрителя слушателя	3	3
23	порядок в душе	3	3
24	в этом смысле	3	3
25	с другой стороны	5	3
26	тем не менее	3	3
27	ни в мире	3	3
28	в порядке образующем	2	2
29	его эстетической доминантой	2	2
30	в равной степени	2	2
31	в эстетический объект	2	2
32	в рамках которого	2	2
33	сближение но не	2	2
34	или говоря иначе	2	2
35	и того же	2	2
36	не в самом	2	2
37	модус художественности состоит	2	2
38	стихотворении пушкина что	2	2
39	в противном случае	2	2
40	не следует смешивать	3	2
41	в читателя концепированного	2	2
42	читателя в читателя	2	2
43	одного и того	2	2
44	всех подобных случаях	2	2
45	организации художественного текста	3	2
46	говорить о законе	2	2
47	но он не	2	2
48	значении этого слова	2	2
49	в данный момент	2	2
50	он тем не	2	2
51	войне и мире	2	2
52	в имени тебе	2	2
53	слове о полку	2	2
54	отношение представляет собой	2	2
55	причастной вненаходимости бахтин	2	2
56	или иного жанра	2	2
57	и некоторые иные	2	2
58	сама по себе	2	2
59	отношению к герою	2	2
60	субъектной организации художественного	2	2
61	эстетическое отношение представляет	2	2
62	что в основе	2	2
63	и в форме	2	2
64	и не могло	2	2
65	индивидуального речевого замысла	2	2
66	в качестве текста	2	2
67	в тарасе бульбе	2	2
68	мы имеем дело	2	2
69	композиционных форм высказывания	2	2
70	человека к действительности	2	2
71	в единое целое	2	2
72	следует смешивать с	3	2
73	отношении обратного параллелизма	2	2
74	тех или иных	2	2
75	пушкина что в	2	2
76	мы легко догадываемся	2	2
77	но не слияние	2	2
78	личностного присутствия в	2	2
79	типа эстетического завершения	2	2
80	и то же	3	2
81	процесс превращения реального	2	2
82	в этом мире	2	2
83	в стилистическом отношении	2	2
84	по своей природе	2	2
85	не могло быть	2	2
86	в слове о	2	2
87	либо в сторону	2	2
88	вокруг я героя	2	2
89	с точки зрения	3	2
90	до прихода в	2	2
91	в войне и	2	2
92	элемента эстетической реальности	2	2
93	не может быть	3	2
94	мастера и маргариты	2	2
95	в структуре текста	2	2
96	превращения реального читателя	2	2
97	потребности и способности	2	2
98	тот или иной	2	2
99	внутренней и внешней	2	2
100	сегментов текста как	2	2
101	предпосылкой эстетического отношения	2	2
102	одно и то	3	2
103	с одной стороны	2	2
104	я с его	2	2
105	реального читателя в	2	2
106	всех без исключения	3	2
107	а с другой	2	2
108	факторов художественного впечатления	3	2
109	ведет по пути	2	2
110	расположилось в порядке	2	2
111	в отношении обратного	2	2
112	что в имени	2	2
113	о полку игореве	2	2
114	в русской литературе	2	2
115	как элемента эстетической	2	2
116	и его внешней	4	2
117	все расположилось в	2	2
118	объективной предпосылкой эстетического	2	2
119	внутренняя граница личности	2	2
120	так или иначе	3	2
121	во всех подобных	2	2
122	первичной знаковой системы	3	2
