N	2gram	Losev_Prob_3	VerxiiNi
1	и в	44	26
2	таким образом	9	22
3	с тем	5	18
4	вместе с	2	15
5	в этом	17	15
6	точки зрения	5	13
7	как бы	9	12
8	в том	21	11
9	может быть	28	10
10	не только	14	10
11	и с	9	10
12	связи с	8	9
13	что в	8	9
14	но и	10	9
15	так как	9	9
16	с другой	7	8
17	но не	3	8
18	и не	35	8
19	и у	2	8
20	как на	2	8
21	том что	12	7
22	но все	3	7
23	из них	2	7
24	то что	23	7
25	а с	2	7
26	с одной	2	7
27	потому что	25	7
28	но в	12	7
29	в конце	5	6
30	к тому	3	6
31	и потому	7	6
32	того же	2	6
33	всяком случае	6	6
34	что и	9	6
35	все же	6	6
36	так и	10	6
37	все это	5	6
38	в отношении	2	6
39	все эти	7	6
40	с точки	2	6
41	во всяком	9	6
42	в себе	8	6
43	мы должны	7	6
44	о том	6	6
45	и к	6	5
46	крайней мере	5	5
47	до сих	2	5
48	в его	9	5
49	никогда не	6	5
50	сих пор	2	5
51	так же	5	5
52	а не	18	5
53	не имеет	9	5
54	и для	2	5
55	по крайней	5	5
56	в этих	2	4
57	и от	9	4
58	что все	2	4
59	что он	9	4
60	в нем	9	4
61	очень мало	2	4
62	из которых	2	4
63	в самом	3	4
64	в котором	2	4
65	не может	7	4
66	и только	6	4
67	а в	5	4
68	то же	13	4
69	что оно	2	4
70	и что	7	4
71	и тогда	3	4
72	на этот	4	4
73	и по	2	4
74	с другими	3	4
75	в которых	3	4
76	ничем не	2	4
77	в виде	6	4
78	он не	8	4
79	в то	9	4
80	только в	19	4
81	то есть	34	4
82	в этой	3	4
83	не менее	10	3
84	же как	3	3
85	и другие	3	3
86	что это	3	3
87	если бы	3	3
88	как о	5	3
89	хотя бы	3	3
90	точно так	3	3
91	ясно что	6	3
92	можно сказать	6	3
93	для него	3	3
94	так что	12	3
95	и как	3	3
96	и при	2	3
97	в своем	5	3
98	в качестве	3	3
99	и нет	2	3
100	случае не	3	3
101	и если	6	3
102	и о	5	3
103	тем не	10	3
104	когда он	2	3
105	с ней	5	3
106	в связи	7	3
107	при этом	4	3
108	но с	2	3
109	уже не	7	3
110	того что	8	3
111	и даже	14	3
112	в которой	2	3
113	у них	2	3
114	в таком	5	3
115	с этой	3	3
116	в результате	2	3
117	конце концов	3	3
118	уже в	3	2
119	или иное	2	2
120	ни было	3	2
121	он в	2	2
122	именно в	2	2
123	из себя	3	2
124	при таком	2	2
125	сравнению с	2	2
126	но когда	2	2
127	и особенно	2	2
128	прежде всего	3	2
129	на то	3	2
130	или иной	8	2
131	а также	4	2
132	и здесь	5	2
133	к одной	2	2
134	самой этой	2	2
135	по существу	2	2
136	то ни	6	2
137	мы видели	2	2
138	в начале	2	2
139	по своему	2	2
140	том виде	2	2
141	что мы	8	2
142	еще не	5	2
143	и больше	3	2
144	общего с	3	2
145	той или	12	2
146	но если	6	2
147	и является	4	2
148	бы то	4	2
149	жизни и	6	2
150	то или	3	2
151	во всех	2	2
152	и сами	2	2
153	в процессе	2	2
154	быть и	3	2
155	только что	2	2
156	отличается от	4	2
157	для этого	6	2
158	иной раз	3	2
159	не было	5	2
160	если не	3	2
161	мы имеем	2	2
162	этой точки	2	2
163	в самой	2	2
164	быть даже	3	2
165	его не	2	2
166	сказать что	16	2
167	не в	13	2
168	еще на	2	2
169	мы можем	6	2
170	по сравнению	2	2
171	и после	2	2
172	ничего общего	7	2
173	или по	4	2
174	же самое	9	2
175	и все	3	2
176	и это	9	2
177	из этого	3	2
178	очень много	3	2
179	в виду	10	2
180	из него	2	2
