N	2gram	Propp_Russ_2	Myshleni
1	в том	22	33
2	том что	22	27
3	то что	5	20
4	в этом	11	19
5	того что	3	17
6	и в	29	15
7	не только	10	15
8	что в	22	14
9	таким образом	6	14
10	того чтобы	6	12
11	но и	8	10
12	было бы	3	10
13	для того	6	10
14	мы не	6	10
15	может быть	13	9
16	не может	5	9
17	о том	9	9
18	связи с	2	9
19	никогда не	2	8
20	не в	4	8
21	и что	5	8
22	одной стороны	2	7
23	с одной	2	7
24	потому что	5	7
25	как бы	18	7
26	что это	3	6
27	как мы	3	6
28	в этой	3	6
29	в виду	2	6
30	мы видели	7	6
31	с другой	2	6
32	как это	4	6
33	но в	5	6
34	по этому	2	6
35	как и	11	6
36	вместе с	6	6
37	там где	2	6
38	это не	5	5
39	представление о	5	5
40	вопрос о	4	5
41	что с	2	5
42	друг друга	3	5
43	полагает что	2	5
44	видели что	4	5
45	тогда когда	4	5
46	по существу	4	5
47	то же	4	5
48	можно было	2	5
49	этот вопрос	2	5
50	связь между	2	5
51	прежде всего	2	4
52	из этих	2	4
53	для нас	6	4
54	переход от	2	4
55	том чтобы	2	4
56	с развитием	2	4
57	все это	10	4
58	в них	4	4
59	не имеет	3	4
60	так же	4	4
61	а в	9	4
62	их в	4	4
63	и с	10	4
64	так как	13	4
65	к этому	5	4
66	все же	2	4
67	в качестве	3	4
68	в своей	2	4
69	как в	7	4
70	того как	2	4
71	а с	2	4
72	с в	8	4
73	в которой	2	4
74	в эту	3	4
75	для этого	5	3
76	во время	12	3
77	такое объяснение	2	3
78	рассматривается как	2	3
79	об этом	2	3
80	очевидно что	2	3
81	не можем	2	3
82	при этом	6	3
83	из них	4	3
84	данном случае	7	3
85	что для	3	3
86	все эти	3	3
87	и по	3	3
88	с другими	3	3
89	в которых	4	3
90	рассматриваться как	2	3
91	мы имеем	6	3
92	и все	4	3
93	это представление	4	3
94	с этим	2	3
95	состоит в	15	3
96	но не	5	3
97	что при	2	3
98	что она	3	3
99	этому поводу	2	3
100	должны были	2	3
101	на самом	2	3
102	а не	4	3
103	из которых	2	3
104	при рассмотрении	2	3
105	или в	7	3
106	в данном	6	3
107	в отличие	3	3
108	и ее	2	3
109	отличие от	3	3
110	чем в	2	2
111	же как	4	2
112	своей книге	2	2
113	в этих	3	2
114	эта теория	4	2
115	с этой	2	2
116	как например	3	2
117	как уже	2	2
118	что на	2	2
119	живет в	3	2
120	и как	2	2
121	только тогда	3	2
122	в котором	3	2
123	он показывает	2	2
124	после этого	2	2
125	могут быть	2	2
126	в некоторых	9	2
127	в их	2	2
128	и других	3	2
129	должно быть	2	2
130	в других	15	2
131	но если	3	2
132	что здесь	3	2
133	во всем	2	2
134	а также	4	2
135	в стороне	2	2
136	связь с	3	2
137	нет никаких	2	2
138	именно в	4	2
139	приводит нас	2	2
140	представляет собой	2	2
141	и другой	3	2
142	следующим образом	5	2
143	том же	4	2
144	к ней	2	2
145	должен быть	2	2
146	что и	2	2
147	ее в	8	2
148	во всех	3	2
149	с ней	5	2
150	и для	2	2
151	не объясняет	3	2
152	в течение	2	2
153	ней в	2	2
154	нас к	3	2
155	у них	2	2
156	тому как	3	2
157	тем что	3	2
158	моментов в	2	2
159	подобно тому	3	2
160	на эту	2	2
161	заметить что	2	2
