N	2gram	Trubetskoy_1	Istorich
1	и в	14	22
2	в этом	17	17
3	и т	3	16
4	что в	4	15
5	не только	9	14
6	но и	10	12
7	и не	19	12
8	может быть	9	11
9	в этих	2	11
10	или в	3	11
11	еще не	3	10
12	таким образом	11	10
13	но в	2	10
14	что он	6	9
15	в нем	5	9
16	что и	3	9
17	вместе с	4	9
18	в том	17	9
19	что они	3	8
20	с этим	2	8
21	том что	9	8
22	но не	4	7
23	то что	13	7
24	из них	3	7
25	уже не	2	7
26	мы должны	7	7
27	так как	4	7
28	связи с	3	6
29	мы уже	2	6
30	а в	5	6
31	то же	11	6
32	в течение	2	6
33	а не	2	6
34	друг друга	3	6
35	мы можем	2	6
36	во время	2	6
37	если бы	6	6
38	в частности	2	5
39	так что	2	5
40	до сих	5	5
41	есть и	2	5
42	все же	4	5
43	этом случае	3	5
44	он не	5	5
45	того что	3	5
46	сих пор	5	5
47	к нему	2	5
48	в некоторых	2	5
49	в этой	4	5
50	не в	4	4
51	только в	5	4
52	она не	2	4
53	для нас	2	4
54	его и	2	4
55	и на	5	4
56	в данном	7	4
57	не может	22	4
58	тем что	3	4
59	все эти	2	4
60	в других	2	4
61	и с	7	4
62	для них	3	3
63	состоит в	2	3
64	целый ряд	2	3
65	и от	2	3
66	прежде всего	8	3
67	к тому	7	3
68	и к	6	3
69	как и	4	3
70	и как	3	3
71	но это	2	3
72	все что	4	3
73	у него	2	3
74	было бы	5	3
75	можно ли	3	3
76	в его	4	3
77	никогда не	5	3
78	быть и	2	3
79	ее в	2	3
80	данном случае	3	3
81	со стороны	4	3
82	на том	3	3
83	так же	2	3
84	потому что	5	3
85	из этих	3	3
86	о том	7	3
87	его в	4	3
88	их в	2	3
89	не было	3	2
90	всех этих	3	2
91	с тем	6	2
92	знаем что	3	2
93	и есть	2	2
94	все члены	2	2
95	друг другу	2	2
96	точно так	2	2
97	так часто	2	2
98	вопрос о	5	2
99	во всяком	9	2
100	ни в	2	2
101	в силу	2	2
102	от него	2	2
103	и более	2	2
104	одна из	3	2
105	при этом	5	2
106	в качестве	3	2
107	переносится на	2	2
108	на себя	2	2
109	ли это	4	2
110	совершенно не	2	2
111	себе и	4	2
112	и о	2	2
113	да и	3	2
114	в ней	2	2
115	и потому	3	2
116	всяком случае	6	2
117	в котором	2	2
118	для нее	2	2
119	то это	3	2
120	жизни и	4	2
121	но она	2	2
122	даже не	2	2
123	только на	2	2
124	по отношению	2	2
125	в своем	6	2
126	если не	2	2
127	на самом	6	2
128	этот вопрос	2	2
129	и вот	2	2
130	и что	2	2
131	и даже	2	2
132	и для	6	2
133	и то	4	2
134	между тем	5	2
135	в виде	3	2
136	точки зрения	11	2
137	в другом	3	2
138	в то	10	2
139	как будто	2	2
140	на это	2	2
141	во многих	2	2
142	большинстве случаев	2	2
