N	2gram	Tiupa_Anal_1	Problemy
1	и в	18	43
2	и не	21	29
3	может быть	29	23
4	как бы	5	22
5	не может	22	18
6	в пределах	2	16
7	но и	17	14
8	как и	13	14
9	и т	3	13
10	точки зрения	6	13
11	в этом	13	13
12	что он	3	13
13	в нем	3	12
14	не в	14	11
15	по себе	4	11
16	не только	15	11
17	прежде всего	6	10
18	и на	5	10
19	но в	8	10
20	в его	13	10
21	как мы	2	10
22	никогда не	2	9
23	еще не	3	9
24	в сущности	6	9
25	он не	3	9
26	т п	3	9
27	для него	2	8
28	лишь в	5	8
29	то же	9	8
30	с точки	4	8
31	и его	5	8
32	и сам	2	7
33	в самом	6	7
34	в то	9	7
35	то что	6	7
36	что же	2	7
37	а не	17	7
38	в другом	4	7
39	в том	27	6
40	при этом	12	6
41	в котором	3	6
42	и все	3	6
43	в речь	2	6
44	о нем	3	6
45	здесь не	2	6
46	же время	6	5
47	к нему	3	5
48	по отношению	6	5
49	таким образом	3	5
50	все эти	2	5
51	а в	9	5
52	и с	2	5
53	на фоне	2	5
54	вовсе не	2	5
55	о том	5	5
56	но не	10	5
57	было бы	2	5
58	отношению к	5	5
59	в той	8	5
60	самом деле	2	5
61	в себе	11	5
62	не могут	3	4
63	что в	5	4
64	с другой	4	4
65	к тому	7	4
66	должно быть	2	4
67	в произведении	5	4
68	так как	2	4
69	то есть	11	4
70	а как	2	4
71	с его	3	4
72	более того	3	4
73	в своей	6	4
74	и до	2	4
75	в отличие	6	4
76	только в	6	4
77	далеко не	6	4
78	отличие от	6	4
79	себя и	4	3
80	это не	6	3
81	или иной	6	3
82	тому же	4	3
83	такой же	2	3
84	том или	3	3
85	той или	6	3
86	в их	5	3
87	того и	3	3
88	самим собой	2	3
89	героя в	2	3
90	в художественном	3	3
91	с ним	4	3
92	между тем	5	3
93	если бы	3	3
94	и к	3	3
95	того же	4	3
96	за пределы	2	3
97	даже в	3	3
98	что и	3	3
99	все же	4	3
100	себя в	6	3
101	так и	4	3
102	другого в	3	3
103	в себя	6	3
104	уже не	4	3
105	другой стороны	2	3
106	также и	2	3
107	той же	2	3
108	могут быть	4	3
109	его и	2	2
110	из этих	2	2
111	была бы	2	2
112	вопрос о	2	2
113	его к	2	2
114	ни в	4	2
115	и как	5	2
116	времени и	6	2
117	художественного творчества	2	2
118	и является	2	2
119	могут оказаться	2	2
120	в целом	5	2
121	отношение к	2	2
122	для чего	2	2
123	отличается от	2	2
124	для этого	2	2
125	отношения к	2	2
126	того что	4	2
127	особенно в	2	2
128	каждый из	2	2
129	в категориях	2	2
130	из них	2	2
131	как он	3	2
132	в первом	2	2
133	я и	6	2
134	произведения как	7	2
135	ни было	4	2
136	и та	2	2
137	между собой	2	2
138	и другого	4	2
139	бы ни	2	2
140	на себя	2	2
141	не могу	2	2
142	и о	2	2
143	этого слова	7	2
144	для себя	2	2
145	не есть	8	2
146	в процессе	2	2
147	внутренней речи	5	2
148	но к	2	2
149	а с	3	2
150	том что	12	2
151	что не	3	2
152	может служить	2	2
153	хотя бы	3	2
154	в таком	3	2
155	и то	2	2
156	автора и	3	2
157	с другим	4	2
158	бы не	2	2
