N	2gram	Nazirov_Tv_1	Psycholo
1	то что	8	32
2	и в	21	31
3	в том	7	30
4	и т	3	26
5	то есть	12	26
6	что в	12	23
7	может быть	5	22
8	таким образом	5	20
9	при помощи	2	20
10	при этом	7	19
11	так как	3	18
12	не может	4	17
13	как и	12	16
14	том что	11	16
15	и не	7	16
16	т п	2	16
17	только в	5	14
18	а не	5	13
19	не только	7	13
20	что и	2	13
21	так же	3	12
22	в этом	6	12
23	в самом	3	11
24	могут быть	2	11
25	не в	2	11
26	отдельного человека	2	10
27	того что	3	10
28	потому что	5	10
29	как в	8	9
30	самом деле	2	9
31	никогда не	3	8
32	вместе с	2	8
33	все это	10	8
34	что он	6	7
35	и его	6	7
36	сказать что	2	7
37	о том	6	7
38	вовсе не	5	6
39	до конца	2	6
40	вслед за	2	6
41	отнюдь не	5	6
42	а в	6	6
43	что она	2	6
44	и даже	3	6
45	в его	13	6
46	и все	6	5
47	все же	5	5
48	так что	2	5
49	говорит что	2	5
50	по самому	2	5
51	как бы	17	5
52	был бы	2	5
53	в целом	4	5
54	то же	13	5
55	с другой	3	5
56	в то	15	5
57	как будто	5	5
58	к тому	2	4
59	в которой	3	4
60	в котором	6	4
61	и другие	3	4
62	в виду	2	4
63	прежде всего	4	4
64	в себе	2	4
65	отличие от	2	4
66	что я	3	4
67	одна из	2	4
68	у него	7	4
69	со всеми	3	4
70	один из	4	4
71	в этих	2	4
72	к этому	2	4
73	и у	2	4
74	в своих	5	4
75	уже в	3	3
76	в частности	2	3
77	конечном счете	4	3
78	в своем	4	3
79	та же	4	3
80	у пушкина	2	3
81	точно так	2	3
82	что все	3	3
83	в каждом	3	3
84	представление о	3	3
85	это и	3	3
86	но это	5	3
87	не будет	2	3
88	но не	3	3
89	в этой	5	3
90	хотя и	3	3
91	он не	8	3
92	и когда	2	3
93	в конечном	4	3
94	себе не	2	3
95	жизни и	3	3
96	в своей	4	3
97	так и	2	3
98	только на	2	3
99	который в	3	3
100	в отличие	2	3
101	и других	3	3
102	но только	2	3
103	и по	3	3
104	той же	3	3
105	в одной	2	3
106	на деле	2	3
107	но в	7	3
108	в основе	2	2
109	не менее	6	2
110	не существует	3	2
111	такой же	2	2
112	в книге	3	2
113	и как	4	2
114	не означает	2	2
115	и от	4	2
116	человека и	4	2
117	в жизни	2	2
118	ее и	2	2
119	это в	3	2
120	намек на	2	2
121	с ним	3	2
122	согласии с	2	2
123	есть не	2	2
124	там же	3	2
125	тем не	2	2
126	уже не	3	2
127	из всех	4	2
128	представляет собой	3	2
129	в качестве	2	2
130	того же	2	2
131	от других	2	2
132	настоящее время	2	2
133	тот же	2	2
134	далеко не	3	2
135	в него	2	2
136	на эти	2	2
137	к жизни	2	2
138	даже в	3	2
139	гораздо более	2	2
140	и тем	2	2
141	в нем	3	2
142	из них	2	2
143	когда он	2	2
144	но и	3	2
145	говорит о	3	2
146	утверждал что	3	2
147	мысли и	4	2
148	приводит к	2	2
149	только что	2	2
150	по мнению	3	2
151	на самом	3	2
152	в себя	2	2
153	тем самым	7	2
154	что для	2	2
155	отказаться от	2	2
156	в чем	2	2
157	как к	2	2
158	и с	3	2
159	приходит к	3	2
160	же самая	2	2
161	ту же	3	2
162	не то	2	2
