N	2gram	Voloshinov_1	Problema
1	в его	6	43
2	и не	26	42
3	и в	19	38
4	не может	24	27
5	может быть	26	26
6	как бы	15	22
7	по отношению	3	21
8	отнюдь не	6	19
9	отношению к	2	19
10	и с	2	17
11	и его	19	16
12	в нем	10	15
13	в этом	16	15
14	независимо от	2	13
15	прежде всего	13	13
16	только в	9	13
17	за пределы	5	12
18	в единстве	2	12
19	ни в	2	11
20	во всех	7	11
21	и для	11	11
22	в области	3	11
23	таким образом	17	10
24	но и	8	9
25	не имеет	3	9
26	его в	3	9
27	не только	8	9
28	место в	3	8
29	в том	6	8
30	и как	3	8
31	и др	2	8
32	точки зрения	34	8
33	было бы	4	8
34	то что	8	8
35	входит в	5	8
36	что в	4	7
37	с другой	5	7
38	с помощью	6	7
39	не в	5	7
40	в самом	10	7
41	между тем	3	7
42	как и	12	7
43	еще не	4	7
44	совершенно не	3	7
45	в своей	3	7
46	как мы	13	7
47	в пределах	6	6
48	а в	4	6
49	не есть	3	6
50	все же	8	6
51	самом деле	10	6
52	с точки	20	6
53	мы можем	2	6
54	там где	2	6
55	ничего не	6	6
56	то же	7	5
57	в своем	2	5
58	формы и	3	5
59	высшей степени	3	5
60	при этом	8	5
61	имеет место	2	5
62	никогда не	2	5
63	явление языка	2	5
64	все эти	7	5
65	должно быть	2	5
66	рядом с	5	5
67	в основе	2	5
68	далеко не	4	5
69	к единству	2	5
70	в высшей	3	5
71	конечно не	5	5
72	в большинстве	3	5
73	так и	11	5
74	и прежде	2	5
75	в отличие	5	5
76	большинстве случаев	3	5
77	а не	7	5
78	могут быть	2	5
79	отличие от	5	5
80	должна быть	2	4
81	не менее	4	4
82	в нашем	2	4
83	на самом	3	4
84	должны быть	3	4
85	в ней	4	4
86	в виду	2	4
87	другой стороны	6	4
88	и только	2	4
89	сказать что	4	4
90	в то	3	4
91	о том	2	4
92	и потому	5	4
93	но в	7	4
94	содержания в	2	4
95	в ее	7	4
96	как вещь	2	4
97	как в	4	4
98	в романе	2	4
99	что не	2	4
100	между ними	4	4
101	хотя бы	5	4
102	можно было	2	4
103	в данном	4	4
104	более того	3	4
105	в себе	2	4
106	дано в	2	3
107	то ни	8	3
108	и от	3	3
109	на материале	8	3
110	слова но	2	3
111	тем не	2	3
112	в дальнейшем	3	3
113	же время	3	3
114	кроме того	6	3
115	из важнейших	2	3
116	науку об	4	3
117	не является	4	3
118	точка зрения	7	3
119	все это	3	3
120	есть лишь	2	3
121	и даже	2	3
122	и на	4	3
123	языка в	14	3
124	наук об	4	3
125	а как	3	3
126	ни было	10	3
127	если бы	2	3
128	и все	5	3
129	этом смысле	2	3
130	ясно что	5	3
131	и к	3	3
132	она может	3	3
133	том что	3	3
134	от него	2	3
135	бы то	8	3
136	может стать	5	3
137	действительности и	3	3
138	одной из	3	3
139	не будем	4	3
140	он не	3	3
141	на почве	6	3
142	нет и	4	3
143	бытия в	7	3
144	культуры и	2	3
145	менее всего	2	3
146	в слове	10	3
147	в таком	2	3
148	с другими	3	3
149	не знает	2	3
150	слова и	3	3
151	и это	3	3
152	не могут	3	2
153	ни к	2	2
154	и есть	3	2
155	в частности	2	2
156	и внешнего	4	2
157	в какой	3	2
158	создает новую	2	2
159	что все	2	2
160	в каждом	7	2
161	первый план	2	2
162	языка для	5	2
163	переходим к	3	2
164	или иной	3	2
165	можно сказать	3	2
166	войти в	3	2
167	узком смысле	2	2
168	основных понятий	2	2
169	связаны с	2	2
170	логику и	2	2
171	связь и	2	2
172	в свою	2	2
173	не дает	3	2
174	и пр	12	2
175	это отношение	2	2
176	не имеют	3	2
177	дело идет	4	2
178	совпадает с	2	2
179	в котором	3	2
180	он может	3	2
181	другими словами	2	2
182	как к	2	2
183	в связи	7	2
184	не было	3	2
185	этом отношении	3	2
186	и других	2	2
187	форм и	4	2
188	здесь мы	4	2
189	лишь в	9	2
190	того что	3	2
191	действительности в	2	2
192	и те	7	2
193	и здесь	6	2
194	в своих	2	2
195	нуждается в	3	2
196	только при	3	2
197	к его	2	2
198	в начале	5	2
199	в истории	3	2
200	мы должны	3	2
201	же самое	3	2
202	оно может	4	2
203	слово в	3	2
204	следовательно не	2	2
205	и более	2	2
206	следует что	3	2
207	и во	2	2
208	не все	2	2
209	к этому	5	2
210	вовсе не	5	2
211	на первый	2	2
212	языка как	17	2
213	что он	2	2
214	у нас	2	2
215	этот момент	2	2
216	и при	3	2
217	связи с	11	2
218	одна из	2	2
219	здесь в	3	2
220	момент и	2	2
221	она не	2	2
222	действительности но	3	2
223	в корне	3	2
224	что и	2	2
225	совершенно независимо	2	2
226	не остается	2	2
227	лишь для	3	2
228	всех сторон	2	2
229	язык в	4	2
230	в двух	2	2
231	человека в	2	2
232	к своему	2	2
233	того чтобы	5	2
234	для того	4	2
235	из которых	2	2
236	и эта	4	2
237	и он	2	2
238	или в	2	2
239	тем что	2	2
240	и ее	3	2
241	в другом	2	2
242	и вообще	2	2
243	без всякой	2	2
244	в единство	4	2
245	со всех	2	2
246	в чем	2	2
