N	2gram	Losev_Dial_1	formyVre
1	и в	18	50
2	в этом	12	25
3	в нем	16	24
4	прежде всего	10	15
5	и не	30	14
6	как мы	4	14
7	вовсе не	7	13
8	как раз	4	13
9	в его	3	13
10	так и	9	12
11	может быть	17	11
12	то же	10	11
13	и как	7	10
14	но в	6	10
15	в конце	4	9
16	в том	9	9
17	же время	4	9
18	в особенности	5	9
19	все эти	2	9
20	в то	6	9
21	не только	13	9
22	ничего не	17	9
23	в самом	3	8
24	и т	21	8
25	и их	2	8
26	но и	7	8
27	как и	2	8
28	жизни и	3	8
29	ни в	15	8
30	т п	2	8
31	не было	6	7
32	все же	5	6
33	в частности	2	6
34	это не	9	6
35	в дальнейшем	5	6
36	в их	3	6
37	не может	12	6
38	так же	4	6
39	так как	11	6
40	с этим	2	6
41	и все	3	6
42	то что	13	6
43	как в	2	6
44	что в	13	5
45	не в	6	5
46	в разных	3	5
47	только и	4	5
48	время как	2	5
49	в основе	3	5
50	точки зрения	17	5
51	всех этих	3	5
52	но все	3	5
53	если бы	12	5
54	отнюдь не	9	5
55	но не	4	5
56	еще не	2	5
57	он не	3	5
58	для того	2	5
59	и у	2	5
60	могут быть	3	5
61	в своем	5	4
62	мы и	2	4
63	и следовательно	2	4
64	в котором	4	4
65	все это	11	4
66	не имеет	15	4
67	потому что	14	4
68	и с	5	4
69	в ней	3	4
70	именно как	2	4
71	пространства и	2	4
72	в них	3	4
73	конечно не	3	4
74	жизнь и	3	4
75	том что	9	4
76	и для	2	4
77	и то	9	4
78	только в	3	4
79	и это	2	4
80	в этих	5	3
81	в отношении	5	3
82	к тому	4	3
83	да и	6	3
84	себе и	2	3
85	хотя и	4	3
86	в виду	5	3
87	один из	3	3
88	отношения к	3	3
89	этом отношении	2	3
90	с одной	2	3
91	именно в	2	3
92	но эта	3	3
93	а в	5	3
94	сказать что	10	3
95	ни к	2	3
96	поэтому и	2	3
97	но они	2	3
98	не знает	2	3
99	и образ	6	3
100	к этому	2	3
101	есть не	3	3
102	в качестве	2	3
103	одно и	4	3
104	и потому	3	3
105	что и	3	3
106	сих пор	2	3
107	только на	3	3
108	еще более	3	3
109	а не	14	3
110	что не	7	3
111	мы видим	4	3
112	с другими	2	3
113	во всяком	4	3
114	в себе	11	3
115	всего необходимо	2	3
116	до сих	2	3
117	же как	2	2
118	никогда не	9	2
119	друг другу	3	2
120	точку зрения	3	2
121	с другой	6	2
122	никто не	2	2
123	была бы	3	2
124	вопрос о	2	2
125	или иной	3	2
126	а только	3	2
127	тому же	2	2
128	они были	2	2
129	лишь как	2	2
130	для него	2	2
131	одной стороны	2	2
132	не о	4	2
133	есть только	5	2
134	отношение к	5	2
135	ни с	6	2
136	еще и	3	2
137	можно только	2	2
138	мы находим	7	2
139	того что	2	2
140	и даже	13	2
141	к ним	2	2
142	в которых	2	2
143	или не	5	2
144	также и	7	2
145	же и	2	2
146	той или	7	2
147	и еще	3	2
148	и является	2	2
149	во всем	2	2
150	мы должны	5	2
151	как он	4	2
152	с ним	6	2
153	теории относительности	2	2
154	друг к	2	2
155	не является	3	2
156	сравнению с	2	2
157	не как	2	2
158	раз и	2	2
159	ясно что	8	2
160	по себе	25	2
161	стороны и	3	2
162	об этом	4	2
163	но конечно	2	2
164	в чем	6	2
165	здесь в	2	2
166	и может	2	2
167	было бы	12	2
168	к ней	4	2
169	внешнее и	4	2
170	но она	3	2
171	нем нет	3	2
172	по сравнению	2	2
173	в своей	2	2
174	к другу	2	2
175	как бы	11	2
176	быть и	4	2
177	даже не	3	2
178	совершенно не	8	2
179	не зная	2	2
180	если мы	2	2
181	уже не	2	2
182	и эта	2	2
183	с точки	12	2
184	хотя бы	6	2
185	у них	3	2
186	в данном	3	2
187	как она	7	2
188	от этого	3	2
189	в каком	8	2
190	и вообще	4	2
