N	2gram	Medvedev_F_2	Problema
1	и не	20	28
2	не только	9	24
3	только в	6	23
4	вовсе не	11	21
5	в том	11	20
6	и в	38	20
7	ни в	2	17
8	не просто	2	16
9	все эти	6	16
10	то что	6	15
11	потому что	2	15
12	было бы	6	14
13	но и	13	14
14	точки зрения	8	14
15	перед нами	2	13
16	не в	15	13
17	даже и	4	13
18	не есть	3	12
19	том что	2	12
20	прежде всего	15	11
21	по себе	7	11
22	с точки	7	11
23	отнюдь не	8	10
24	в качестве	2	10
25	не является	3	10
26	так и	8	10
27	и его	21	10
28	при помощи	2	10
29	едва ли	2	10
30	может быть	23	9
31	все это	3	9
32	и даже	4	9
33	в этом	27	9
34	если бы	5	8
35	что он	5	8
36	таким образом	20	8
37	в той	2	8
38	в результате	6	8
39	во всяком	5	8
40	и все	3	8
41	но в	4	8
42	с другой	3	7
43	это не	2	7
44	мы не	3	7
45	и тем	2	7
46	то же	6	7
47	именно в	5	7
48	а не	6	7
49	сказать что	2	7
50	и с	9	7
51	в ней	6	7
52	здесь не	4	7
53	хотя бы	6	7
54	всех этих	3	6
55	и от	2	6
56	а только	2	6
57	как и	9	6
58	но это	2	6
59	при этом	9	6
60	в виду	2	6
61	другой стороны	4	6
62	в таком	2	6
63	сам по	3	6
64	но не	2	5
65	на самом	3	5
66	хотя и	3	5
67	в нем	13	5
68	в целях	2	5
69	в ее	2	5
70	и о	2	5
71	жизни и	3	5
72	вместе с	6	5
73	как в	4	5
74	то и	3	5
75	не может	14	5
76	только и	3	5
77	так как	4	5
78	если мы	5	5
79	уже не	7	5
80	или в	3	5
81	в этих	2	5
82	уже в	2	4
83	времени и	2	4
84	с тем	11	4
85	в какой	3	4
86	или даже	2	4
87	и для	5	4
88	и ее	6	4
89	это и	5	4
90	в этой	6	4
91	тем самым	2	4
92	кроме того	2	4
93	ни о	5	4
94	в своей	7	4
95	как бы	4	4
96	какой мере	2	4
97	всяком случае	5	4
98	однако не	3	4
99	не имеет	2	4
100	и т	14	4
101	во всех	5	4
102	и только	5	4
103	с этим	5	4
104	а в	6	4
105	что не	4	4
106	и наконец	4	4
107	как раз	6	4
108	в то	5	4
109	в художественном	2	4
110	с ним	2	4
111	в связи	10	3
112	к тому	4	3
113	и более	2	3
114	независимо от	4	3
115	ни на	2	3
116	этом смысле	2	3
117	или иного	5	3
118	и к	4	3
119	является для	2	3
120	как мы	7	3
121	он был	2	3
122	для него	7	3
123	и как	3	3
124	но все	3	3
125	связи с	13	3
126	в истории	6	3
127	совершенно не	4	3
128	же и	2	3
129	в его	10	3
130	не так	2	3
131	то это	3	3
132	что и	8	3
133	в зависимости	3	3
134	что в	7	3
135	т д	5	3
136	не было	6	3
137	самом деле	8	3
138	и другое	2	3
139	для того	3	3
140	к нему	3	3
141	с другими	10	3
142	и на	3	3
143	тем что	8	3
144	из них	4	3
145	правда в	2	3
146	чем же	3	3
147	к его	2	3
148	но как	2	3
149	зависимости от	3	3
150	того или	4	3
151	как это	2	3
152	из этого	2	3
153	в области	3	3
154	как о	4	3
155	все время	6	2
156	по этому	2	2
157	со своей	2	2
158	для этого	2	2
159	мы ни	2	2
160	в корне	7	2
161	столь же	2	2
162	в конце	2	2
163	в понятии	2	2
164	была бы	3	2
165	а наоборот	3	2
166	что именно	2	2
167	с его	11	2
168	то в	2	2
169	является не	2	2
170	что они	4	2
171	для них	3	2
172	в пределах	12	2
173	но именно	3	2
174	и может	3	2
175	что это	3	2
176	в самом	16	2
177	как предмет	2	2
178	по преимуществу	5	2
179	ни одна	2	2
180	он не	6	2
181	в котором	2	2
182	сами по	2	2
183	не могли	2	2
184	все же	8	2
185	не будет	2	2
186	не к	2	2
187	без всякой	3	2
188	а именно	2	2
189	только на	3	2
190	и прежде	3	2
191	того чтобы	3	2
192	и по	2	2
193	есть только	2	2
194	в других	7	2
195	только так	2	2
196	с ними	2	2
197	как они	4	2
198	функции в	2	2
199	в значительной	3	2
200	говорить о	5	2
201	и то	2	2
202	и совершенно	2	2
203	обработке и	2	2
204	его в	3	2
205	произведения искусства	2	2
206	и это	2	2
207	том смысле	3	2
208	в чем	2	2
209	в которой	2	2
210	не то	3	2
211	еще более	5	2
212	это было	3	2
