N	2gram	Tiupa_Lite_2	Myslijsy
1	потому что	2	46
2	то есть	5	34
3	в том	10	32
4	и в	19	30
5	может быть	17	28
6	то же	12	23
7	не только	8	21
8	для нас	2	20
9	но и	10	19
10	том что	7	18
11	то что	7	18
12	того что	5	18
13	что в	4	17
14	в себе	6	16
15	не в	4	15
16	и не	11	15
17	а не	20	15
18	что и	2	13
19	так как	3	13
20	вместе с	5	12
21	а в	3	12
22	так и	7	11
23	как и	10	10
24	и что	2	10
25	в этом	9	10
26	в то	9	10
27	для него	4	9
28	было бы	2	9
29	в нем	3	9
30	мы не	4	9
31	в ней	4	8
32	что не	2	8
33	и то	3	8
34	и без	2	7
35	с другой	8	7
36	вовсе не	2	7
37	так что	4	7
38	с тем	2	7
39	но не	5	7
40	с одной	7	7
41	тем самым	3	7
42	тем что	4	7
43	а потому	2	6
44	что он	3	6
45	но это	3	6
46	из них	2	6
47	то и	3	6
48	не может	9	6
49	уже не	2	6
50	с ним	2	6
51	уже в	2	5
52	одно из	2	5
53	в них	2	5
54	по крайней	2	5
55	и как	3	5
56	же время	9	5
57	очевидно что	2	5
58	еще не	2	5
59	крайней мере	2	5
60	отношению к	3	5
61	не менее	6	5
62	по отношению	4	5
63	одно и	2	5
64	слово не	2	5
65	как на	3	5
66	тому как	2	5
67	и т	2	5
68	что я	2	5
69	слова и	7	5
70	перестает быть	3	4
71	столь же	5	4
72	все что	2	4
73	в его	4	4
74	себя и	2	4
75	себе не	2	4
76	один из	4	4
77	не к	2	4
78	другой стороны	4	4
79	и его	3	4
80	он не	5	4
81	не было	2	4
82	все равно	2	4
83	для того	2	4
84	тем же	3	4
85	в каждой	2	4
86	быть может	3	3
87	не говоря	2	3
88	могут быть	2	3
89	прежде всего	4	3
90	я и	4	3
91	тем не	2	3
92	а к	2	3
93	одной стороны	6	3
94	при этом	6	3
95	как бы	2	3
96	для себя	2	3
97	в целом	2	3
98	со стороны	3	3
99	друг друга	2	3
100	в каждом	2	3
101	и на	6	3
102	в искусстве	4	3
103	в начале	3	3
104	не знает	2	3
105	со своей	2	2
106	в какой	2	2
107	не столько	3	2
108	в одном	2	2
109	одной из	2	2
110	в ее	2	2
111	в этой	3	2
112	но как	2	2
113	у него	2	2
114	но тем	4	2
115	том чтобы	3	2
116	в свое	2	2
117	был бы	2	2
118	даже в	4	2
119	все же	2	2
120	же в	2	2
121	жизни и	4	2
122	и до	2	2
123	мысли и	2	2
124	в их	3	2
125	так в	5	2
126	т п	2	2
127	тогда как	9	2
128	в разговоре	3	2
129	на свою	3	2
130	этом отношении	3	2
131	существование в	2	2
132	быть не	2	2
133	из того	2	2
134	к своему	2	2
135	но только	2	2
136	и наконец	2	2
137	и даже	8	2
138	той же	2	2
139	с этой	2	2
140	точки зрения	4	2
141	подобно тому	2	2
142	о том	2	2
143	произведения искусства	2	2
144	в области	4	2
145	и с	3	2
