N	2gram	Tiupa_Anal_1	StatiiOP
1	и в	18	29
2	том что	12	27
3	в том	27	27
4	в этом	13	21
5	но и	17	19
6	что в	5	19
7	не только	15	19
8	о том	5	17
9	что он	3	13
10	в его	13	13
11	то что	6	11
12	в которой	2	11
13	к тому	7	10
14	таким образом	3	10
15	и т	3	9
16	так и	4	9
17	этом отношении	2	9
18	и не	21	9
19	потому что	2	9
20	он не	3	9
21	но в	8	8
22	в самом	6	7
23	в котором	3	7
24	в своей	6	7
25	вместе с	4	7
26	для того	4	7
27	не столько	2	7
28	вовсе не	2	6
29	вопрос о	2	6
30	одним из	3	6
31	все же	4	6
32	того чтобы	3	6
33	и его	5	6
34	и на	5	6
35	прежде всего	6	5
36	была бы	2	5
37	в той	8	5
38	в качестве	31	5
39	было бы	2	5
40	как бы	5	5
41	своего рода	3	5
42	а не	17	5
43	того что	4	5
44	между тем	5	5
45	точки зрения	6	5
46	времени и	6	4
47	а как	2	4
48	именно в	4	4
49	в частности	19	4
50	с другой	4	4
51	не в	14	4
52	для него	2	4
53	и к	3	4
54	и о	2	4
55	в нем	3	4
56	при помощи	2	4
57	в другом	4	4
58	и с	2	4
59	на вопрос	4	3
60	не является	2	3
61	на себя	2	3
62	по себе	4	3
63	ни в	4	3
64	тому же	4	3
65	пушкина как	2	3
66	в начале	2	3
67	но не	10	3
68	никогда не	2	3
69	из них	2	3
70	другой стороны	2	3
71	самом деле	2	3
72	в их	5	3
73	т п	3	3
74	а с	3	3
75	на самом	2	3
76	и по	2	3
77	хотя бы	3	3
78	с его	3	2
79	ни было	4	2
80	и более	4	2
81	только не	2	2
82	если бы	3	2
83	в какой	2	2
84	что именно	2	2
85	той мере	2	2
86	бы ни	2	2
87	что и	3	2
88	не должен	2	2
89	как и	13	2
90	то ни	3	2
91	и как	5	2
92	в этой	5	2
93	в то	9	2
94	как известно	3	2
95	случае не	2	2
96	и сам	2	2
97	несмотря на	2	2
98	на его	2	2
99	такого рода	5	2
100	может быть	29	2
101	и потому	2	2
102	а также	3	2
103	еще в	2	2
104	даже в	3	2
105	нет и	2	2
106	сами по	2	2
107	образом не	2	2
108	только в	6	2
109	как говорит	2	2
110	бы то	3	2
111	не к	2	2
112	также и	2	2
113	ни с	3	2
114	в процессе	2	2
115	дело не	3	2
116	со стороны	2	2
117	в полной	3	2
118	не может	22	2
119	тогда как	14	2
120	то же	9	2
121	все эти	2	2
122	при этом	12	2
123	в отличие	6	2
124	с точки	4	2
125	особенно в	2	2
126	в данном	2	2
127	мере в	3	2
128	в себе	11	2
129	как он	3	2
130	так как	2	2
131	того же	4	2
132	отличие от	6	2
133	в области	4	2
