N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	29
2	таким образом	8	20
3	и не	8	16
4	и все	3	13
5	в этой	7	13
6	как и	9	12
7	но в	4	12
8	так и	5	11
9	и на	3	11
10	в этом	3	11
11	то же	6	10
12	во время	5	10
13	как мы	4	10
14	в то	10	10
15	не только	10	10
16	вовсе не	2	9
17	в конце	6	9
18	но и	11	9
19	и с	3	9
20	его в	3	9
21	же время	4	8
22	прежде всего	5	8
23	в его	5	8
24	и его	8	8
25	в них	3	7
26	мы видели	2	7
27	еще и	2	7
28	так же	3	7
29	в том	11	7
30	так как	4	7
31	из них	10	6
32	здесь в	3	6
33	в сущности	2	6
34	но он	2	6
35	у него	3	5
36	того же	2	5
37	до конца	2	5
38	и о	3	5
39	в нем	4	5
40	и по	6	5
41	в образе	3	4
42	что он	6	4
43	но это	2	4
44	по своему	3	4
45	связанные с	2	4
46	еще не	2	4
47	которую он	2	4
48	конце концов	4	4
49	один из	5	4
50	то что	2	4
51	все это	5	4
52	и одновременно	3	4
53	были в	2	4
54	с другой	5	4
55	в результате	4	4
56	тем что	4	4
57	точки зрения	4	4
58	в которой	6	4
59	в доме	2	3
60	в частности	3	3
61	в качестве	4	3
62	с ее	2	3
63	и здесь	2	3
64	что у	2	3
65	все же	3	3
66	том что	12	3
67	и как	3	3
68	такой же	2	3
69	мы можем	4	3
70	и сам	3	3
71	тот же	3	3
72	здесь и	2	3
73	он не	3	3
74	к нему	2	3
75	или менее	2	3
76	другой стороны	5	3
77	за счет	3	3
78	при этом	5	3
79	и других	7	3
80	в году	3	3
81	и вот	4	3
82	там же	3	3
83	образом в	2	3
84	и даже	5	3
85	все остальные	3	3
86	в себе	2	3
87	этой же	2	3
88	по своей	2	3
89	в чем	3	3
90	место в	3	2
91	уже в	5	2
92	времени и	2	2
93	время и	2	2
94	к этому	4	2
95	нового времени	5	2
96	к тому	6	2
97	одной из	3	2
98	ни в	6	2
99	он был	2	2
100	да и	3	2
101	одному из	2	2
102	когда же	5	2
103	что они	4	2
104	именно в	4	2
105	на этом	2	2
106	но не	2	2
107	перед лицом	3	2
108	на нем	2	2
109	в себя	2	2
110	как известно	2	2
111	то время	5	2
112	одной стороны	3	2
113	не может	2	2
114	на его	5	2
115	может быть	9	2
116	между прочим	2	2
117	хотя и	3	2
118	а также	4	2
119	выступает с	2	2
120	в котором	4	2
121	со стороны	2	2
122	раз в	2	2
123	также в	2	2
124	как в	5	2
125	до нас	5	2
126	в их	4	2
127	как раз	3	2
128	под видом	3	2
129	в других	2	2
130	с одной	3	2
131	во второй	3	2
132	и у	3	2
133	их было	2	2
134	или в	2	2
135	не мог	3	2
136	где он	2	2
137	в своих	2	2
138	в споре	2	2
139	как будто	2	2
140	только в	3	2
141	о том	8	2
142	по адресу	14	2
143	к которому	3	2
