N	2gram	Tiupa_Vved_1	Psycholo
1	в том	10	37
2	и в	13	32
3	том что	7	21
4	то что	6	21
5	таким образом	4	21
6	потому что	5	21
7	то есть	8	21
8	что в	3	20
9	может быть	18	18
10	что и	2	17
11	не может	7	17
12	самом деле	3	16
13	при этом	26	13
14	то же	5	13
15	в этом	21	13
16	по себе	2	12
17	в самом	2	12
18	не только	20	12
19	было бы	4	11
20	в основе	3	11
21	как и	11	10
22	но и	19	10
23	и не	12	10
24	никогда не	4	9
25	как в	4	9
26	в своих	2	9
27	тем что	2	9
28	не менее	4	8
29	не в	6	8
30	дело с	2	8
31	того что	6	8
32	к тому	6	7
33	а не	15	7
34	можно было	2	7
35	и его	5	7
36	как будто	4	7
37	только в	6	7
38	он не	3	6
39	как бы	4	6
40	целый ряд	2	6
41	те же	2	6
42	о том	5	6
43	если бы	7	6
44	отнюдь не	7	5
45	вслед за	2	5
46	в ней	4	5
47	далеко не	4	5
48	как раз	2	5
49	этом отношении	4	5
50	на самом	4	5
51	и на	3	5
52	в то	4	5
53	и более	3	4
54	едва ли	3	4
55	в жизни	4	4
56	что на	2	4
57	тем не	3	4
58	а на	2	4
59	иначе говоря	6	4
60	никак не	2	4
61	и по	3	4
62	и тем	2	4
63	в нем	5	4
64	все же	6	4
65	жизни и	7	4
66	наряду с	2	4
67	данном случае	6	4
68	а в	6	4
69	и все	4	4
70	мы имеем	5	4
71	не имеет	2	4
72	и для	3	4
73	в данном	13	4
74	о ней	4	4
75	и с	2	4
76	могут быть	4	4
77	в целом	3	4
78	в сознании	4	4
79	по своему	2	3
80	состоит в	10	3
81	в частности	13	3
82	с другой	5	3
83	не как	2	3
84	представить себе	2	3
85	и к	2	3
86	об этом	4	3
87	до конца	3	3
88	в свою	4	3
89	например в	2	3
90	в своей	5	3
91	может служить	4	3
92	один из	3	3
93	так и	8	3
94	не к	4	3
95	во всех	2	3
96	том чтобы	2	3
97	бы и	4	3
98	что же	3	3
99	это только	2	3
100	тому как	2	3
101	действующих лиц	2	3
102	но в	6	3
103	мы не	4	3
104	мы можем	2	3
105	не существует	2	2
106	слова в	2	2
107	место в	2	2
108	если она	2	2
109	зависит от	2	2
110	в них	2	2
111	все что	3	2
112	в какой	4	2
113	это не	6	2
114	и от	2	2
115	точка зрения	3	2
116	сводится к	4	2
117	в романе	6	2
118	же время	3	2
119	а к	3	2
120	свою очередь	4	2
121	еще не	7	2
122	но не	5	2
123	к ним	2	2
124	в его	4	2
125	не вполне	3	2
126	если в	2	2
127	его с	2	2
128	том как	3	2
129	как он	2	2
130	начала и	2	2
131	в этих	3	2
132	отношение к	2	2
133	сводятся к	2	2
134	для нас	2	2
135	на него	2	2
136	так в	4	2
137	бы не	2	2
138	другой стороны	2	2
139	а с	2	2
140	не было	2	2
141	отличие от	2	2
142	но это	3	2
143	также и	4	2
144	их в	2	2
145	ли это	2	2
146	подобно тому	2	2
147	в себе	5	2
148	которая не	2	2
149	могло бы	3	2
150	к которому	2	2
