N	3gram	Vygotskiy__1	Marksizm
1	с точки зрения	18	20
2	не может быть	5	13
3	в самом деле	2	9
4	до сих пор	4	8
5	с другой стороны	9	5
6	с самого начала	8	4
7	то же самое	3	3
8	в то же	2	3
9	на этот вопрос	2	3
10	то же время	2	3
11	можно сказать что	4	3
12	в этом отношении	4	3
13	в высшей степени	4	3
14	в том что	15	3
15	для того чтобы	15	3
16	смысле этого слова	3	2
17	и той же	2	2
18	так же как	5	2
19	на первый план	2	2
20	в свою очередь	3	2
21	от того что	2	2
22	же как и	4	2
23	между этими двумя	2	2
24	можно было бы	3	2
25	как если бы	2	2
26	во всяком случае	3	2
27	внутренней речи и	4	2
28	по отношению к	7	2
29	в этом вопросе	3	2
30	одной и той	2	2
