N	2gram	Tiupa_Lite_1	Analitik
1	литературного произведения	4	41
2	в качестве	17	31
3	может быть	13	29
4	в том	16	27
5	не может	5	22
6	и не	12	21
7	в частности	15	19
8	и в	8	18
9	а не	16	17
10	но и	17	17
11	представляет собой	4	16
12	отнюдь не	2	15
13	не только	24	15
14	тогда как	13	14
15	коммуникативного события	7	14
16	не в	8	14
17	художественного впечатления	2	14
18	как и	6	13
19	в его	7	13
20	в этом	12	13
21	том что	14	12
22	при этом	19	12
23	состоит в	11	11
24	в себе	7	11
25	эстетического объекта	6	11
26	то есть	6	11
27	но не	4	10
28	художественного целого	2	10
29	произведение искусства	8	9
30	то же	5	9
31	а в	3	9
32	в то	5	9
33	в мире	2	8
34	не есть	2	8
35	в принципе	3	8
36	нуждается в	3	8
37	но в	3	8
38	к тому	2	7
39	особого рода	2	7
40	тем самым	5	7
41	это не	4	6
42	прежде всего	11	6
43	или иной	2	6
44	наш взгляд	5	6
45	же время	5	6
46	в самом	3	6
47	в сущности	2	6
48	в случае	4	6
49	себя в	6	6
50	далеко не	3	6
51	должен быть	2	6
52	то что	10	6
53	в своей	4	6
54	коммуникативное событие	4	6
55	факторов художественного	2	6
56	в себя	2	6
57	в отличие	5	6
58	отличие от	5	6
59	по отношению	3	6
60	на наш	5	6
61	в основе	3	6
62	точки зрения	6	6
63	по своей	3	6
64	только в	8	6
65	эстетический объект	3	6
66	я и	7	6
67	и того	2	5
68	в этой	4	5
69	что в	3	5
70	такого рода	10	5
71	как бы	7	5
72	отношению к	2	5
73	в целом	8	5
74	в тексте	8	5
75	художественное произведение	2	5
76	в их	3	5
77	и т.п	4	5
78	сводится к	3	5
79	лишь в	4	5
80	и его	4	5
81	между тем	2	5
82	о том	2	5
83	того что	6	4
84	могут быть	2	4
85	конечном счете	4	4
86	столь же	4	4
87	с другой	3	4
88	тому же	2	4
89	субъекта и	3	4
90	того же	2	4
91	внутреннего я	2	4
92	эстетической деятельности	4	4
93	в области	3	4
94	в конечном	5	4
95	все же	4	4
96	так и	4	4
97	сознания в	12	4
98	из того	2	4
99	уже не	7	4
100	более чем	3	4
101	с точки	2	4
102	эстетическое переживание	2	4
103	в другом	2	4
104	исходя из	3	4
105	как правило	2	4
106	всего лишь	4	4
107	по мысли	2	3
108	в рамках	6	3
109	с его	5	3
110	и есть	3	3
111	однако в	2	3
112	которая в	2	3
113	хотя бы	2	3
114	в любом	2	3
115	в нем	2	3
116	что он	5	3
117	эстетического субъекта	9	3
118	в силу	4	3
119	еще не	4	3
120	одной стороны	2	3
121	что не	2	3
122	одним из	5	3
123	даже в	2	3
124	дело не	2	3
125	в культуре	3	3
126	в текст	2	3
127	таким образом	3	3
128	с одной	2	3
129	от себя	2	3
130	объекта и	2	3
131	ведет к	4	3
132	тому как	2	3
133	не случайно	2	3
134	подобно тому	2	3
135	я в	5	3
136	как будто	2	3
137	в равной	2	3
138	произведения искусства	3	3
139	как он	2	3
140	в художественном	4	3
141	а также	5	3
142	своего рода	11	3
143	другого в	3	3
144	художественную реальность	3	2
145	я есть	2	2
146	этого текста	3	2
147	и то	2	2
148	на роль	2	2
149	от текста	2	2
150	нас самих	2	2
151	никогда не	4	2
152	все эти	2	2
153	для этого	4	2
154	не столько	5	2
155	человеческого я	3	2
156	не является	2	2
157	из этих	2	2
158	другого сознания	4	2
159	художественного письма	9	2
160	не сводится	3	2
161	не исключают	2	2
162	а как	2	2
163	не должен	3	2
164	в искусстве	2	2
165	и.п смирнов	2	2
166	различного рода	2	2
167	х годов	2	2
168	и адресата	4	2
169	это как	2	2
170	и сам	6	2
171	для него	2	2
172	от своего	2	2
173	в пределах	3	2
174	читателя в	2	2
175	было бы	2	2
176	несмотря на	3	2
177	себе в	2	2
178	за пределы	2	2
179	при всей	3	2
180	как совокупность	3	2
181	текст как	2	2
182	и самого	2	2
183	и является	2	2
184	одного из	3	2
185	еще в	4	2
186	произведение в	2	2
187	коммуникативных стратегий	2	2
188	произведения с	2	2
189	один из	3	2
190	не к	2	2
191	общения людей	2	2
192	из них	4	2
193	субъекта поскольку	2	2
194	не говоря	2	2
195	данном случае	4	2
196	не остается	2	2
197	со стороны	4	2
198	по выражению	2	2
199	на этом	2	2
200	бы не	3	2
201	той же	3	2
202	этом отношении	2	2
203	самом деле	2	2
204	с легкой	2	2
205	художественного творчества	3	2
206	не сам	2	2
207	роль в	2	2
208	на себя	2	2
209	самим собой	2	2
210	то он	2	2
211	также и	3	2
212	легкой руки	2	2
213	культуры в	4	2
214	тем более	2	2
215	является по	2	2
216	как эстетической	2	2
217	для себя	5	2
218	в данном	5	2
219	совокупность факторов	2	2
220	писал в	2	2
221	нет ничего	2	2
222	эстетический субъект	3	2
223	силу своей	3	2
224	потому что	3	2
225	в сознании	2	2
226	мира в	3	2
