N	2gram	Propp_Isto_4	Psycholo
1	в том	3	37
2	и в	26	32
3	и что	5	22
4	том что	3	21
5	то что	16	21
6	таким образом	10	21
7	потому что	6	21
8	что в	14	20
9	так же	18	18
10	может быть	14	18
11	что и	9	17
12	не может	6	17
13	что она	3	16
14	что он	10	13
15	при этом	3	13
16	то же	8	13
17	в этом	7	13
18	по себе	2	12
19	не только	15	12
20	так как	9	12
21	на то	3	11
22	с тем	2	11
23	было бы	2	11
24	при помощи	10	10
25	как и	7	10
26	и т	27	10
27	когда он	6	10
28	но и	12	10
29	и не	9	10
30	никогда не	2	9
31	как в	7	9
32	тем что	5	9
33	что это	2	8
34	не менее	2	8
35	не в	5	8
36	того что	2	8
37	мы знаем	8	7
38	и как	5	7
39	а не	6	7
40	говорит что	2	7
41	все эти	3	7
42	совершенно ясно	2	7
43	и его	10	7
44	сказать что	2	7
45	только в	3	7
46	что они	6	7
47	в этой	2	6
48	он не	7	6
49	как бы	3	6
50	те же	3	6
51	формы и	2	6
52	же самое	2	6
53	о том	4	6
54	если бы	2	6
55	что у	3	5
56	он говорит	2	5
57	до сих	5	5
58	сих пор	5	5
59	все это	2	5
60	и даже	4	5
61	есть только	3	5
62	и на	2	5
63	и более	3	4
64	же как	13	4
65	от того	2	4
66	с этой	2	4
67	что на	2	4
68	тем не	2	4
69	как это	3	4
70	а на	4	4
71	указывает что	2	4
72	и по	5	4
73	и тем	2	4
74	в нем	2	4
75	все же	9	4
76	с той	2	4
77	из них	2	4
78	наряду с	3	4
79	данном случае	3	4
80	а в	8	4
81	и все	2	4
82	мы имеем	7	4
83	мы видим	6	4
84	не имеет	3	4
85	в данном	3	4
86	в языке	2	4
87	и с	5	4
88	знаем что	7	4
89	могут быть	6	4
90	с этим	2	4
91	в целом	2	4
92	ничего не	5	4
93	того как	4	4
94	не могут	2	3
95	главным образом	2	3
96	в частности	2	3
97	к которым	5	3
98	но он	4	3
99	хотя бы	2	3
100	с другой	4	3
101	точно так	5	3
102	показывает что	10	3
103	указывает на	4	3
104	видим что	2	3
105	по существу	3	3
106	об этом	7	3
107	так что	2	3
108	например в	3	3
109	в своей	4	3
110	на это	2	3
111	относится к	3	3
112	то это	5	3
113	человеком и	2	3
114	так и	10	3
115	не к	2	3
116	и их	2	3
117	на этом	2	3
118	и других	3	3
119	этот вопрос	2	3
120	и вот	2	3
121	и он	3	3
122	он в	4	3
123	в которых	4	3
124	и то	6	3
125	во всем	3	3
126	мы должны	5	3
127	или же	3	3
128	но в	5	3
129	мы можем	6	3
130	на вопрос	3	2
131	можно показать	2	2
132	мы опять	2	2
133	все что	4	2
134	сравнению с	3	2
135	это не	5	2
136	в одном	5	2
137	но эта	4	2
138	и здесь	5	2
139	ни в	2	2
140	говорит о	2	2
141	такое же	4	2
142	и при	3	2
143	его от	2	2
144	еще не	6	2
145	но не	5	2
146	по сравнению	3	2
147	с этими	2	2
148	она не	3	2
149	и тот	2	2
150	вот этот	2	2
151	из которых	5	2
152	вовсе не	4	2
153	на его	3	2
154	должен был	3	2
155	к нему	6	2
156	к ним	2	2
157	в его	5	2
158	его с	2	2
159	том как	2	2
160	как он	6	2
161	в этих	7	2
162	отношение к	2	2
163	для нас	3	2
164	на том	2	2
165	вместе с	6	2
166	на него	3	2
167	как нечто	3	2
168	так в	4	2
169	не на	3	2
170	другой стороны	4	2
171	в особенности	2	2
172	показывают что	2	2
173	т д	24	2
174	и наоборот	2	2
175	после того	2	2
176	к своему	3	2
177	здесь мы	2	2
178	и у	5	2
179	на этот	2	2
180	в других	2	2
181	увидим что	2	2
182	что этот	4	2
183	но это	3	2
184	частный случай	4	2
185	их в	7	2
186	имеем в	2	2
187	в себе	2	2
188	указывают на	2	2
189	и только	5	2
190	с того	3	2
191	в свете	3	2
192	это происходит	2	2
193	там где	3	2
194	эта форма	2	2
195	могло бы	2	2
