N	2gram	Losev_Prob_3	Dialekti
1	не есть	35	40
2	и не	35	30
3	и есть	5	19
4	а не	18	18
5	может быть	28	17
6	и т	13	17
7	ничего не	3	17
8	то что	23	16
9	и в	44	15
10	т д	13	15
11	как бы	9	14
12	не имеет	9	14
13	так как	9	14
14	точки зрения	5	14
15	что это	3	13
16	это есть	3	13
17	того что	8	13
18	по себе	25	13
19	это не	9	12
20	прежде всего	3	11
21	в том	21	11
22	не может	7	11
23	говорить о	3	11
24	ясно что	6	11
25	и все	3	11
26	в этом	17	11
27	с ее	2	10
28	в основе	2	10
29	потому что	25	10
30	том что	12	10
31	было бы	8	9
32	в виду	10	9
33	все это	5	9
34	мы не	7	9
35	и что	7	9
36	это и	7	9
37	есть ни	3	9
38	то же	13	9
39	уже не	7	9
40	с точки	2	9
41	значит что	7	9
42	ни в	8	8
43	не в	13	8
44	это значит	4	8
45	что иное	4	8
46	иное как	4	8
47	не что	4	8
48	в себе	8	8
49	и о	5	8
50	не только	14	8
51	в чем	4	8
52	и ее	3	8
53	и это	9	8
54	что в	8	7
55	крайней мере	5	7
56	что оно	2	7
57	не просто	23	7
58	что мы	8	7
59	по крайней	5	7
60	он есть	2	7
61	что он	9	7
62	что тут	3	7
63	как и	10	7
64	ровно ничего	2	7
65	и его	5	7
66	или в	4	7
67	и вообще	8	7
68	только в	19	7
69	перед нами	8	6
70	так что	12	6
71	хотя и	5	6
72	и тем	9	6
73	а именно	8	6
74	и даже	14	6
75	есть просто	2	6
76	в результате	2	6
77	сказать что	16	6
78	вовсе не	37	6
79	ни на	3	6
80	в мифе	3	6
81	если бы	3	6
82	тем более	3	6
83	в то	9	6
84	символ в	5	6
85	что и	9	6
86	нет ничего	6	6
87	как только	3	5
88	сама по	8	5
89	так и	10	5
90	в своем	5	5
91	есть то	3	5
92	на то	3	5
93	можно сказать	6	5
94	и можно	2	5
95	но что	2	5
96	в ней	5	5
97	но если	6	5
98	на себе	3	5
99	в нем	9	5
100	другими словами	6	5
101	но только	6	5
102	таким образом	9	5
103	именно в	2	5
104	о том	6	5
105	есть символ	11	5
106	мы имеем	2	5
107	быть в	2	5
108	есть не	5	5
109	то в	3	5
110	только тогда	2	5
111	если мы	16	5
112	что такое	3	5
113	и для	2	5
114	в каком	4	5
115	бы только	2	4
116	что все	2	4
117	идеи и	3	4
118	и как	3	4
119	но это	8	4
120	в этой	3	4
121	что они	5	4
122	есть в	3	4
123	жизни и	6	4
124	ни с	4	4
125	но и	10	4
126	тех или	5	4
127	так же	5	4
128	само по	3	4
129	также и	16	4
130	и с	9	4
131	той или	12	4
132	мы должны	7	4
133	с тем	5	4
134	отнюдь не	10	4
135	то ни	6	4
136	ничего общего	7	4
137	или по	4	4
138	с их	2	4
139	она не	3	4
140	еще не	5	4
141	как раз	8	4
142	бы в	2	4
143	хотя бы	3	4
144	символ есть	5	4
145	в его	9	4
146	идет речь	3	4
147	или иное	2	3
148	отвлеченная идея	3	3
149	имеется в	4	3
150	и нет	2	3
151	тем самым	5	3
152	же есть	2	3
153	и если	6	3
154	и следовательно	2	3
155	совершенно не	4	3
156	ни о	3	3
157	в их	2	3
158	отношения к	3	3
159	все эти	7	3
160	есть только	4	3
161	с этим	2	3
162	даже и	16	3
163	что здесь	5	3
164	об его	4	3
165	если угодно	2	3
166	это понятие	2	3
167	с ним	7	3
168	это будет	4	3
169	но в	12	3
170	та или	3	3
171	художественного образа	12	3
172	об этом	3	3
173	у нас	10	3
174	только потому	2	3
175	не говорят	2	3
176	только о	3	3
177	есть и	2	3
178	когда она	2	3
179	мы уже	4	3
180	общего с	3	3
181	за пределы	5	3
182	в своей	5	3
183	и потому	7	3
184	иной раз	3	3
185	нет никакого	4	3
186	при помощи	8	3
187	когда он	2	3
188	поэтический образ	3	3
189	быть и	3	3
190	в природе	2	3
191	как в	5	3
192	на основании	2	3
193	идея и	3	3
194	из которых	2	3
195	и притом	4	3
196	то или	3	3
197	в сравнении	2	3
198	д и	4	3
199	или другой	4	3
200	в данном	9	3
201	и то	14	3
202	мы можем	6	3
203	в виде	6	3
204	могут быть	2	3
205	едва ли	5	3
206	от него	2	3
207	не менее	10	2
208	или иная	3	2
209	мы будем	2	2
210	по типу	2	2
211	время и	2	2
212	в частности	2	2
213	образа в	2	2
214	и без	4	2
215	имеет ничего	3	2
216	в отношении	2	2
217	образа вещи	2	2
218	с этой	3	2
219	точно так	3	2
220	его как	3	2
221	без всякого	3	2
222	да и	5	2
223	но все	3	2
224	заключается в	4	2
225	как о	5	2
226	и может	2	2
227	кроме того	3	2
228	в нашей	2	2
229	при этом	4	2
230	случае не	3	2
231	в самом	3	2
232	есть также	2	2
233	которые мы	3	2
234	от себя	2	2
235	никогда не	6	2
236	в котором	2	2
237	с той	5	2
238	из них	2	2
239	природы и	2	2
240	есть нечто	8	2
241	другой стороны	5	2
242	то и	5	2
243	для этого	6	2
244	и только	6	2
245	именно так	3	2
246	не было	5	2
247	никакого отношения	4	2
248	от того	2	2
249	этой точки	2	2
250	мы находим	7	2
251	во внимание	2	2
252	и будет	2	2
253	и по	2	2
254	просто как	2	2
255	всегда есть	2	2
256	между собою	2	2
257	о ней	2	2
258	же и	4	2
259	есть обязательно	4	2
260	но как	4	2
261	что даже	4	2
262	того или	6	2
263	и ни	3	2
264	как это	2	2
265	тоже не	5	2
266	том как	2	2
267	сам по	6	2
268	а как	2	2
269	нисколько не	2	2
270	нашего исследования	2	2
271	однако в	2	2
272	чем же	4	2
273	при таком	2	2
274	сравнению с	2	2
275	и во	2	2
276	или другого	3	2
277	об ее	2	2
278	имеет никакого	3	2
279	не мешает	3	2
280	в понятии	2	2
281	же себя	2	2
282	при условии	2	2
283	в ее	4	2
284	все же	6	2
285	самом же	4	2
286	в качестве	3	2
287	но именно	2	2
288	никто не	2	2
289	никак не	9	2
290	этот предмет	2	2
291	не значит	3	2
292	мы теперь	2	2
293	себе не	2	2
294	для нее	2	2
295	тем не	10	2
296	себя в	2	2
297	по сравнению	2	2
298	во всех	2	2
299	и именно	2	2
300	вместе с	2	2
301	что же	8	2
302	художественное произведение	8	2
303	мы только	2	2
304	даже не	2	2
305	и тогда	3	2
306	во всей	3	2
307	как нечто	9	2
308	собственно говоря	5	2
309	все равно	3	2
310	мы начинаем	3	2
311	а это	3	2
312	своим собственным	2	2
313	только что	2	2
314	да еще	2	2
315	сравнении с	2	2
316	жизнь и	2	2
317	ничто не	2	2
318	очень много	3	2
319	во всяком	9	2
320	тем что	4	2
321	всей его	2	2
322	вещи и	7	2
323	и при	2	2
324	как будто	3	2
325	ни от	4	2
326	мы говорим	4	2
327	в которой	2	2
328	отличие от	3	2
329	это было	2	2
