N	2gram	Medvedev_F_1	Istorich
1	и в	24	26
2	т е	34	22
3	никогда не	4	13
4	что в	4	12
5	таким образом	13	12
6	в том	6	12
7	и на	8	12
8	в этом	15	12
9	мы видели	2	11
10	может быть	14	11
11	с другой	5	10
12	и т	12	10
13	и не	20	10
14	не только	7	10
15	что он	3	9
16	еще не	6	9
17	но и	7	9
18	в нем	14	8
19	все же	3	8
20	вместе с	2	8
21	т д	8	8
22	все эти	6	8
23	и это	2	8
24	с ним	2	8
25	уже не	2	7
26	с одной	4	7
27	одной стороны	4	7
28	и его	10	7
29	но в	5	7
30	то что	8	6
31	как в	8	6
32	не может	16	6
33	эта связь	2	6
34	и с	8	6
35	мы не	3	6
36	у нас	5	5
37	как и	11	5
38	в ней	10	5
39	в его	23	5
40	так и	18	5
41	то же	10	5
42	и что	2	5
43	как это	6	5
44	в то	9	5
45	только в	2	5
46	его в	3	5
47	с тем	2	4
48	на своем	2	4
49	это не	2	4
50	прежде всего	22	4
51	с его	4	4
52	но это	3	4
53	до сих	6	4
54	на его	2	4
55	как бы	6	4
56	что и	2	4
57	сих пор	6	4
58	как мы	5	4
59	у них	3	4
60	и ее	10	3
61	независимо от	4	3
62	если бы	4	3
63	в частности	4	3
64	в них	3	3
65	и от	7	3
66	в одном	2	3
67	должна быть	7	3
68	если он	3	3
69	ее к	2	3
70	вопрос о	2	3
71	таким же	2	3
72	не в	8	3
73	же как	2	3
74	они не	3	3
75	так например	3	3
76	она не	6	3
77	но есть	2	3
78	главным образом	4	3
79	от того	2	3
80	в него	2	3
81	еще в	2	3
82	его с	2	3
83	один из	3	3
84	когда он	3	3
85	в своей	11	3
86	со стороны	5	3
87	а в	6	3
88	при этом	5	3
89	и других	3	3
90	и вот	2	3
91	и наконец	3	3
92	как на	4	3
93	в своих	2	3
94	в себе	3	3
95	не было	3	3
96	от этого	2	3
97	с этой	4	2
98	все время	2	2
99	и как	3	2
100	от нее	2	2
101	в эту	2	2
102	в своем	11	2
103	отличается от	3	2
104	с этим	2	2
105	связей с	2	2
106	вовсе не	10	2
107	стороны и	4	2
108	к тому	3	2
109	сводится к	3	2
110	по отношению	4	2
111	но все	2	2
112	одна из	2	2
113	но не	3	2
114	так же	4	2
115	на западе	4	2
116	было бы	6	2
117	не так	2	2
118	но для	3	2
119	всяком случае	4	2
120	и др	5	2
121	не могло	5	2
122	не есть	2	2
123	отношению к	4	2
124	жизни и	7	2
125	ни в	2	2
126	и до	5	2
127	на него	2	2
128	целый ряд	3	2
129	или же	3	2
130	он не	3	2
131	происходит и	2	2
132	в лице	2	2
133	тем самым	3	2
134	а не	10	2
135	того что	5	2
136	должны быть	5	2
137	его не	2	2
138	и те	2	2
139	во всяком	4	2
140	говорит он	3	2
141	зависимости от	3	2
142	в этой	6	2
143	здесь не	3	2
144	ничего не	2	2
