N	2gram	Losev_Dial_2	Hudozhes
1	том что	10	16
2	и в	19	14
3	так и	10	13
4	а не	16	12
5	в том	14	12
6	не только	19	12
7	при этом	4	12
8	о том	5	12
9	прежде всего	8	11
10	и т	17	11
11	в этом	8	11
12	в себе	15	11
13	в своей	8	10
14	что он	6	9
15	как и	10	9
16	то же	12	9
17	как в	2	8
18	то что	14	8
19	же время	5	8
20	т п	2	8
21	между тем	2	8
22	в этой	3	8
23	в то	6	8
24	ничего не	3	8
25	это не	10	7
26	личности в	8	7
27	к тому	2	7
28	уже не	3	7
29	не в	8	7
30	еще не	4	7
31	как бы	14	7
32	не может	9	7
33	именно в	2	7
34	а в	4	7
35	никогда не	9	6
36	что в	7	6
37	было бы	3	6
38	не менее	3	5
39	перед нами	2	5
40	в частности	2	5
41	в этих	3	5
42	об этом	3	5
43	может быть	20	5
44	только в	5	5
45	но и	12	5
46	жизни и	6	5
47	самом деле	4	5
48	и его	5	5
49	потому что	14	5
50	ни в	10	5
51	точки зрения	12	5
52	но в	2	5
53	связи с	4	4
54	тому что	2	4
55	в своем	4	4
56	т е	30	4
57	та же	4	4
58	и от	3	4
59	и все	12	4
60	можно сказать	5	4
61	и к	7	4
62	а только	3	4
63	тем не	2	4
64	она не	8	4
65	несмотря на	2	4
66	мы уже	8	4
67	в самом	5	4
68	в ней	2	4
69	что она	14	4
70	себя в	2	4
71	из них	3	4
72	как раз	5	4
73	не было	3	4
74	человеческой жизни	2	4
75	того что	6	4
76	только что	5	4
77	он не	4	4
78	по своей	4	4
79	как будто	7	4
80	в конце	2	4
81	и это	5	4
82	с ним	4	4
83	и с	5	4
84	но не	6	3
85	или иная	2	3
86	отнюдь не	6	3
87	что у	2	3
88	но он	4	3
89	с этим	3	3
90	же в	2	3
91	та или	2	3
92	в мире	2	3
93	как мы	3	3
94	в ее	4	3
95	говорить о	5	3
96	на этом	2	3
97	по своему	5	3
98	и когда	4	3
99	даже в	3	3
100	в нем	10	3
101	все же	4	3
102	в связи	4	3
103	т д	15	3
104	все эти	2	3
105	и даже	14	3
106	с точки	8	3
107	и по	4	3
108	в таком	4	3
109	в своих	2	3
110	или не	2	3
111	тем что	2	3
112	будто бы	3	3
113	его в	3	3
114	может и	2	3
115	том как	2	3
116	если в	2	2
117	так или	2	2
118	уже знаем	3	2
119	в одной	4	2
120	и потому	5	2
121	ясно что	4	2
122	вопрос о	3	2
123	по себе	18	2
124	что на	2	2
125	да и	6	2
126	так что	7	2
127	в другом	4	2
128	же как	3	2
129	и что	5	2
130	раз в	2	2
131	себе и	3	2
132	например в	2	2
133	на его	2	2
134	своей природе	2	2
135	как он	4	2
136	и личность	2	2
137	сих пор	2	2
138	на него	2	2
139	что же	2	2
140	в их	2	2
141	все это	4	2
142	от личности	5	2
143	все равно	5	2
144	и не	30	2
145	на самом	2	2
146	только потому	2	2
147	они не	3	2
148	в системе	2	2
149	что не	6	2
150	не умеет	2	2
151	того или	2	2
152	должно быть	7	2
153	в это	3	2
154	или иначе	2	2
155	с ними	2	2
156	и потом	2	2
157	в изображении	2	2
158	в результате	2	2
159	личности и	6	2
160	с ее	2	2
161	что я	2	2
162	о котором	3	2
163	но как	5	2
164	не раз	2	2
165	его личности	2	2
166	я и	2	2
167	до сих	2	2
