N	2gram	Tiupa_Disk_2	Psycholo
1	то что	5	37
2	и в	16	30
3	в том	8	27
4	что в	5	24
5	потому что	4	23
6	том что	10	21
7	как бы	4	19
8	что он	2	17
9	не только	10	16
10	в этом	16	14
11	то есть	12	13
12	одной стороны	4	12
13	вместе с	2	12
14	с одной	4	12
15	может быть	16	11
16	как на	3	11
17	о том	4	10
18	никогда не	2	9
19	с другой	5	9
20	не может	9	9
21	и то	4	9
22	мы имеем	2	8
23	не в	3	8
24	а не	14	8
25	при этом	17	8
26	могут быть	3	8
27	и это	2	8
28	в нем	7	7
29	и как	3	7
30	но не	7	7
31	все же	6	7
32	то же	6	7
33	точки зрения	4	7
34	в основе	4	7
35	в своем	5	6
36	именно в	2	6
37	как и	16	6
38	и для	2	6
39	но и	11	6
40	и не	15	6
41	жизни и	3	6
42	и его	3	6
43	как будто	3	6
44	в целом	2	5
45	в этой	4	5
46	еще не	6	5
47	другой стороны	2	5
48	а с	5	5
49	сводится к	2	5
50	в своих	6	5
51	в себе	19	5
52	но в	11	5
53	только в	3	5
54	в результате	2	4
55	в частности	12	4
56	и все	3	4
57	прежде всего	7	4
58	стороны и	2	4
59	мысль о	3	4
60	в своей	6	4
61	в ней	2	4
62	в его	3	4
63	заключает в	2	4
64	в них	3	4
65	на примере	2	4
66	а в	2	4
67	о чем	2	4
68	что ни	2	3
69	это не	3	3
70	из этих	3	3
71	это в	2	3
72	состоит в	16	3
73	к этому	4	3
74	одно и	2	3
75	что на	2	3
76	для него	5	3
77	он не	3	3
78	из двух	3	3
79	что и	2	3
80	ни в	7	3
81	данном случае	6	3
82	так и	9	3
83	со стороны	10	3
84	как в	8	3
85	времени и	2	3
86	этом отношении	4	3
87	в той	2	3
88	героя в	5	3
89	и наконец	3	3
90	той же	2	3
91	человека в	4	3
92	и на	5	3
93	в данном	7	3
94	в другом	3	3
95	действие и	2	3
96	в этих	3	3
97	перед нами	3	2
98	как все	2	2
99	с его	6	2
100	же как	2	2
101	не является	4	2
102	в противоположность	5	2
103	чем не	2	2
104	отношения между	2	2
105	в одном	4	2
106	или иной	3	2
107	можно сказать	3	2
108	на первый	2	2
109	этом случае	2	2
110	и того	3	2
111	всякий раз	2	2
112	того же	2	2
113	должна быть	2	2
114	одного и	3	2
115	со своим	2	2
116	по преимуществу	2	2
117	той или	3	2
118	в качестве	16	2
119	еще в	3	2
120	в котором	3	2
121	с таким	2	2
122	не с	2	2
123	с той	2	2
124	из них	3	2
125	все это	2	2
126	по отношению	4	2
127	в отличие	12	2
128	в себя	2	2
129	приводит к	3	2
130	с точки	2	2
131	должно быть	2	2
132	отличие от	12	2
133	повести белкина	2	2
134	в басне	3	2
135	и с	2	2
136	в то	5	2
137	не знает	3	2
138	в рассказе	4	2
139	все эти	3	2
140	дело в	2	2
141	но она	3	2
