N	2gram	Propp_Isto_2	Myshleni
1	таким образом	7	26
2	в том	6	24
3	и в	15	23
4	том что	7	21
5	того чтобы	2	17
6	то что	12	17
7	в этом	11	17
8	так же	13	16
9	не только	18	16
10	того что	3	15
11	что в	12	14
12	может быть	17	14
13	но и	14	14
14	как и	2	14
15	в его	6	14
16	не может	5	12
17	как бы	6	11
18	сказать что	2	11
19	представляет собой	5	11
20	с другой	2	10
21	прежде всего	5	10
22	в качестве	3	9
23	одной стороны	3	9
24	другой стороны	2	9
25	и не	11	9
26	и с	4	9
27	вместе с	7	9
28	самого начала	2	8
29	с самого	2	8
30	ребенка в	3	8
31	с одной	4	8
32	и на	4	8
33	то же	10	8
34	до лет	2	8
35	вопрос о	4	7
36	мы могли	2	7
37	в этой	4	7
38	по отношению	3	7
39	так как	14	7
40	с тем	9	7
41	что он	24	7
42	отношению к	3	7
43	мы не	3	7
44	и ее	2	7
45	в другом	9	7
46	же как	5	6
47	все это	3	6
48	именно в	2	6
49	потому что	9	6
50	с этим	5	6
51	в силу	2	6
52	о том	3	6
53	в сущности	2	6
54	и его	3	6
55	другом месте	2	6
56	мы можем	8	6
57	тем что	4	6
58	в себе	4	6
59	только в	6	6
60	перед нами	2	5
61	на то	3	5
62	ребенка и	2	5
63	что мы	3	5
64	мы должны	4	5
65	но в	6	5
66	и более	2	5
67	а затем	2	5
68	и что	6	5
69	он не	8	5
70	так и	5	5
71	тем самым	2	5
72	связан с	5	5
73	но не	2	4
74	не в	7	4
75	при этом	4	4
76	что она	5	4
77	в котором	5	4
78	по мере	3	4
79	в свете	2	4
80	все эти	4	4
81	не столько	2	4
82	их в	2	4
83	в одном	5	4
84	по существу	2	4
85	было бы	5	4
86	к тому	5	4
87	сих пор	7	4
88	как в	5	4
89	приводит к	2	4
90	а с	2	4
91	говорит что	3	4
92	хотя бы	2	4
93	мы видим	8	4
94	ни в	2	4
95	до сих	6	4
96	уже в	2	3
97	я не	2	3
98	что это	6	3
99	из этих	3	3
100	показывает что	4	3
101	что они	10	3
102	и если	2	3
103	в их	3	3
104	показывают что	2	3
105	его не	2	3
106	в которых	2	3
107	в одной	4	3
108	как он	3	3
109	смысле этого	2	3
110	превращается в	2	3
111	об этом	11	3
112	такой же	2	3
113	во всех	2	3
114	она не	5	3
115	все же	9	3
116	должны были	8	3
117	самом деле	2	3
118	а не	5	3
119	можно было	5	3
120	и то	2	3
121	он в	3	3
122	могут быть	2	3
123	связи с	8	3
124	и это	3	3
125	детей в	8	3
126	в которой	2	3
127	ничего не	7	3
128	связана с	6	2
129	на вопрос	2	2
130	в изложении	2	2
131	никогда не	15	2
132	что у	2	2
133	представление о	2	2
134	но все	5	2
135	вместо того	2	2
136	был бы	2	2
137	один из	8	2
138	мы видели	2	2
139	очень рано	2	2
140	нигде не	2	2
141	той же	2	2
142	и наконец	5	2
143	а в	12	2
144	что этот	3	2
145	одно из	2	2
146	что эти	4	2
147	в этих	11	2
148	на нее	2	2
149	как это	3	2
150	всех этих	3	2
151	главным образом	2	2
152	в состоянии	3	2
153	он должен	2	2
154	и эти	2	2
155	когда он	3	2
156	ее в	2	2
157	на него	5	2
158	того как	4	2
159	ключ к	2	2
160	также не	2	2
161	и пр	7	2
162	на которой	2	2
163	с другими	2	2
164	показать что	2	2
165	его на	2	2
166	представляют собой	3	2
167	что эта	2	2
168	заметить что	2	2
169	если это	3	2
170	в поисках	2	2
