N	2gram	Losev_Dial_2	Formalny
1	т е	30	34
2	и в	19	24
3	прежде всего	8	22
4	и не	30	20
5	так и	10	18
6	и пр	5	17
7	не может	9	16
8	точки зрения	12	16
9	в этом	8	15
10	в нем	10	14
11	может быть	20	14
12	с точки	8	13
13	таким образом	4	13
14	и т	17	12
15	в своем	4	11
16	не менее	3	11
17	как и	10	11
18	должно быть	7	11
19	в своей	8	11
20	в их	2	11
21	вовсе не	13	10
22	и их	3	10
23	то же	12	10
24	в ней	2	10
25	а не	16	10
26	и его	5	10
27	и потому	5	9
28	все это	4	9
29	в то	6	9
30	в ее	4	8
31	же время	5	8
32	именно в	2	8
33	то что	14	8
34	как в	2	8
35	т д	15	8
36	не в	8	8
37	и с	5	8
38	должна быть	5	7
39	и от	3	7
40	не только	19	7
41	с ее	2	7
42	жизни и	6	7
43	но и	12	7
44	на самом	2	7
45	отнюдь не	6	6
46	и все	12	6
47	было бы	3	6
48	как таковой	4	6
49	в том	14	6
50	в этой	3	6
51	более или	2	6
52	самом деле	4	6
53	до сих	2	6
54	она не	8	6
55	еще не	4	6
56	как бы	14	6
57	сих пор	2	6
58	или менее	2	6
59	а в	4	6
60	все эти	2	6
61	форм и	2	6
62	как это	7	6
63	что бы	2	5
64	хотя бы	4	5
65	по себе	18	5
66	бы ни	2	5
67	в искусстве	2	5
68	при этом	4	5
69	во всех	2	5
70	в самом	5	5
71	как мы	3	5
72	того что	6	5
73	должны быть	3	5
74	с другой	5	5
75	но в	2	5
76	независимо от	4	4
77	в частности	2	4
78	никогда не	9	4
79	не как	2	4
80	и к	7	4
81	в мире	2	4
82	и может	6	4
83	конечно не	6	4
84	всяком случае	2	4
85	быть и	4	4
86	так же	2	4
87	т п	2	4
88	в связи	4	4
89	что в	7	4
90	с одной	2	4
91	только и	2	4
92	в которой	2	4
93	во всяком	2	4
94	в истории	2	4
95	но не	6	3
96	вещей и	3	3
97	всех этих	3	3
98	связи с	4	3
99	в жизни	2	3
100	на все	2	3
101	ясно что	4	3
102	что он	6	3
103	к тому	2	3
104	в широком	2	3
105	это и	3	3
106	и как	10	3
107	но это	7	3
108	зависимости от	2	3
109	в каждом	2	3
110	ни на	2	3
111	в общем	2	3
112	не по	2	3
113	он не	4	3
114	оно должно	2	3
115	все же	4	3
116	же в	2	3
117	представлять себе	2	3
118	не было	3	3
119	культуры и	2	3
120	и даже	14	3
121	его в	3	3
122	со всем	2	3
123	жизнь и	5	3
124	становления и	3	3
125	они не	3	3
126	в себе	15	3
127	в области	2	3
128	того или	2	2
129	сама по	7	2
130	нисколько не	4	2
131	в душе	7	2
132	и более	3	2
133	же как	3	2
134	с тем	2	2
135	и всякая	2	2
136	в зависимости	2	2
137	от их	2	2
138	сами по	3	2
139	его с	3	2
140	это не	10	2
141	с этим	3	2
142	в одном	4	2
143	в системе	2	2
144	она есть	9	2
145	вопрос о	3	2
146	вопрос об	4	2
147	на всю	2	2
148	а только	3	2
149	виду что	2	2
150	все время	3	2
151	все в	2	2
152	ни в	10	2
153	уже не	3	2
154	но все	2	2
155	более и	2	2
156	если мы	2	2
157	только в	5	2
158	только как	3	2
159	и если	4	2
160	нем и	2	2
161	от того	4	2
162	как раз	5	2
163	только не	2	2
164	за пределы	4	2
165	была бы	3	2
166	что и	5	2
167	не есть	47	2
168	убедиться в	2	2
169	на него	2	2
170	вместе с	2	2
171	не на	2	2
172	может и	2	2
173	и вот	4	2
174	чтобы не	6	2
175	и что	5	2
176	в науке	2	2
177	его не	2	2
178	или иначе	2	2
179	как таковым	2	2
180	в результате	2	2
181	между тем	2	2
182	от этого	3	2
183	или на	2	2
184	в своих	2	2
185	на его	2	2
186	ничего не	3	2
187	но ведь	2	2
188	и это	5	2
189	с ним	4	2
190	и должно	2	2
191	что такое	3	2
