N	2gram	Potebnia_M_1	Problemy
1	и в	39	35
2	как бы	6	31
3	и не	18	27
4	в его	5	21
5	но в	9	19
6	не может	22	18
7	как и	9	18
8	в нем	20	16
9	то есть	42	16
10	то же	6	15
11	и все	3	15
12	но и	20	14
13	для него	4	14
14	может быть	27	14
15	в сущности	2	14
16	и его	5	14
17	в этом	15	14
18	с другим	3	13
19	он не	3	13
20	прежде всего	4	12
21	и с	3	12
22	в то	4	11
23	слова и	4	11
24	не в	15	10
25	же время	4	10
26	не только	21	10
27	то что	10	10
28	самого начала	3	8
29	так и	13	8
30	с самого	3	8
31	потому что	52	8
32	все же	6	8
33	как мы	2	8
34	и для	5	8
35	так же	5	7
36	а в	5	7
37	точки зрения	8	7
38	с ним	3	7
39	вовсе не	5	7
40	еще не	6	7
41	для себя	3	7
42	отношению к	13	7
43	что же	2	7
44	там где	4	7
45	таким образом	13	7
46	слова в	2	6
47	что в	22	6
48	в каждом	4	6
49	к тому	4	6
50	но это	5	6
51	и что	10	6
52	в самом	3	6
53	в одном	8	6
54	от него	4	6
55	но не	8	6
56	в слове	8	6
57	по отношению	13	6
58	только в	25	6
59	в том	26	5
60	так что	16	5
61	и даже	4	5
62	его с	2	5
63	на него	3	5
64	как в	10	5
65	и то	3	5
66	в себе	13	5
67	и это	3	5
68	но на	2	4
69	никогда не	4	4
70	друг другу	3	4
71	с другой	7	4
72	переходим к	2	4
73	в мире	3	4
74	но все	2	4
75	между тем	5	4
76	говорит он	4	4
77	но он	2	4
78	но как	3	4
79	так как	21	4
80	бы в	4	4
81	в них	3	4
82	по себе	10	4
83	во всем	4	4
84	в своей	3	4
85	только на	3	4
86	а не	21	4
87	что не	10	4
88	и без	3	4
89	во всяком	3	4
90	тем что	9	4
91	как будто	2	4
92	что это	3	4
93	он старается	2	4
94	то ни	3	3
95	и от	3	3
96	его к	2	3
97	словом и	2	3
98	ни было	2	3
99	в виду	2	3
100	если б	2	3
101	с ее	2	3
102	бы то	2	3
103	в целом	2	3
104	другой стороны	5	3
105	к одному	2	3
106	не мог	3	3
107	того что	8	3
108	должно быть	7	3
109	это не	7	3
110	сказать что	3	3
111	и во	3	3
112	даже и	2	3
113	нуждается в	2	3
114	в начале	2	3
115	мы должны	3	3
116	а так	4	3
117	под влиянием	2	3
118	с тем	5	3
119	с этим	7	3
120	этом смысле	4	3
121	том что	16	3
122	со словом	3	3
123	слов и	4	3
124	было бы	12	3
125	за пределы	2	3
126	во всех	5	3
127	что и	6	3
128	только что	2	3
129	уже не	2	3
130	а между	3	3
131	так сказать	2	2
132	не менее	6	2
133	времени и	2	2
134	в душе	11	2
135	в этих	7	2
136	тому что	3	2
137	для этого	2	2
138	столь же	3	2
139	с этой	2	2
140	что все	3	2
141	вопрос о	4	2
142	уже с	2	2
143	что на	6	2
144	слова мы	3	2
145	при этом	6	2
146	к другим	2	2
147	хотя и	3	2
148	оно должно	2	2
149	мог бы	2	2
150	мы видели	4	2
151	в своем	3	2
152	что оно	2	2
153	и по	6	2
154	есть только	11	2
155	увидим что	4	2
156	чего бы	2	2
157	тому как	4	2
158	в ней	7	2
159	к ней	2	2
160	что даже	2	2
161	что сам	3	2
162	о том	2	2
163	в первом	5	2
164	мысли в	9	2
165	бы они	2	2
166	а как	2	2
167	однако в	4	2
168	он есть	2	2
169	в жизни	3	2
170	и того	2	2
171	то в	5	2
172	и слова	2	2
173	мы увидим	3	2
174	друг друга	5	2
175	но уже	2	2
176	слова не	2	2
177	вместе с	8	2
178	но эти	2	2
179	бы не	6	2
180	чтобы не	2	2
181	на этот	2	2
182	и как	6	2
183	хотя бы	2	2
184	с точки	3	2
185	в которой	2	2
186	той же	3	2
187	или в	2	2
188	мы можем	2	2
189	то все	2	2
190	подобно тому	3	2
191	за ним	2	2
192	и вообще	3	2
193	и самое	2	2
194	из этого	2	2
195	если и	2	2
