N	2gram	Tiupa_Disk_2	Narrotol
1	не только	10	31
2	но и	11	27
3	и не	15	23
4	при этом	17	19
5	может быть	16	15
6	в частности	12	14
7	в качестве	16	14
8	в тексте	3	13
9	как и	16	13
10	а не	14	13
11	а в	2	13
12	только в	3	12
13	в этом	16	12
14	и в	16	11
15	в данном	7	11
16	состоит в	16	10
17	такого рода	9	10
18	своего рода	10	10
19	и его	3	10
20	тогда как	11	10
21	времени и	2	9
22	то что	5	9
23	то есть	12	9
24	то же	6	8
25	в том	8	8
26	данном случае	6	8
27	со стороны	10	8
28	и т.п	12	8
29	не может	9	8
30	уже не	3	8
31	иначе говоря	3	8
32	в рассказе	4	8
33	представляет собой	11	8
34	том что	10	7
35	но в	11	7
36	одного из	4	6
37	а также	8	6
38	не в	3	6
39	как бы	4	6
40	жизни и	3	6
41	в себе	19	6
42	в его	3	6
43	в этой	4	6
44	перед нами	3	5
45	можно сказать	3	5
46	в соответствии	2	5
47	той или	3	5
48	рассказа в	2	5
49	в своей	6	5
50	так и	9	5
51	тем самым	6	5
52	столь же	3	5
53	и на	5	5
54	потому что	4	5
55	точки зрения	4	5
56	с его	6	4
57	о чем	2	4
58	никогда не	2	4
59	из этих	3	4
60	с позиции	4	4
61	или иной	3	4
62	что на	2	4
63	соответствии с	3	4
64	все же	6	4
65	для него	5	4
66	но не	7	4
67	же время	5	4
68	прежде всего	7	4
69	еще не	6	4
70	в ней	2	4
71	в нем	7	4
72	в мире	11	4
73	из них	3	4
74	как в	8	4
75	и состоит	2	4
76	в принципе	2	4
77	являет собой	2	4
78	в то	5	4
79	о том	4	4
80	в одном	4	4
81	мира в	3	4
82	не менее	7	3
83	тому как	2	3
84	по мысли	6	3
85	что в	5	3
86	по большей	2	3
87	в своем	5	3
88	это не	3	3
89	большей части	2	3
90	что он	2	3
91	художественного письма	7	3
92	идет о	2	3
93	сводится к	2	3
94	и как	3	3
95	в противовес	5	3
96	в целом	2	3
97	картины мира	7	3
98	жизни а	3	3
99	при всей	7	3
100	он не	3	3
101	еще в	3	3
102	не является	4	3
103	отношению к	4	3
104	в ходе	2	3
105	или напротив	2	3
106	по отношению	4	3
107	не было	3	3
108	этом отношении	4	3
109	именно в	2	3
110	но при	2	3
111	героя в	5	3
112	и то	4	3
113	также и	3	3
114	их в	2	3
115	и с	2	3
116	подобно тому	2	3
117	и ее	3	3
118	как будто	3	3
119	в русской	3	3
120	и все	3	3
121	присутствия в	3	3
122	мы имеем	2	3
123	между тем	2	3
124	отнюдь не	6	2
125	в этих	3	2
126	которая в	2	2
127	не подлежит	2	2
128	не сводится	4	2
129	к его	4	2
130	с ее	2	2
131	и того	3	2
132	не столь	2	2
133	своего и	3	2
134	одно и	2	2
135	в пределах	4	2
136	в обоих	2	2
137	к жизни	3	2
138	по сути	2	2
139	ситуации и	2	2
140	себя в	6	2
141	вместе с	2	2
142	заключает в	2	2
143	человеческой жизни	2	2
144	другой стороны	2	2
145	жизни в	3	2
146	в отличие	12	2
147	входит в	2	2
148	и чужого	2	2
149	человека в	4	2
150	дистанция между	2	2
151	в той	2	2
152	времени в	4	2
153	жизни как	2	2
154	с другой	5	2
155	и для	2	2
156	отличие от	12	2
157	роль в	4	2
158	коммуникативную ситуацию	3	2
159	в результате	2	2
160	не о	2	2
161	[...] в	3	2
162	я в	5	2
163	х гг	2	2
164	жизни но	3	2
165	дело в	2	2
166	здесь не	2	2
167	в области	2	2
