N	2gram	Losev_Dial_3	Myslijsy
1	потому что	7	52
2	и в	24	39
3	может быть	13	27
4	в том	5	26
5	только в	5	25
6	что в	7	22
7	не может	19	22
8	а не	26	21
9	так как	6	21
10	не только	23	21
11	в нем	3	20
12	но и	9	20
13	и не	27	18
14	том что	8	16
15	так что	8	16
16	не в	3	15
17	в этом	8	15
18	если бы	6	14
19	так и	5	13
20	в себе	2	13
21	таким образом	13	13
22	было бы	5	12
23	точно так	2	11
24	есть только	12	11
25	мы не	5	10
26	по себе	20	10
27	что не	5	10
28	не есть	54	10
29	то что	14	10
30	и что	15	10
31	могут быть	2	9
32	для нас	2	9
33	как и	7	9
34	и понимания	2	9
35	тем что	3	9
36	тогда когда	5	9
37	но в	2	9
38	но не	2	8
39	со стороны	2	8
40	того что	12	8
41	в слове	3	8
42	в мысли	2	8
43	точки зрения	25	8
44	с другой	4	7
45	должно быть	3	7
46	в ней	2	7
47	в истории	4	7
48	с этим	3	7
49	должны быть	3	7
50	это не	4	7
51	то и	3	7
52	не менее	11	6
53	тем не	10	6
54	и как	8	6
55	еще не	2	6
56	как бы	3	6
57	что и	6	6
58	все же	3	6
59	и т	24	6
60	в природе	2	6
61	то же	6	6
62	при этом	2	6
63	и по	2	6
64	в каком	3	6
65	зависит от	2	5
66	души и	2	5
67	из себя	2	5
68	вовсе не	13	5
69	несмотря на	2	5
70	но это	5	5
71	то в	2	5
72	и потому	2	5
73	только тогда	3	5
74	в его	2	5
75	не видно	2	5
76	то это	9	5
77	в первом	2	5
78	другой стороны	2	5
79	не имеют	2	5
80	так же	4	5
81	а в	2	5
82	и для	2	5
83	не имеет	11	5
84	друг друга	3	5
85	и его	5	5
86	в таком	14	5
87	быть только	2	5
88	если же	8	5
89	возможно только	6	5
90	не могут	4	4
91	никогда не	7	4
92	тем самым	3	4
93	вопрос о	5	4
94	и объекта	3	4
95	прежде всего	8	4
96	в смысле	2	4
97	субъекта и	4	4
98	же время	3	4
99	для него	4	4
100	к тому	4	4
101	от того	4	4
102	в своих	2	4
103	бы быть	2	4
104	есть нечто	23	4
105	т д	23	4
106	не было	3	4
107	и притом	5	4
108	быть не	2	4
109	и даже	13	4
110	и необходимости	2	4
111	тому как	4	4
112	само по	5	4
113	из этих	2	4
114	во всем	3	4
115	в то	5	4
116	что мы	8	4
117	бы в	2	4
118	сама по	4	3
119	что это	12	3
120	тому что	4	3
121	в них	5	3
122	оно не	6	3
123	и во	2	3
124	и от	3	3
125	и это	4	3
126	бытия и	2	3
127	что все	14	3
128	показывает что	2	3
129	думать что	2	3
130	только потому	2	3
131	в своем	3	3
132	она не	3	3
133	одной стороны	3	3
134	только на	7	3
135	что если	2	3
136	для того	3	3
137	никто не	2	3
138	для себя	2	3
139	и тем	2	3
140	в самом	7	3
141	и без	3	3
142	или же	3	3
143	с одной	3	3
144	в сравнении	3	3
145	к этой	2	3
146	как на	5	3
147	той же	3	3
148	что для	5	3
149	понятия и	2	3
150	должна быть	6	3
151	и то	4	3
152	во внимание	2	3
153	вопрос об	3	3
154	сказать что	4	3
155	во всяком	2	3
156	хотя и	5	3
157	одно из	5	3
158	он не	5	3
159	подобно тому	4	3
160	что можно	2	3
161	и вообще	2	3
162	с точки	14	3
163	и все	6	3
164	и с	6	3
165	но как	2	3
166	не существует	10	2
167	утверждает что	3	2
168	но на	2	2
169	только не	10	2
170	и есть	16	2
171	в разные	2	2
172	что дух	4	2
173	он должен	3	2
174	с этой	5	2
175	по крайней	5	2
176	но тогда	11	2
177	в понятии	2	2
178	бы то	2	2
179	была бы	3	2
180	как например	2	2
181	история и	6	2
182	сознания в	2	2
183	не можем	2	2
184	что именно	3	2
185	на то	3	2
186	не что	6	2
187	но если	6	2
188	как мы	2	2
189	же в	2	2
190	жизни и	5	2
191	уже не	5	2
192	следовательно и	2	2
193	у нас	4	2
194	есть не	9	2
195	если не	3	2
196	не будет	3	2
197	все что	3	2
198	в сущности	10	2
199	есть явление	5	2
200	за пределы	3	2
201	и о	3	2
202	и если	2	2
203	никак не	2	2
204	и следовательно	2	2
205	на что	2	2
206	в виду	7	2
207	но совершенно	2	2
208	крайней мере	5	2
209	из этого	2	2
210	что же	11	2
211	на основании	2	2
212	в их	2	2
213	только что	4	2
214	тем более	3	2
215	для этого	2	2
216	и только	6	2
217	что оно	7	2
218	из того	2	2
219	без слова	2	2
220	или в	2	2
221	хотя бы	4	2
222	сравнении с	3	2
223	иное как	6	2
224	на свои	3	2
225	даже и	7	2
226	он есть	3	2
227	что иное	6	2
228	живых существ	2	2
229	его на	2	2
230	о том	6	2
231	при помощи	3	2
232	нет ничего	9	2
233	таком случае	10	2
234	есть в	3	2
235	бы только	2	2
236	когда мы	2	2
237	это будет	4	2
238	стало быть	9	2
