N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	10	31
2	но и	12	27
3	и не	29	23
4	при этом	4	19
5	может быть	19	15
6	как и	18	13
7	а не	9	13
8	а в	5	13
9	только в	6	12
10	в этом	16	12
11	и в	34	11
12	своего рода	2	10
13	и его	16	10
14	то что	11	9
15	то же	14	8
16	в том	3	8
17	не может	19	8
18	уже не	2	8
19	если бы	4	7
20	у него	4	7
21	том что	3	7
22	на протяжении	5	7
23	но в	16	7
24	к тому	5	6
25	не в	9	6
26	и он	2	6
27	в самом	8	6
28	не мог	5	6
29	как бы	27	6
30	один из	2	6
31	жизни и	3	6
32	как раз	4	6
33	тому же	2	6
34	в себе	6	6
35	в его	22	6
36	той или	2	5
37	рассказа в	8	5
38	в своей	3	5
39	так и	6	5
40	столь же	2	5
41	и на	6	5
42	потому что	12	5
43	между двумя	2	5
44	точки зрения	8	5
45	слова в	7	4
46	с его	6	4
47	о чем	2	4
48	никогда не	8	4
49	к себе	17	4
50	или иной	2	4
51	все же	7	4
52	для него	13	4
53	то в	2	4
54	но не	4	4
55	же время	12	4
56	прежде всего	15	4
57	еще не	4	4
58	к нему	14	4
59	в ней	3	4
60	в нем	19	4
61	в мире	4	4
62	из них	5	4
63	по себе	3	4
64	как в	4	4
65	так в	2	4
66	того что	5	4
67	чужого слова	5	4
68	хотя и	3	4
69	в то	12	4
70	что у	6	4
71	о том	2	4
72	в одном	5	4
73	не менее	3	3
74	тому как	2	3
75	он сам	5	3
76	что в	7	3
77	это уже	2	3
78	обращается к	2	3
79	однако в	2	3
80	в своем	2	3
81	это не	5	3
82	в жизни	2	3
83	что он	23	3
84	сводится к	3	3
85	тем не	2	3
86	и как	3	3
87	в начале	4	3
88	в целом	5	3
89	самом деле	13	3
90	но как	4	3
91	но именно	2	3
92	при всей	2	3
93	но для	3	3
94	он не	15	3
95	о нем	2	3
96	еще в	3	3
97	не является	2	3
98	отношению к	6	3
99	по отношению	5	3
100	не было	2	3
101	о них	2	3
102	лишь в	5	3
103	героя в	5	3
104	к чему	2	3
105	обращает на	2	3
106	в слове	5	3
107	и то	3	3
108	их в	3	3
109	и с	15	3
110	подобно тому	2	3
111	и ее	2	3
112	как будто	7	3
113	и все	19	3
114	между тем	3	3
115	этого не	3	2
116	вот я	3	2
117	о своей	2	2
118	отнюдь не	2	2
119	его и	3	2
120	обращено к	2	2
121	установкой на	3	2
122	в конце	5	2
123	в сущности	11	2
124	как мы	7	2
125	но зато	3	2
126	да и	4	2
127	было и	2	2
128	не слышит	2	2
129	с ее	3	2
130	и того	2	2
131	по своему	3	2
132	до конца	3	2
133	в пределах	6	2
134	он уже	3	2
135	всяком случае	5	2
136	точек зрения	2	2
137	героя из	3	2
138	хотя бы	5	2
139	раз в	2	2
140	вместе с	4	2
141	быть и	2	2
142	героя и	9	2
143	в форме	2	2
144	только на	4	2
145	другой стороны	3	2
146	только что	3	2
147	в отличие	2	2
148	входит в	2	2
149	и только	2	2
150	если не	3	2
151	все равно	4	2
152	и вот	5	2
153	она в	2	2
154	в той	2	2
155	что не	7	2
156	и даже	7	2
157	с другой	4	2
158	и для	8	2
159	друг друга	2	2
160	особенно в	2	2
161	отличие от	2	2
162	слов в	3	2
163	ничего не	4	2
164	с ними	6	2
165	каждый из	2	2
166	друг на	2	2
167	героя но	2	2
168	сказать что	2	2
169	во всяком	5	2
170	не о	4	2
171	и от	5	2
172	он и	5	2
173	на друга	2	2
174	я в	4	2
175	героя к	2	2
176	так сказать	2	2
177	в чем	5	2
178	с ним	8	2
179	та же	2	2
180	как она	2	2
181	это было	3	2
